TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9937  3.30336E+00  3.27136E+00 -6.15306E-01 -2.13601E-01  6.44903E-01  1.14861E+00  3.61140E-01  1.83804E-01  6.98664E-01  2.29902E+00  1.01962E-01  1.00000E+00  9.72048E-03 -6.56723E-04  8.79665E-03  2.80626E-04 -1.10823E-05  7.29575E-03 -6.82411E-04 -3.63180E-04  1.94048E-03  1.05553E-02   -19152.9159084503
        -9936  3.30487E+00  3.25161E+00 -6.12879E-01 -2.11317E-01  6.91093E-01  1.13593E+00  3.47788E-01  1.88883E-01  6.92062E-01  2.30168E+00  1.00069E-01  1.00000E+00  1.03990E-02 -1.17461E-03  9.07811E-03  1.41870E-03 -4.17309E-05  7.34800E-03 -1.05446E-03  1.09699E-04  2.60847E-03  1.01430E-02   -19168.4586475933
        -9935  3.22165E+00  3.27329E+00 -5.88340E-01 -2.16699E-01  7.50135E-01  1.16679E+00  3.31588E-01  1.75811E-01  6.93587E-01  2.30850E+00  1.02470E-01  1.00000E+00  9.25755E-03 -1.41635E-03  9.41592E-03  1.33003E-03 -6.84433E-05  7.83934E-03 -7.73211E-04  1.17642E-04  2.43278E-03  1.07859E-02   -19109.2643367734
        -9934  3.29372E+00  3.23672E+00 -6.10989E-01 -2.02900E-01  7.88003E-01  1.23850E+00  3.20014E-01  1.57799E-01  6.88984E-01  2.29664E+00  1.02474E-01  1.00000E+00  9.72459E-03 -4.13754E-04  7.03833E-03  1.28796E-03 -1.59963E-05  6.55862E-03  2.92643E-05  6.15807E-04  1.84425E-03  1.00376E-02   -19203.1848894299
        -9933  3.35145E+00  3.26783E+00 -6.28321E-01 -2.12011E-01  7.35206E-01  1.19706E+00  3.34751E-01  1.71814E-01  6.83356E-01  2.29444E+00  1.00841E-01  1.00000E+00  1.02043E-02 -5.42945E-04  6.33301E-03  4.50048E-04  2.33513E-04  7.04534E-03 -7.74085E-04  3.72329E-04  2.21526E-03  1.07420E-02   -19380.0628713103
        -9932  3.29596E+00  3.25417E+00 -6.08569E-01 -2.12564E-01  7.35157E-01  1.16637E+00  3.33842E-01  1.80910E-01  6.86267E-01  2.30283E+00  9.70617E-02  1.00000E+00  9.21573E-03  1.13610E-04  6.29252E-03 -6.12153E-04  2.36909E-04  7.32046E-03 -2.30830E-03  8.19135E-04  1.02852E-03  1.15250E-02   -19318.6115549187
        -9931  3.27807E+00  3.27126E+00 -6.05339E-01 -2.13634E-01  7.05741E-01  1.13746E+00  3.40142E-01  1.92399E-01  6.88974E-01  2.30635E+00  9.82180E-02  1.00000E+00  9.25846E-03 -7.96163E-04  6.50420E-03 -1.23691E-03 -6.10823E-05  8.19645E-03 -2.13881E-03  1.64985E-03  2.32185E-03  1.22212E-02   -19143.5995720959
        -9930  3.29608E+00  3.22736E+00 -6.11986E-01 -2.03447E-01  7.08759E-01  1.16110E+00  3.40157E-01  1.84889E-01  6.84319E-01  2.29884E+00  9.94784E-02  1.00000E+00  9.37520E-03 -2.68409E-04  6.79657E-03 -1.35391E-05  1.54028E-04  9.91569E-03 -1.34745E-03  1.67874E-03  3.04643E-03  1.28751E-02   -19169.2344748640
        -9929  3.30046E+00  3.23395E+00 -6.16911E-01 -2.06271E-01  7.52900E-01  1.11439E+00  3.30179E-01  1.94690E-01  6.78053E-01  2.29532E+00  1.01155E-01  1.00000E+00  1.05562E-02 -6.07987E-04  6.94153E-03  5.03636E-04  4.89174E-05  8.47162E-03 -1.47593E-03  1.35015E-03  2.24252E-03  1.09522E-02   -19186.6017621416
        -9928  3.26060E+00  3.31182E+00 -6.01596E-01 -2.26841E-01  7.28341E-01  1.12859E+00  3.35270E-01  1.90839E-01  6.76895E-01  2.29350E+00  1.00754E-01  1.00000E+00  1.01378E-02 -5.67151E-04  6.85337E-03  1.83753E-03 -2.46513E-04  8.66327E-03 -3.88428E-04 -9.07293E-04  2.03733E-03  1.11341E-02   -19254.7990939604
        -9927  3.29564E+00  3.27780E+00 -6.12285E-01 -2.16814E-01  7.40450E-01  1.14259E+00  3.29884E-01  1.90530E-01  6.71932E-01  2.27731E+00  1.03521E-01  1.00000E+00  9.58018E-03 -6.77800E-04  6.36541E-03  1.98866E-03 -4.58693E-04  9.21693E-03 -9.18590E-04 -1.38146E-03  2.34794E-03  1.05681E-02   -19175.2673242974
        -9926  3.35611E+00  3.24503E+00 -6.26675E-01 -2.08256E-01  6.73447E-01  1.20528E+00  3.54448E-01  1.66912E-01  6.75770E-01  2.27979E+00  1.03422E-01  1.00000E+00  9.14054E-03 -5.42779E-04  6.86421E-03  1.74534E-03 -6.69150E-04  1.01700E-02 -9.36797E-04 -1.09535E-03  2.26396E-03  8.45207E-03   -19152.9449698320
        -9925  3.31278E+00  3.28486E+00 -6.16731E-01 -2.17458E-01  6.86692E-01  1.19827E+00  3.49550E-01  1.71121E-01  6.75794E-01  2.28591E+00  1.03422E-01  1.00000E+00  9.48892E-03 -1.80584E-05  6.51614E-03  7.67786E-04 -1.32892E-03  1.03644E-02 -1.00070E-03 -5.64589E-04  1.89689E-03  9.02963E-03   -19165.0480885751
        -9924  3.30635E+00  3.29222E+00 -6.18740E-01 -2.22990E-01  7.03815E-01  1.18401E+00  3.46572E-01  1.74445E-01  6.69769E-01  2.28673E+00  1.03620E-01  1.00000E+00  9.42666E-03 -5.77038E-04  7.06877E-03  1.08274E-03 -1.49194E-03  9.78716E-03 -9.22972E-04 -4.57158E-04  1.73376E-03  9.59288E-03   -19069.5400034152
        -9923  3.29309E+00  3.32046E+00 -6.07539E-01 -2.27992E-01  7.06471E-01  1.14739E+00  3.40766E-01  1.79642E-01  6.79117E-01  2.28537E+00  1.03620E-01  1.00000E+00  1.08599E-02 -7.62142E-04  6.94230E-03  5.37295E-04 -9.38294E-04  9.67998E-03 -5.28084E-04 -1.03233E-04  2.46731E-03  9.54552E-03   -19170.2256216378
        -9922  3.32425E+00  3.28190E+00 -6.13886E-01 -2.16784E-01  6.54573E-01  1.11839E+00  3.55196E-01  1.88573E-01  6.84197E-01  2.29185E+00  1.03665E-01  1.00000E+00  1.12691E-02 -4.33268E-04  5.47549E-03 -4.06763E-04 -1.15930E-03  1.04435E-02 -1.35364E-03 -3.75882E-04  2.64299E-03  1.08826E-02   -19168.2454755229
        -9921  3.29903E+00  3.25759E+00 -6.09916E-01 -2.09419E-01  7.23304E-01  1.08643E+00  3.40497E-01  1.96554E-01  6.71989E-01  2.27575E+00  1.03665E-01  1.00000E+00  9.80239E-03 -7.73110E-04  5.83709E-03  5.16701E-04 -8.06075E-04  9.59728E-03 -5.10174E-04 -2.09264E-04  2.45905E-03  1.10388E-02   -19012.6371226374
        -9920  3.28351E+00  3.22584E+00 -6.11273E-01 -2.03152E-01  7.35417E-01  1.13984E+00  3.38223E-01  1.83043E-01  6.74509E-01  2.27598E+00  1.07466E-01  1.00000E+00  8.10899E-03 -7.44796E-04  6.60192E-03  2.47095E-04 -3.14008E-04  1.00684E-02 -3.70254E-04  2.57164E-04  2.60451E-03  1.06085E-02   -19010.3251825705
        -9919  3.30753E+00  3.28040E+00 -6.15217E-01 -2.18260E-01  6.85127E-01  1.14495E+00  3.52886E-01  1.82287E-01  6.76518E-01  2.29017E+00  1.02897E-01  1.00000E+00  1.01614E-02 -1.77896E-03  8.56153E-03  1.53961E-04 -1.93032E-03  1.07534E-02 -1.86036E-03  1.10164E-03  2.23986E-03  1.11822E-02   -19024.8373098735
        -9918  3.33064E+00  3.20881E+00 -6.19342E-01 -1.98384E-01  7.10972E-01  1.13438E+00  3.42199E-01  1.87225E-01  6.84236E-01  2.28992E+00  1.02712E-01  1.00000E+00  9.28966E-03 -7.00112E-04  8.68612E-03  1.81244E-03 -2.49012E-03  1.01412E-02 -5.33518E-04  6.39845E-04  1.81690E-03  9.65326E-03   -19131.5374920334
        -9917  3.26960E+00  3.25858E+00 -6.03601E-01 -2.13183E-01  6.62924E-01  1.10803E+00  3.54915E-01  1.96204E-01  6.72830E-01  2.28859E+00  1.02712E-01  1.00000E+00  9.80120E-03 -7.99214E-04  9.44061E-03  6.37161E-04 -2.30030E-03  9.09477E-03 -1.71359E-03  3.38618E-04  1.19278E-03  9.51551E-03   -19183.0747225559
        -9916  3.26086E+00  3.23317E+00 -6.03816E-01 -2.04620E-01  6.48844E-01  1.12041E+00  3.56911E-01  1.98160E-01  6.73519E-01  2.29044E+00  1.01675E-01  1.00000E+00  9.95748E-03 -1.33222E-03  8.93816E-03 -4.86971E-04 -1.95846E-03  8.34563E-03 -8.01368E-04 -5.01134E-04  1.59364E-03  8.68343E-03   -19182.7825202402
        -9915  3.32885E+00  3.26815E+00 -6.21817E-01 -2.12832E-01  6.18603E-01  1.14584E+00  3.65533E-01  1.87208E-01  6.82866E-01  2.29905E+00  1.01947E-01  1.00000E+00  8.65522E-03 -1.09380E-03  7.58226E-03 -1.05086E-04 -1.55010E-03  8.73127E-03 -1.26479E-03 -3.86641E-04  1.86201E-03  9.61545E-03   -19206.9476322099
        -9914  3.28410E+00  3.24715E+00 -6.08954E-01 -2.07101E-01  7.25540E-01  1.14294E+00  3.34755E-01  1.85789E-01  6.74286E-01  2.29161E+00  1.00200E-01  1.00000E+00  9.89030E-03  5.33615E-04  6.56790E-03 -4.43574E-04 -1.20395E-03  8.77763E-03 -1.48358E-03 -2.48319E-04  1.92586E-03  1.07681E-02   -19259.7202364357
        -9913  3.25877E+00  3.30072E+00 -6.02061E-01 -2.21046E-01  7.13308E-01  1.11264E+00  3.37264E-01  2.01699E-01  6.75662E-01  2.28834E+00  1.01676E-01  1.00000E+00  1.02063E-02  7.81628E-04  6.83534E-03 -8.11260E-04 -1.45825E-03  9.37475E-03 -1.43935E-03 -8.64536E-04  1.91632E-03  1.10401E-02   -19101.1839355461
        -9912  3.30791E+00  3.21862E+00 -6.12253E-01 -1.98010E-01  7.00844E-01  1.13942E+00  3.40205E-01  1.96128E-01  6.81498E-01  2.29244E+00  1.01092E-01  1.00000E+00  9.70286E-03  1.26784E-03  8.17272E-03 -3.96801E-04 -1.34753E-03  8.82430E-03 -1.40497E-03 -8.93996E-04  7.96829E-04  1.14737E-02   -19106.1005043986
        -9911  3.25754E+00  3.26006E+00 -5.99545E-01 -2.11080E-01  6.76218E-01  1.16426E+00  3.47147E-01  1.87650E-01  6.78808E-01  2.30658E+00  1.00610E-01  1.00000E+00  1.14096E-02  1.23133E-03  8.80778E-03 -1.23937E-04 -1.08684E-03  9.42970E-03 -2.25990E-03 -9.63881E-04  1.87557E-03  1.12695E-02   -19124.6681730181
        -9910  3.26521E+00  3.22087E+00 -6.05812E-01 -1.97027E-01  6.83246E-01  1.12417E+00  3.44744E-01  2.00102E-01  6.83795E-01  2.29863E+00  9.93062E-02  1.00000E+00  1.15044E-02  1.21788E-03  9.08263E-03  1.90724E-04 -1.24177E-03  8.04868E-03 -1.74274E-03 -6.75612E-04  1.54464E-03  9.80379E-03   -19032.8380403129
        -9909  3.27438E+00  3.26164E+00 -6.02254E-01 -2.12263E-01  7.23533E-01  1.13335E+00  3.35657E-01  1.92238E-01  6.81882E-01  2.30022E+00  1.01274E-01  1.00000E+00  1.12246E-02  6.28281E-04  8.37688E-03 -8.56304E-04 -1.22689E-03  8.74882E-03 -1.72154E-03 -1.59816E-03  1.86892E-03  1.04029E-02   -19142.6158194489
        -9908  3.28175E+00  3.26933E+00 -6.07135E-01 -2.12185E-01  7.26119E-01  1.16392E+00  3.38357E-01  1.83281E-01  6.89637E-01  2.29628E+00  1.00052E-01  1.00000E+00  9.13162E-03  4.42666E-04  7.38238E-03 -6.11346E-04 -1.22853E-03  9.69106E-03 -1.82491E-03 -9.94112E-04  2.41337E-03  1.23175E-02   -19163.2732074063
        -9907  3.27968E+00  3.28019E+00 -6.08723E-01 -2.13749E-01  7.11560E-01  1.16843E+00  3.40649E-01  1.81659E-01  6.82783E-01  2.29776E+00  1.02472E-01  1.00000E+00  8.46061E-03  5.09228E-04  7.48605E-03 -1.26814E-04 -1.73013E-03  8.35650E-03 -2.02247E-03 -1.57401E-03  2.44879E-03  1.15765E-02   -19128.1540005008
        -9906  3.30672E+00  3.25271E+00 -6.17250E-01 -2.06588E-01  7.19161E-01  1.18817E+00  3.40120E-01  1.80137E-01  6.80920E-01  2.29578E+00  1.02961E-01  1.00000E+00  1.00965E-02 -1.06708E-04  6.82462E-03  8.09963E-04 -1.50086E-03  8.69472E-03 -1.38579E-03 -7.88319E-04  1.64262E-03  9.93129E-03   -19163.4684153972
        -9905  3.26240E+00  3.29367E+00 -6.03102E-01 -2.20409E-01  7.39520E-01  1.17916E+00  3.35081E-01  1.79968E-01  6.90661E-01  2.30589E+00  9.98076E-02  1.00000E+00  1.13046E-02  1.74057E-04  6.90709E-03  1.26917E-03 -1.36796E-03  1.00537E-02 -1.55496E-03 -8.03885E-04  2.88098E-03  1.11236E-02   -19113.3269251894
        -9904  3.32544E+00  3.25228E+00 -6.18330E-01 -2.04760E-01  7.41925E-01  1.19394E+00  3.36186E-01  1.73751E-01  6.91185E-01  2.29176E+00  9.80109E-02  1.00000E+00  1.00596E-02  8.17452E-05  5.75114E-03  1.01825E-03 -7.15448E-04  1.06996E-02 -9.99723E-04 -1.82316E-04  3.00601E-03  1.26779E-02   -19079.8890264401
        -9903  3.30198E+00  3.28072E+00 -6.12396E-01 -2.17379E-01  7.61960E-01  1.18003E+00  3.31257E-01  1.79960E-01  6.87438E-01  2.30951E+00  9.97861E-02  1.00000E+00  9.53914E-03 -2.94229E-04  6.08036E-03  1.76418E-03 -1.54865E-03  1.17548E-02  4.70010E-05 -8.59301E-04  2.76702E-03  1.28907E-02   -19079.0377924350
        -9902  3.27870E+00  3.23823E+00 -6.03083E-01 -2.06287E-01  6.99191E-01  1.15241E+00  3.47873E-01  1.88345E-01  6.99013E-01  2.31823E+00  9.83847E-02  1.00000E+00  9.86359E-03 -4.18253E-04  6.20896E-03  1.59883E-03 -9.21906E-04  1.01738E-02 -6.03699E-04 -1.52868E-04  1.77713E-03  1.12878E-02   -19269.4517320059
        -9901  3.27221E+00  3.26215E+00 -6.02053E-01 -2.13208E-01  7.04637E-01  1.10972E+00  3.47569E-01  1.99835E-01  6.98205E-01  2.30504E+00  1.01185E-01  1.00000E+00  1.06498E-02 -1.03918E-03  5.37281E-03  9.15462E-04 -8.15857E-05  9.54062E-03 -1.14873E-03 -6.30205E-04  2.23746E-03  1.04701E-02   -19326.8360863540
        -9900  3.28988E+00  3.27103E+00 -6.10080E-01 -2.14644E-01  7.15464E-01  1.10263E+00  3.43279E-01  2.04054E-01  6.87091E-01  2.30382E+00  1.00496E-01  1.00000E+00  9.99262E-03 -5.61902E-04  4.81402E-03  1.07511E-03  7.63457E-04  9.28244E-03 -1.29663E-03  1.53781E-04  2.70143E-03  1.06584E-02   -19312.1236912377
        -9899  3.34834E+00  3.25399E+00 -6.28069E-01 -2.08379E-01  7.60513E-01  1.11870E+00  3.32251E-01  1.97146E-01  6.87408E-01  2.29405E+00  1.00496E-01  1.00000E+00  1.04597E-02  4.15211E-04  5.21205E-03  3.01294E-04 -2.18295E-04  7.60098E-03 -9.94344E-04  4.56894E-04  2.03674E-03  1.00160E-02   -19319.5575993455
        -9898  3.27833E+00  3.25863E+00 -6.06564E-01 -2.09634E-01  7.05987E-01  1.15073E+00  3.46813E-01  1.88330E-01  6.85465E-01  2.29087E+00  1.03936E-01  1.00000E+00  1.07937E-02  2.53781E-04  4.61332E-03  1.02666E-03 -2.51202E-04  7.24812E-03 -6.89788E-04  7.54658E-04  1.45469E-03  1.08176E-02   -19257.5119484601
        -9897  3.31156E+00  3.23816E+00 -6.17368E-01 -2.07752E-01  7.00563E-01  1.15333E+00  3.49038E-01  1.90860E-01  6.91322E-01  2.29936E+00  1.05256E-01  1.00000E+00  1.05650E-02 -1.32443E-04  4.90143E-03  8.92952E-04 -5.20832E-04  6.84997E-03 -1.02573E-03  4.05641E-04  1.71807E-03  1.02323E-02   -19210.1203432243
        -9896  3.31701E+00  3.27804E+00 -6.18491E-01 -2.16209E-01  7.42247E-01  1.14295E+00  3.34192E-01  1.95836E-01  6.81601E-01  2.29229E+00  1.05256E-01  1.00000E+00  1.01164E-02 -9.72222E-04  4.76429E-03  1.30123E-03 -9.03548E-04  7.78543E-03 -1.01234E-03 -9.41175E-05  1.61868E-03  8.99257E-03   -19348.4756046156
        -9895  3.29497E+00  3.28561E+00 -6.11073E-01 -2.15917E-01  7.37442E-01  1.15532E+00  3.38240E-01  1.90561E-01  6.80536E-01  2.29256E+00  1.07540E-01  1.00000E+00  9.05021E-03 -1.29510E-03  5.24812E-03  9.48633E-04 -8.48194E-04  6.93451E-03 -8.22028E-04  6.67511E-04  1.45138E-03  1.01058E-02   -19142.0915778925
        -9894  3.27872E+00  3.24225E+00 -6.05142E-01 -2.04016E-01  7.57766E-01  1.15362E+00  3.29961E-01  1.91809E-01  6.90740E-01  2.29684E+00  1.07512E-01  1.00000E+00  8.76342E-03 -7.99801E-04  5.50448E-03  8.40044E-04 -7.63917E-04  6.97968E-03 -7.94189E-04  4.39152E-04  1.09558E-03  9.52862E-03   -19232.0529993272
        -9893  3.28451E+00  3.20391E+00 -6.06962E-01 -1.96853E-01  7.71559E-01  1.14618E+00  3.30223E-01  1.91432E-01  6.95845E-01  2.28870E+00  1.07512E-01  1.00000E+00  1.07683E-02 -9.25597E-04  5.62611E-03  4.92108E-04 -2.28743E-04  7.29104E-03 -2.35359E-03  2.01143E-05  3.70455E-06  8.55265E-03   -19322.3078971709
        -9892  3.34185E+00  3.22728E+00 -6.24382E-01 -2.00210E-01  7.45455E-01  1.12755E+00  3.37039E-01  1.93813E-01  6.92397E-01  2.29834E+00  1.07680E-01  1.00000E+00  1.04157E-02 -1.71885E-03  6.29796E-03  7.21203E-04 -8.98294E-04  7.29721E-03 -1.16928E-03  5.40358E-04  4.32082E-04  8.34331E-03   -19253.9716634396
        -9891  3.31577E+00  3.24454E+00 -6.16869E-01 -2.06028E-01  7.68959E-01  1.14392E+00  3.26749E-01  1.90339E-01  6.84698E-01  2.30395E+00  1.07680E-01  1.00000E+00  8.99906E-03 -9.57739E-04  5.89903E-03  2.50344E-04 -8.43115E-04  6.74280E-03 -9.30814E-04  4.26323E-04  1.20809E-04  8.74626E-03   -19306.9466625922
        -9890  3.29917E+00  3.27808E+00 -6.11783E-01 -2.15831E-01  7.86812E-01  1.13065E+00  3.20881E-01  1.92560E-01  6.85857E-01  2.29737E+00  1.08000E-01  1.00000E+00  1.00837E-02 -1.59272E-03  6.42372E-03  6.48995E-04 -1.28492E-03  6.27015E-03 -1.21667E-03  5.68308E-04  1.96572E-04  7.94320E-03   -19218.0289875717
        -9889  3.29206E+00  3.25849E+00 -6.11969E-01 -2.12449E-01  7.67026E-01  1.11621E+00  3.24896E-01  1.95251E-01  6.90640E-01  2.30165E+00  1.06475E-01  1.00000E+00  1.01050E-02 -7.34925E-04  5.92957E-03 -4.12645E-04 -1.33777E-03  7.36705E-03 -1.50753E-03  6.54475E-04 -1.36656E-05  7.62594E-03   -19245.3885082620
        -9888  3.24860E+00  3.23944E+00 -5.95473E-01 -2.05696E-01  7.59099E-01  1.09981E+00  3.27310E-01  1.96704E-01  6.84582E-01  2.29698E+00  1.06475E-01  1.00000E+00  8.85255E-03 -5.13773E-04  5.80519E-03  1.11766E-04 -1.27442E-03  7.67624E-03 -2.16596E-04  1.00983E-03 -3.39870E-04  7.73148E-03   -19238.7567006198
        -9887  3.30863E+00  3.27095E+00 -6.12084E-01 -2.15726E-01  7.40697E-01  1.09226E+00  3.32575E-01  1.99672E-01  6.77923E-01  2.29923E+00  1.06475E-01  1.00000E+00  9.38138E-03  1.29817E-05  5.88371E-03  1.40914E-03 -7.57729E-04  7.95946E-03 -3.34039E-04  2.22964E-04 -3.33765E-04  7.68192E-03   -19194.5418194811
        -9886  3.29672E+00  3.26439E+00 -6.12269E-01 -2.10745E-01  7.09192E-01  1.05758E+00  3.45317E-01  2.11176E-01  6.89581E-01  2.30236E+00  1.06045E-01  1.00000E+00  1.14724E-02 -7.23854E-04  5.45154E-03  1.63670E-03 -6.80236E-04  8.99004E-03 -7.56808E-04  1.05698E-03 -6.44754E-04  7.43180E-03   -19208.4509840411
        -9885  3.27860E+00  3.22076E+00 -6.05615E-01 -1.97486E-01  7.48612E-01  1.04273E+00  3.35004E-01  2.11736E-01  6.84581E-01  2.29592E+00  1.06045E-01  1.00000E+00  1.03706E-02 -2.53031E-04  4.92252E-03  2.21834E-03 -5.00457E-04  8.99299E-03 -4.71148E-04  2.77083E-04  8.75427E-04  9.93656E-03   -19279.6002690837
        -9884  3.32608E+00  3.19850E+00 -6.19318E-01 -1.92714E-01  7.01710E-01  1.09521E+00  3.46901E-01  1.99475E-01  6.97630E-01  2.30394E+00  1.00704E-01  1.00000E+00  1.03387E-02 -1.46780E-04  4.31738E-03  1.80090E-03 -3.35632E-04  9.49440E-03  8.30361E-04  4.34040E-04  2.18902E-04  8.74723E-03   -19380.1259716263
        -9883  3.29193E+00  3.24809E+00 -6.12218E-01 -2.05504E-01  7.22456E-01  1.11658E+00  3.41888E-01  1.95103E-01  6.91322E-01  2.30244E+00  1.02615E-01  1.00000E+00  1.02151E-02 -5.33313E-04  4.61464E-03  2.12702E-03 -2.93712E-04  8.77734E-03  4.93800E-05  7.46380E-04  9.57488E-05  9.83913E-03   -19343.6989780081
        -9882  3.31743E+00  3.26480E+00 -6.17230E-01 -2.13498E-01  6.92120E-01  1.13903E+00  3.49874E-01  1.93638E-01  6.94509E-01  2.29166E+00  1.02073E-01  1.00000E+00  8.99056E-03 -7.55508E-04  5.10965E-03  8.92887E-04 -7.79225E-04  7.88790E-03 -9.33143E-04  5.25671E-04 -8.10698E-05  9.13464E-03   -19350.3421386407
        -9881  3.32256E+00  3.26348E+00 -6.16705E-01 -2.10318E-01  6.81255E-01  1.11829E+00  3.49348E-01  1.97654E-01  6.95208E-01  2.30598E+00  1.02002E-01  1.00000E+00  1.09602E-02  1.36678E-04  5.00596E-03  9.06226E-04 -3.19212E-04  8.29733E-03 -7.35209E-04 -8.39232E-04  5.71655E-05  9.25172E-03   -19290.6414298220
        -9880  3.35044E+00  3.26834E+00 -6.23637E-01 -2.13467E-01  7.04040E-01  1.16062E+00  3.42155E-01  1.85576E-01  6.98734E-01  2.31167E+00  9.95462E-02  1.00000E+00  9.67433E-03 -3.59430E-05  6.66943E-03  1.13836E-03 -1.30618E-03  8.25597E-03 -1.35305E-03 -2.61221E-04  1.07362E-03  9.09725E-03   -19347.9896253954
        -9879  3.33386E+00  3.26000E+00 -6.21701E-01 -2.12204E-01  7.18728E-01  1.14691E+00  3.34304E-01  1.89210E-01  7.03054E-01  2.30005E+00  9.94263E-02  1.00000E+00  9.78009E-03 -5.48379E-04  7.69218E-03  1.31564E-03 -1.56854E-03  7.98037E-03 -3.31851E-04 -1.11559E-03  1.25145E-03  7.22190E-03   -19285.3513908998
        -9878  3.32937E+00  3.27118E+00 -6.18827E-01 -2.13665E-01  7.67662E-01  1.10105E+00  3.17424E-01  2.01136E-01  7.00415E-01  2.30437E+00  9.92975E-02  1.00000E+00  9.86195E-03  7.80991E-04  9.14882E-03  1.25443E-03 -1.31418E-03  8.18417E-03 -9.82122E-04 -9.79263E-04  1.46290E-03  8.73424E-03   -19211.6999651246
        -9877  3.28452E+00  3.27887E+00 -6.08121E-01 -2.12487E-01  7.86985E-01  1.11425E+00  3.14203E-01  2.03297E-01  6.92312E-01  2.31381E+00  1.02592E-01  1.00000E+00  1.00478E-02  2.08843E-04  8.62962E-03  1.30348E-03 -2.07112E-03  9.25820E-03 -8.87263E-05 -1.38370E-03  8.01891E-04  8.42685E-03   -19173.4215684653
        -9876  3.24041E+00  3.30879E+00 -5.93821E-01 -2.24372E-01  7.67362E-01  1.06620E+00  3.20719E-01  2.16411E-01  6.91601E-01  2.30267E+00  1.01076E-01  1.00000E+00  1.09220E-02  6.53398E-04  7.89905E-03  2.10089E-03 -2.32418E-04  1.07749E-02 -2.74790E-04 -4.01498E-04  1.46623E-03  7.83224E-03   -19103.5247867413
        -9875  3.31410E+00  3.26544E+00 -6.18148E-01 -2.14574E-01  7.08982E-01  1.11317E+00  3.35096E-01  2.00456E-01  6.83659E-01  2.30076E+00  1.01021E-01  1.00000E+00  9.99247E-03  3.41031E-04  7.72772E-03  2.24300E-03  1.56275E-04  1.23096E-02 -6.74012E-04  2.52728E-04  2.95590E-03  9.66565E-03   -19131.2305245000
        -9874  3.31074E+00  3.24651E+00 -6.19893E-01 -2.03749E-01  7.20366E-01  1.10903E+00  3.38579E-01  1.98808E-01  6.85059E-01  2.29722E+00  1.02633E-01  1.00000E+00  1.01599E-02  1.93797E-04  7.66194E-03  2.69818E-03  1.21416E-04  1.10820E-02  5.94878E-05 -1.89614E-04  2.18940E-03  7.62994E-03   -19086.1570956251
        -9873  3.29479E+00  3.26551E+00 -6.11083E-01 -2.10671E-01  7.35295E-01  1.15406E+00  3.33233E-01  1.86350E-01  6.92285E-01  2.29224E+00  1.03065E-01  1.00000E+00  1.24413E-02 -5.22585E-05  8.45344E-03  3.58298E-03 -6.79909E-04  1.18124E-02 -7.34091E-04 -1.52255E-04  9.08581E-04  7.68186E-03   -19130.5678986302
        -9872  3.27997E+00  3.28542E+00 -6.04096E-01 -2.15395E-01  7.30606E-01  1.11263E+00  3.33124E-01  1.98384E-01  7.00540E-01  2.30296E+00  1.03282E-01  1.00000E+00  1.02974E-02  2.91037E-04  8.56270E-03  2.17896E-03 -8.93972E-04  1.10109E-02 -3.36935E-04  2.83858E-04  9.32953E-04  8.18978E-03   -19035.7474095073
        -9871  3.27608E+00  3.19758E+00 -6.02985E-01 -1.90363E-01  7.49320E-01  1.13411E+00  3.33452E-01  1.95544E-01  6.98786E-01  2.30540E+00  1.03302E-01  1.00000E+00  1.11263E-02  8.28074E-04  7.50585E-03  3.05728E-03 -2.45568E-04  9.77668E-03 -8.20626E-04  6.87953E-04  9.62334E-04  8.71952E-03   -19126.7019146312
        -9870  3.30608E+00  3.25495E+00 -6.14438E-01 -2.07212E-01  7.59417E-01  1.14825E+00  3.29611E-01  1.96986E-01  6.94847E-01  2.29804E+00  1.02266E-01  1.00000E+00  1.11390E-02  1.78346E-03  8.75279E-03  3.08245E-03 -4.20981E-04  9.34738E-03 -2.69851E-04  1.28058E-03 -3.28355E-05  1.00028E-02   -19199.8400938939
        -9869  3.30721E+00  3.26623E+00 -6.14156E-01 -2.06748E-01  7.10836E-01  1.12539E+00  3.40282E-01  1.94945E-01  7.00920E-01  2.29375E+00  9.88683E-02  1.00000E+00  1.17669E-02  1.90170E-03  8.73874E-03  2.90743E-03 -4.61115E-04  9.02777E-03  4.14497E-04  4.40130E-04  7.29870E-04  9.56506E-03   -19136.1867795088
        -9868  3.31194E+00  3.22465E+00 -6.15096E-01 -1.99020E-01  7.30795E-01  1.16156E+00  3.33311E-01  1.88709E-01  6.92351E-01  2.30780E+00  1.00153E-01  1.00000E+00  1.23171E-02  7.48736E-04  8.32681E-03  2.58588E-03  1.08126E-04  7.82156E-03  7.29553E-04  1.02502E-04  1.52112E-03  9.61666E-03   -19217.0154994113
