TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         1622  1.65884E+00  1.49993E+00  7.72291E-01  2.38594E+00  7.71331E-02  2.14433E-01 -3.29941E-02  1.81920E-01  2.64090E-02  1.39350E-02  1.42747E-01 -2.52131E-02  6.16326E-02  8.95302E-03  9.60070E-02   -2178.81307228910
         1623  1.67082E+00  1.46016E+00  8.14774E-01  2.46436E+00  6.94350E-02  1.93317E-01 -1.35408E-03  1.74783E-01  4.42355E-02 -1.27754E-02  1.64472E-01  2.03817E-03  3.31158E-02 -1.89002E-02  9.48064E-02   -2160.59495226769
         1624  1.74055E+00  1.52014E+00  8.53429E-01  2.45514E+00  6.41719E-02  1.85684E-01  1.33036E-02  1.30647E-01 -1.71911E-02 -4.27399E-03  1.63290E-01  1.31741E-02  3.77609E-02  7.22339E-03  8.43138E-02   -2153.95703077999
         1625  1.63607E+00  1.45639E+00  7.78721E-01  2.40719E+00  7.02119E-02  1.84188E-01  1.81305E-02  1.14014E-01 -1.30642E-02  8.26084E-03  1.84041E-01 -1.14726E-02  4.66858E-02  4.24954E-03  1.06736E-01   -2199.48841469685
         1626  1.63964E+00  1.48619E+00  8.47673E-01  2.44153E+00  6.63214E-02  1.64851E-01  5.09119E-02  1.73838E-01  5.19697E-02  7.27800E-02  2.11281E-01 -9.47771E-03  3.29028E-02 -2.48065E-03  1.09633E-01   -2187.09029197027
         1627  1.63168E+00  1.51364E+00  8.96788E-01  2.46701E+00  6.24776E-02  1.36001E-01  3.13504E-02  1.43993E-01  3.04532E-02  3.37597E-02  1.84770E-01 -1.04580E-02  3.73376E-02  1.03695E-02  8.95904E-02   -2219.49160117046
         1628  1.66949E+00  1.49571E+00  9.16178E-01  2.42985E+00  5.83925E-02  2.01192E-01  4.34240E-02  2.14637E-01  1.39637E-02  5.34151E-02  2.09291E-01 -1.77374E-02  6.96564E-02 -2.53766E-02  9.21859E-02   -2219.45219193175
         1629  1.64227E+00  1.38481E+00  6.69892E-01  2.44635E+00  5.83849E-02  1.98059E-01 -2.45735E-02  1.85893E-01  1.42234E-03  4.85335E-04  1.79349E-01 -2.95855E-02  3.35575E-02 -3.70493E-02  9.40272E-02   -2207.86635180716
         1630  1.64366E+00  1.48393E+00  8.63326E-01  2.41255E+00  6.66861E-02  1.87096E-01  2.05053E-02  1.60646E-01  3.11737E-02 -2.39275E-03  2.42726E-01 -2.81780E-02  4.61729E-02 -2.92746E-02  7.11944E-02   -2229.94246889172
         1631  1.66604E+00  1.42773E+00  8.73676E-01  2.37415E+00  7.06905E-02  2.11645E-01  8.79586E-03  1.61860E-01 -3.15329E-02  6.54154E-03  1.66650E-01 -3.77923E-02  5.27674E-02 -3.57709E-02  1.40981E-01   -2190.04655393814
         1632  1.67488E+00  1.44014E+00  9.52265E-01  2.34434E+00  6.57207E-02  2.23129E-01  2.31259E-02  1.53435E-01 -5.10192E-03  3.06034E-02  1.85837E-01 -4.06816E-02  3.38336E-02 -1.11668E-02  9.02395E-02   -2219.25997631187
         1633  1.68540E+00  1.50265E+00  7.86284E-01  2.37485E+00  6.03097E-02  2.05533E-01 -1.66434E-02  1.61326E-01 -2.17361E-02  1.48867E-02  1.91847E-01 -1.85782E-02  2.71239E-02  5.18384E-04  7.37658E-02   -2243.52590105652
         1634  1.64277E+00  1.59006E+00  8.90672E-01  2.40520E+00  5.83061E-02  1.54430E-01 -1.88983E-03  1.28744E-01 -3.75436E-02  1.68557E-02  1.63084E-01 -2.39289E-02  1.78382E-02  2.42587E-03  7.50156E-02   -2205.99430051209
         1635  1.65960E+00  1.46151E+00  8.34673E-01  2.39198E+00  6.57129E-02  1.56687E-01 -1.56908E-02  1.78995E-01 -3.25174E-02  9.61883E-03  2.04570E-01 -2.48191E-02  4.03138E-02 -1.50064E-02  1.03826E-01   -2197.49455338929
         1636  1.70547E+00  1.50513E+00  8.51989E-01  2.41657E+00  6.15961E-02  1.64749E-01 -2.21080E-02  1.98395E-01 -5.28989E-03  3.49210E-02  1.74701E-01 -2.23825E-02  6.88753E-03 -2.19128E-02  1.02580E-01   -2222.32422501071
         1637  1.72465E+00  1.45059E+00  8.10199E-01  2.39652E+00  6.81737E-02  1.77565E-01  4.13175E-03  1.61138E-01 -8.65268E-03  2.94316E-02  1.76782E-01  1.94288E-03  3.28060E-02  3.75008E-03  7.88406E-02   -2241.87616607164
         1638  1.58407E+00  1.51091E+00  7.97697E-01  2.44371E+00  6.40788E-02  1.65090E-01 -1.47810E-02  1.19610E-01 -7.95977E-03  2.66868E-02  2.11114E-01 -1.83559E-02  3.49482E-02 -1.62007E-02  9.23317E-02   -2227.61405422414
         1639  1.61381E+00  1.46505E+00  7.18638E-01  2.38670E+00  5.94583E-02  1.76284E-01  7.06741E-03  1.22182E-01 -2.78398E-02  2.44038E-02  1.75041E-01 -1.77979E-03  4.47072E-02 -1.85598E-03  1.10073E-01   -2231.05102559522
         1640  1.58659E+00  1.50500E+00  9.21370E-01  2.40998E+00  6.88082E-02  1.50989E-01 -6.88231E-03  1.16910E-01  1.97800E-02  3.03814E-02  2.10764E-01 -4.46278E-03  3.36327E-02 -3.07312E-02  9.54373E-02   -2227.70575843082
         1641  1.64782E+00  1.44444E+00  8.09539E-01  2.34725E+00  6.29644E-02  1.78969E-01  5.37093E-03  1.42866E-01 -2.39643E-02  5.24817E-02  1.88603E-01 -1.11115E-02  2.82805E-02 -1.97758E-02  9.94849E-02   -2213.81256062235
         1642  1.66217E+00  1.41274E+00  8.37765E-01  2.36876E+00  5.74515E-02  1.48794E-01 -5.54572E-03  1.47332E-01 -1.75829E-02  2.60778E-02  1.84872E-01 -3.45932E-03  4.90242E-02  3.17841E-03  1.06446E-01   -2227.91646606972
         1643  1.56987E+00  1.44530E+00  8.15478E-01  2.43949E+00  6.00636E-02  1.68255E-01 -2.85754E-02  1.52172E-01 -4.95062E-02  3.21979E-02  2.43543E-01 -3.23588E-02  3.46688E-02  1.68160E-03  1.20285E-01   -2221.96417176751
         1644  1.64041E+00  1.42325E+00  8.94478E-01  2.37909E+00  6.62955E-02  1.67743E-01 -3.23329E-03  1.57394E-01 -2.85350E-02  5.86908E-02  1.73277E-01 -5.74633E-02  1.60572E-02 -2.75735E-03  1.30516E-01   -2204.10568106330
         1645  1.71195E+00  1.43996E+00  9.44432E-01  2.41804E+00  6.49949E-02  2.58115E-01  3.65032E-02  1.44549E-01  2.31474E-02  2.45998E-02  1.79216E-01  5.44934E-04  3.73507E-02 -1.60440E-02  1.18420E-01   -2162.88138253632
         1646  1.61562E+00  1.43317E+00  9.13471E-01  2.49268E+00  6.67308E-02  1.57472E-01  2.01478E-03  1.85381E-01 -3.12368E-03  2.02607E-02  1.45826E-01 -1.40084E-02  3.96662E-02  6.26828E-03  1.25107E-01   -2161.59446048596
         1647  1.72474E+00  1.42420E+00  8.81934E-01  2.42298E+00  7.10305E-02  1.69487E-01  3.96549E-02  1.80007E-01  2.41990E-02  3.20890E-02  1.24683E-01 -1.38837E-02  4.35029E-02 -3.36423E-03  1.14317E-01   -2160.42187111840
         1648  1.62742E+00  1.37802E+00  8.80804E-01  2.40038E+00  6.70994E-02  1.72697E-01  3.96314E-02  1.40414E-01  5.62286E-03  3.43846E-03  1.60589E-01 -9.87801E-04  1.98895E-02 -2.27342E-02  6.43730E-02   -2160.24113686875
         1649  1.62107E+00  1.50115E+00  8.20519E-01  2.45971E+00  7.91092E-02  2.13550E-01  1.23947E-02  1.32396E-01  2.17704E-02  2.42196E-02  1.42031E-01 -8.43018E-03  2.75018E-02 -1.25615E-02  8.79728E-02   -2150.58133381504
         1650  1.56977E+00  1.48882E+00  9.08665E-01  2.37726E+00  6.62972E-02  2.12672E-01  5.83922E-04  1.88639E-01  5.10933E-02  1.30270E-02  1.63813E-01 -2.66082E-03  8.33912E-02 -1.26945E-03  1.27060E-01   -2165.96807668003
         1651  1.61839E+00  1.53241E+00  9.29257E-01  2.46865E+00  6.99788E-02  1.95739E-01  2.51105E-02  1.42107E-01  2.87921E-03  8.89795E-03  1.54837E-01 -7.14377E-03  5.66041E-02 -6.58182E-03  1.07457E-01   -2186.65306230489
         1652  1.68618E+00  1.54072E+00  9.83599E-01  2.43964E+00  6.98800E-02  1.93972E-01 -1.21529E-02  1.52560E-01 -1.35448E-02  2.68148E-02  1.55493E-01 -2.00393E-04  5.30032E-02  7.69487E-03  9.41149E-02   -2226.75637179457
         1653  1.73495E+00  1.50266E+00  1.00987E+00  2.45858E+00  7.40837E-02  1.36560E-01  1.12870E-02  1.08785E-01  1.68969E-02  3.26120E-02  1.41511E-01 -2.01967E-02  2.13393E-02 -2.00500E-02  7.21169E-02   -2219.26415646994
         1654  1.67801E+00  1.49744E+00  9.20432E-01  2.46214E+00  8.38966E-02  1.83057E-01  2.66682E-02  8.86588E-02  3.28999E-02  1.32306E-02  1.18283E-01 -1.23560E-02  3.78453E-02 -4.87040E-03  8.76947E-02   -2180.23279576206
         1655  1.68421E+00  1.52983E+00  9.26485E-01  2.49789E+00  8.82289E-02  2.03739E-01  1.42628E-02  9.97747E-02  2.32849E-02 -8.33611E-03  1.62598E-01 -2.68946E-02  5.88397E-02 -3.77615E-02  1.20977E-01   -2210.07060157856
         1656  1.72966E+00  1.53463E+00  9.05104E-01  2.45840E+00  8.65907E-02  2.58014E-01  5.83394E-03  9.39761E-02  1.64871E-02  1.37430E-02  1.47246E-01 -3.13213E-02  5.32923E-02 -9.30030E-03  1.04726E-01   -2180.16515348097
         1657  1.58778E+00  1.55402E+00  9.90683E-01  2.48419E+00  7.11855E-02  2.89587E-01  7.81581E-03  1.04018E-01  4.63565E-02  7.95065E-03  1.37444E-01 -3.40296E-02  3.35798E-02 -1.09214E-02  9.46989E-02   -2179.74206315558
         1658  1.65114E+00  1.54154E+00  8.35061E-01  2.49462E+00  7.60992E-02  1.56484E-01  2.08227E-02  8.01012E-02  2.14013E-02 -7.15771E-03  1.25930E-01 -1.42299E-02  2.80144E-02 -3.81075E-02  1.12836E-01   -2180.45279176104
         1659  1.72837E+00  1.55381E+00  9.62630E-01  2.44740E+00  7.93194E-02  2.13129E-01  5.82218E-02  9.23967E-02  5.02617E-02  2.93437E-02  1.22619E-01 -4.15836E-02  2.31459E-02 -1.86829E-02  1.33071E-01   -2178.33491640347
         1660  1.75296E+00  1.53887E+00  9.53796E-01  2.45385E+00  7.54470E-02  2.05294E-01  5.04394E-02  9.52735E-02  3.34263E-02  2.99445E-02  1.85122E-01  1.42470E-02  2.05939E-02  8.87611E-03  1.00739E-01   -2171.94105882861
         1661  1.70303E+00  1.58085E+00  9.38906E-01  2.43653E+00  8.06188E-02  2.20320E-01  3.23342E-02  1.25428E-01  5.43026E-02  4.63857E-02  2.06223E-01 -8.23884E-03  2.23469E-02 -1.19733E-02  8.90442E-02   -2157.07142133092
         1662  1.66596E+00  1.57631E+00  8.98599E-01  2.42855E+00  8.38355E-02  1.70745E-01  2.85846E-02  1.13413E-01  1.08050E-02  2.52817E-02  1.12039E-01 -1.99193E-02  2.03726E-02 -6.32392E-03  1.20510E-01   -2175.05934029883
         1663  1.75129E+00  1.58963E+00  8.74636E-01  2.47040E+00  7.33074E-02  1.46729E-01 -9.82847E-04  1.09320E-01  7.25068E-03  3.44499E-02  1.55362E-01 -2.75579E-02  2.35091E-04  1.03475E-02  1.00795E-01   -2171.10376600233
         1664  1.72226E+00  1.57308E+00  8.86146E-01  2.43890E+00  6.76886E-02  1.69840E-01  2.09733E-02  1.43672E-01  1.48090E-02  4.45986E-02  1.52426E-01  6.16150E-03  4.07470E-02  1.14236E-02  1.19618E-01   -2174.06745551382
         1665  1.70026E+00  1.56535E+00  9.77765E-01  2.40771E+00  6.86721E-02  1.80927E-01  9.59296E-03  1.23445E-01 -1.59184E-02  3.18360E-02  1.46960E-01 -1.77858E-02  1.01905E-02 -7.42238E-03  1.24478E-01   -2181.99831506838
         1666  1.64106E+00  1.54993E+00  9.89571E-01  2.45160E+00  6.66049E-02  1.90075E-01  9.76750E-03  9.21623E-02  4.38121E-02  4.75103E-02  1.80603E-01 -9.11712E-03  1.78218E-02 -1.10149E-04  1.15228E-01   -2204.66121569629
         1667  1.73016E+00  1.56267E+00  9.54359E-01  2.43568E+00  6.23243E-02  1.84995E-01  3.42395E-03  1.37186E-01  9.67552E-03  5.94524E-03  1.32822E-01 -9.11424E-03  3.33868E-02 -8.22182E-03  1.06645E-01   -2206.84848794974
         1668  1.64659E+00  1.56059E+00  9.17429E-01  2.46732E+00  5.69160E-02  1.70179E-01  9.13235E-03  1.04047E-01  3.08475E-02  3.87646E-02  1.67484E-01 -6.96576E-03  2.27321E-02 -1.35101E-02  1.35525E-01   -2236.70474106539
         1669  1.68486E+00  1.57281E+00  9.35878E-01  2.39301E+00  7.45090E-02  1.96534E-01  7.23354E-03  1.36487E-01  5.72271E-02  1.68956E-02  1.29532E-01 -1.99602E-02  3.26696E-02 -9.93697E-03  9.50241E-02   -2200.22837227736
         1670  1.68517E+00  1.51767E+00  8.66508E-01  2.49509E+00  7.06224E-02  1.96749E-01  3.50772E-02  1.51466E-01  2.15883E-02  4.99712E-02  1.50460E-01 -2.08047E-02  2.72660E-02 -3.55469E-02  1.18134E-01   -2202.82427985312
         1671  1.71478E+00  1.52066E+00  9.83994E-01  2.40132E+00  7.81304E-02  1.99114E-01  6.99400E-02  1.51581E-01  1.37248E-02  2.62902E-02  1.26527E-01 -1.42969E-02  3.81798E-02 -1.91729E-02  1.19398E-01   -2170.83415457115
         1672  1.65378E+00  1.52590E+00  9.43105E-01  2.45645E+00  8.84652E-02  2.01713E-01  5.34897E-02  1.50873E-01 -1.04198E-02  2.00687E-02  1.14450E-01 -1.75261E-02  1.74844E-02  2.12286E-02  1.24092E-01   -2174.69589576093
         1673  1.72540E+00  1.56335E+00  8.95448E-01  2.47495E+00  8.47864E-02  1.71880E-01  2.85357E-02  1.16220E-01 -1.38978E-02  9.19191E-03  1.43092E-01 -1.82561E-02  2.98025E-02 -1.45714E-02  1.12655E-01   -2155.44573814911
         1674  1.70200E+00  1.51305E+00  9.37887E-01  2.46562E+00  7.49312E-02  1.88766E-01  4.37495E-02  1.35473E-01 -1.75905E-02  1.90507E-02  1.15247E-01 -2.59193E-02  4.17413E-03 -1.08935E-02  1.08027E-01   -2208.40601601478
         1675  1.66887E+00  1.61626E+00  9.66686E-01  2.49024E+00  7.14629E-02  2.26226E-01  4.85004E-02  1.19708E-01  1.11067E-02  2.21410E-02  1.39257E-01 -2.54890E-03  4.18031E-02 -6.50385E-03  1.42407E-01   -2201.15904366349
         1676  1.68196E+00  1.51658E+00  9.61656E-01  2.47842E+00  6.88737E-02  1.53492E-01  3.60932E-02  1.53655E-01 -6.87982E-03  4.21120E-02  1.70541E-01 -3.52432E-02  4.00082E-02 -7.35257E-03  1.97213E-01   -2213.27781175811
         1677  1.65106E+00  1.53066E+00  8.85046E-01  2.46709E+00  6.90385E-02  1.48976E-01  3.41159E-02  1.46074E-01 -8.42414E-03  2.26186E-02  1.62979E-01 -3.58798E-02 -9.15741E-03  3.01435E-03  1.12519E-01   -2174.59665469114
         1678  1.69779E+00  1.55837E+00  9.21341E-01  2.42882E+00  6.79906E-02  1.51132E-01  2.28404E-02  1.59086E-01  4.14899E-04  5.80105E-02  1.56038E-01 -1.28024E-02  2.92412E-02  2.14197E-02  1.14689E-01   -2171.42317032259
         1679  1.58994E+00  1.52885E+00  8.61455E-01  2.43405E+00  6.86900E-02  1.72992E-01  3.91657E-03  1.28443E-01  4.13781E-02  4.02208E-02  1.91257E-01 -2.01602E-03  2.48687E-02  1.74180E-02  1.26954E-01   -2143.21044576565
         1680  1.64578E+00  1.57671E+00  9.34498E-01  2.45601E+00  6.32394E-02  1.71185E-01 -6.42484E-04  1.58978E-01 -2.86829E-02  7.09302E-02  2.49153E-01 -3.90492E-03  1.60171E-03  7.66212E-03  1.12872E-01   -2118.80105423126
         1681  1.71385E+00  1.49967E+00  9.25008E-01  2.43668E+00  8.28179E-02  1.72590E-01  2.95254E-02  1.57289E-01  2.84457E-02  3.31101E-02  1.84614E-01 -2.35950E-02  1.82544E-02  6.03427E-03  1.31552E-01   -2155.96264725453
         1682  1.63767E+00  1.51514E+00  8.96338E-01  2.47166E+00  6.61085E-02  2.09708E-01  3.07250E-02  1.08434E-01 -1.62350E-02  5.37544E-02  2.49490E-01 -2.54168E-02  4.21975E-02  7.84642E-02  1.49153E-01   -2155.90651224415
         1683  1.65352E+00  1.52175E+00  8.89299E-01  2.43641E+00  6.87206E-02  1.84589E-01  8.51196E-03  1.06343E-01  4.71930E-02  2.91848E-02  2.43749E-01 -1.61774E-02  3.74298E-02  1.98397E-02  1.71312E-01   -2161.99345749929
         1684  1.69032E+00  1.52349E+00  8.45830E-01  2.42141E+00  6.88333E-02  2.50208E-01 -2.56972E-02  1.45507E-01 -4.59455E-02  7.10858E-02  2.71641E-01 -4.47039E-02  2.90028E-02  6.19475E-02  1.70650E-01   -2121.57622091481
         1685  1.62045E+00  1.59879E+00  1.03496E+00  2.46474E+00  7.34476E-02  1.72298E-01  1.31091E-02  8.70179E-02 -2.01408E-02  1.32936E-02  2.56585E-01 -1.34053E-02 -4.46139E-03  2.56540E-02  2.07144E-01   -2110.92368652560
         1686  1.54120E+00  1.57596E+00  9.95107E-01  2.45663E+00  7.73764E-02  2.41789E-01  1.01677E-02  9.44679E-02  2.43115E-02  8.34773E-03  2.28718E-01 -2.95303E-02  2.39999E-02  2.41299E-03  1.46866E-01   -2127.48973771494
         1687  1.73237E+00  1.54147E+00  8.75088E-01  2.40614E+00  7.07330E-02  2.29142E-01  1.06219E-03  1.18610E-01  2.30440E-02  3.48379E-02  2.68629E-01 -2.52120E-02  3.28615E-02  5.17670E-02  1.28964E-01   -2148.67532257121
         1688  1.75492E+00  1.62210E+00  8.49940E-01  2.34829E+00  6.04581E-02  1.43962E-01  3.76639E-03  1.28153E-01 -2.65798E-02  2.43311E-02  2.31036E-01 -3.92593E-02  5.85853E-02  7.44776E-02  1.91332E-01   -2141.25707352918
         1689  1.67704E+00  1.55001E+00  7.92767E-01  2.35431E+00  6.80232E-02  1.80849E-01  1.88869E-02  1.31458E-01 -2.78961E-02  1.89321E-02  2.50158E-01 -1.99891E-02  6.21968E-02  5.71711E-02  1.61416E-01   -2196.10785360117
         1690  1.63728E+00  1.58456E+00  9.37624E-01  2.43272E+00  7.15840E-02  2.02852E-01  5.03809E-02  1.35867E-01 -2.45180E-02  2.97107E-02  2.36624E-01  1.88378E-02  6.16632E-02  3.45858E-02  1.34294E-01   -2156.94331449004
         1691  1.58902E+00  1.53565E+00  8.56276E-01  2.35954E+00  5.70311E-02  1.75643E-01  3.18010E-02  1.45296E-01  4.62553E-03  2.90516E-02  2.88447E-01 -8.61272E-03  6.41916E-02  6.78337E-02  1.77486E-01   -2105.03532458230
         1692  1.67468E+00  1.53199E+00  9.34914E-01  2.49424E+00  6.54849E-02  2.21796E-01  1.95867E-02  1.48129E-01 -3.82233E-02  7.30029E-03  2.20385E-01 -8.00197E-03  5.21980E-02  2.01212E-02  2.05021E-01   -2096.63504774721
         1693  1.56547E+00  1.50967E+00  9.38233E-01  2.51220E+00  6.88255E-02  1.35928E-01  6.85582E-03  1.17790E-01  2.50403E-02  9.99054E-03  2.16711E-01 -1.29925E-03  4.28211E-02  2.99403E-02  1.91748E-01   -2125.29855987712
         1694  1.66091E+00  1.40563E+00  8.53610E-01  2.36489E+00  6.75093E-02  1.61821E-01  8.84600E-03  9.68549E-02 -3.04741E-02  3.00594E-02  2.55489E-01 -1.30472E-02  3.41481E-02  3.75651E-02  1.66711E-01   -2163.39466179757
         1695  1.65943E+00  1.48005E+00  9.36445E-01  2.40201E+00  6.40039E-02  1.66028E-01  1.62727E-02  1.17070E-01 -2.12743E-02 -2.02033E-02  3.09939E-01  1.26278E-02  6.23962E-02  7.93114E-03  1.69750E-01   -2178.60896377291
         1696  1.59222E+00  1.50252E+00  8.13092E-01  2.43717E+00  5.83432E-02  1.63662E-01  2.22798E-04  1.14576E-01 -2.53972E-02  1.25283E-02  2.67771E-01 -6.00336E-03  4.12057E-02  1.72751E-02  1.36802E-01   -2197.49941107127
         1697  1.63899E+00  1.49170E+00  9.27080E-01  2.44878E+00  6.40890E-02  1.47806E-01  3.37752E-02  9.85655E-02  1.14106E-02  2.84539E-02  2.14243E-01  8.37386E-03  2.31800E-02  2.75532E-02  1.44193E-01   -2156.50682474235
         1698  1.61018E+00  1.49516E+00  9.18565E-01  2.39885E+00  6.43011E-02  2.21489E-01  3.74219E-02  1.06275E-01 -8.18428E-03  3.26651E-02  2.35797E-01 -2.67189E-02  3.50385E-02  2.45315E-02  1.66364E-01   -2181.21815580485
         1699  1.66132E+00  1.53711E+00  9.03467E-01  2.37511E+00  6.79817E-02  1.84115E-01  1.26842E-02  1.34714E-01  3.91948E-02  5.35046E-02  2.56325E-01 -1.07636E-02  5.17909E-02  4.86101E-02  1.63888E-01   -2164.24759508426
         1700  1.60648E+00  1.52099E+00  7.79085E-01  2.43928E+00  6.44853E-02  2.24770E-01  5.89963E-02  1.29062E-01  5.00666E-02  4.89384E-02  2.53124E-01 -1.77908E-02  5.36734E-02  1.54850E-02  1.47178E-01   -2199.33853943427
         1701  1.66844E+00  1.52163E+00  8.32779E-01  2.41397E+00  5.73635E-02  1.97612E-01  2.75528E-03  1.17307E-01  1.61683E-03  1.13183E-02  1.97958E-01 -5.60181E-02  5.86065E-02  1.58127E-02  1.48163E-01   -2201.89811541325
         1702  1.58196E+00  1.51685E+00  8.44930E-01  2.44688E+00  6.80455E-02  1.85383E-01  1.23133E-02  1.16839E-01  3.02750E-02  3.21494E-02  2.37726E-01 -4.44606E-02  3.88992E-02  2.47264E-02  1.42257E-01   -2166.24327350601
         1703  1.64123E+00  1.56866E+00  8.52193E-01  2.38830E+00  7.78939E-02  1.91865E-01 -7.87011E-03  1.45889E-01 -2.35786E-03  4.77992E-02  1.84889E-01 -3.39151E-02  4.33037E-02 -1.10346E-02  1.10810E-01   -2161.36406894546
         1704  1.57204E+00  1.48903E+00  9.15248E-01  2.39900E+00  7.56888E-02  1.60812E-01 -2.21289E-03  1.48552E-01 -8.32591E-03  3.88410E-02  2.25300E-01 -4.22790E-02  2.84196E-02  3.11630E-02  1.42943E-01   -2177.34014732000
         1705  1.70136E+00  1.56256E+00  9.71737E-01  2.44943E+00  6.93276E-02  1.51067E-01  3.28596E-03  1.36468E-01  1.27257E-03  3.63103E-02  1.88108E-01 -3.23122E-02  7.23218E-02  2.85648E-02  1.73782E-01   -2175.04052560619
         1706  1.72678E+00  1.50165E+00  8.63236E-01  2.36676E+00  6.09219E-02  1.87704E-01  3.03223E-02  1.67552E-01 -1.42837E-02  6.98339E-02  2.24358E-01  6.24258E-03  3.14316E-02  3.70639E-02  1.35675E-01   -2199.50562128234
         1707  1.70273E+00  1.55573E+00  7.95409E-01  2.39807E+00  7.01778E-02  1.90886E-01  2.15369E-03  1.51045E-01 -2.72630E-02  1.85890E-02  2.38554E-01 -3.35542E-02  3.60102E-02  3.25410E-02  1.19055E-01   -2190.08326088424
         1708  1.69256E+00  1.52209E+00  7.69972E-01  2.33462E+00  7.02777E-02  1.68885E-01  3.61858E-02  1.23335E-01  2.67528E-03  6.22295E-03  1.69499E-01 -3.39437E-02  1.75586E-02 -1.22890E-02  1.18597E-01   -2176.89468080856
         1709  1.65562E+00  1.49691E+00  7.78120E-01  2.33312E+00  6.92785E-02  1.77481E-01 -1.03724E-02  1.03301E-01  4.00337E-03  5.69334E-03  1.54447E-01 -4.03506E-02  2.58410E-02 -5.99979E-03  1.45190E-01   -2217.70001381389
         1710  1.63839E+00  1.48931E+00  8.32524E-01  2.38264E+00  6.08828E-02  2.08261E-01  5.76674E-02  1.34876E-01  1.87936E-02  4.45915E-02  1.71020E-01 -2.13425E-02  1.34572E-02 -2.31461E-02  1.32768E-01   -2215.00060928686
         1711  1.65224E+00  1.40808E+00  8.60186E-01  2.43636E+00  5.26598E-02  1.54856E-01  3.36025E-02  1.52800E-01  3.87002E-04  3.13498E-02  1.08460E-01 -3.46802E-02  4.52252E-03 -6.61371E-03  1.10162E-01   -2209.59039599379
         1712  1.63646E+00  1.57129E+00  8.46700E-01  2.33560E+00  6.31601E-02  1.96159E-01  5.22708E-03  1.42881E-01 -2.05696E-02  3.85672E-02  1.63772E-01 -3.78621E-02  6.03035E-02  2.21796E-02  1.93252E-01   -2175.43188870014
         1713  1.65629E+00  1.49648E+00  8.98973E-01  2.29456E+00  6.92162E-02  1.58747E-01  1.77012E-02  1.82663E-01 -1.74527E-02  2.03363E-02  1.70556E-01 -2.03266E-02  7.24826E-02  2.96987E-02  1.62819E-01   -2211.16348187907
         1714  1.62500E+00  1.53301E+00  8.58478E-01  2.38328E+00  6.28711E-02  1.38624E-01  1.33873E-02  1.44446E-01 -1.77152E-02  5.96881E-02  1.96607E-01 -2.02162E-02  1.87141E-02  3.38837E-02  1.11548E-01   -2264.52145688093
         1715  1.68773E+00  1.57127E+00  8.37184E-01  2.38795E+00  6.10524E-02  1.79332E-01  8.96007E-03  1.42812E-01 -1.06850E-02  5.75473E-02  1.55371E-01 -3.06014E-02  5.68650E-02  2.25953E-02  1.25723E-01   -2246.42448353366
         1716  1.71685E+00  1.54887E+00  7.83608E-01  2.38922E+00  6.50498E-02  1.56838E-01  1.58216E-03  1.14104E-01 -3.01531E-03  5.06535E-02  2.03297E-01 -4.71884E-02  5.23132E-02  1.00643E-02  1.75723E-01   -2206.49471286509
         1717  1.70420E+00  1.56640E+00  9.21645E-01  2.43119E+00  6.73383E-02  1.86078E-01  3.85648E-02  1.17448E-01  3.39572E-03  3.77878E-02  1.77367E-01 -2.21083E-02  1.80299E-02 -1.45264E-02  1.26554E-01   -2211.55759827056
         1718  1.72868E+00  1.55901E+00  8.97569E-01  2.35146E+00  6.48130E-02  1.72180E-01  1.45606E-02  1.20579E-01 -1.28318E-02  5.18147E-02  1.49238E-01 -1.42631E-02  2.28686E-02 -3.50638E-03  9.25466E-02   -2226.86422234324
         1719  1.63894E+00  1.44882E+00  8.28783E-01  2.31336E+00  6.97434E-02  1.53348E-01 -8.72282E-03  1.63491E-01 -1.15435E-02  4.12600E-02  1.17030E-01 -2.69155E-02  3.99351E-02  6.84365E-03  9.88770E-02   -2203.03486224578
         1720  1.64970E+00  1.49416E+00  8.14675E-01  2.35897E+00  6.66268E-02  1.75407E-01  5.85631E-03  1.32305E-01  9.51826E-03  2.36018E-02  1.10029E-01 -4.93957E-02  2.77122E-02  2.93131E-03  1.15133E-01   -2220.38979892984
         1721  1.66247E+00  1.51523E+00  9.03146E-01  2.43771E+00  5.99301E-02  1.73161E-01  7.57837E-03  1.39992E-01  1.31549E-02  5.64721E-02  1.35258E-01 -6.62015E-02  5.20058E-02 -7.08449E-03  1.42205E-01   -2181.16935938585
         1722  1.66927E+00  1.48915E+00  7.45305E-01  2.42449E+00  6.27842E-02  1.99650E-01  3.66065E-02  1.47753E-01  3.65735E-02  5.73263E-02  1.62553E-01 -7.93089E-02  2.95536E-02 -2.41917E-02  1.33112E-01   -2208.18117366234
