TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         4009  1.66492E+00  1.56647E+00  6.43938E-01  2.33240E+00  6.55783E-02  1.35790E-01  7.67112E-03  1.02404E-01  3.08763E-04  4.78519E-03  1.43380E-01  5.34743E-03  2.78014E-02  4.42440E-02  1.79492E-01   -2229.28965323848
         4010  1.72299E+00  1.56892E+00  6.93115E-01  2.35323E+00  6.01761E-02  1.81331E-01  2.02995E-02  1.14099E-01 -4.38276E-03 -8.69005E-03  1.03210E-01 -1.75404E-02 -5.80276E-03  4.72470E-02  1.93130E-01   -2193.24093473915
         4011  1.66888E+00  1.51301E+00  6.99961E-01  2.36191E+00  6.56737E-02  1.56299E-01  6.23689E-03  1.20305E-01 -1.08665E-02 -7.10937E-03  9.92830E-02 -4.18273E-02 -1.53889E-02  9.76158E-03  1.89121E-01   -2187.39235526123
         4012  1.69454E+00  1.52745E+00  7.08923E-01  2.39602E+00  7.20423E-02  1.30224E-01  2.59523E-02  1.55490E-01  1.63158E-03 -3.03395E-02  1.61243E-01 -2.90696E-02  4.91922E-02  1.43872E-02  2.31724E-01   -2126.69572448693
         4013  1.68809E+00  1.57703E+00  7.24185E-01  2.29266E+00  6.81043E-02  1.94030E-01 -8.31798E-03  1.73404E-01 -3.19920E-03 -3.35243E-02  1.16722E-01 -1.97018E-02  7.20915E-03  2.95332E-02  2.32443E-01   -2116.52828531346
         4014  1.65177E+00  1.52563E+00  7.29753E-01  2.29201E+00  7.44174E-02  1.76033E-01 -9.19017E-03  1.61180E-01  2.00700E-02  1.62269E-03  1.34010E-01 -4.00429E-02  2.07711E-02  2.26314E-02  2.16520E-01   -2151.78033864378
         4015  1.60661E+00  1.63784E+00  7.03174E-01  2.39119E+00  6.36936E-02  1.83300E-01  2.50749E-03  1.68387E-01 -2.41031E-03 -3.59050E-03  7.12471E-02  3.75893E-02  5.57201E-03 -1.71259E-03  2.02972E-01   -2121.70679550357
         4016  1.73060E+00  1.54729E+00  7.43287E-01  2.30680E+00  8.31365E-02  1.58170E-01  3.34829E-02  2.07090E-01  1.09607E-02 -1.17365E-02  1.01438E-01 -2.03976E-02 -1.03918E-02 -1.79115E-03  1.79444E-01   -2134.30165353437
         4017  1.57320E+00  1.51646E+00  7.26690E-01  2.45288E+00  7.34528E-02  1.48386E-01 -3.89009E-03  1.25143E-01 -7.77716E-03 -1.06080E-02  9.39121E-02 -3.30978E-02  1.84610E-02  1.18527E-02  2.43803E-01   -2133.33284811976
         4018  1.59645E+00  1.51953E+00  7.06552E-01  2.41255E+00  6.38692E-02  2.11212E-01  1.57027E-02  2.24921E-01 -1.57217E-02 -5.99360E-02  1.29069E-01 -1.70124E-02  1.50011E-03  2.59551E-02  1.55822E-01   -2149.57657601978
         4019  1.66201E+00  1.51962E+00  7.07741E-01  2.31991E+00  6.42612E-02  1.49735E-01 -5.84337E-04  1.33109E-01 -3.46061E-03 -3.14485E-02  1.06163E-01 -3.02970E-02  6.37371E-03  2.62087E-02  2.02751E-01   -2154.89442407745
         4020  1.57514E+00  1.58068E+00  6.67661E-01  2.41915E+00  6.73571E-02  1.45081E-01  4.77155E-04  1.59999E-01  1.06424E-02 -5.18307E-02  9.53838E-02 -3.01687E-02  1.06925E-02 -1.80322E-03  2.05935E-01   -2154.48619532734
         4021  1.61856E+00  1.60679E+00  6.97981E-01  2.44848E+00  6.61800E-02  1.67417E-01  1.29833E-02  1.65609E-01 -1.71420E-02 -5.58282E-02  1.03470E-01 -5.36941E-02  1.36470E-02  2.47568E-02  1.79563E-01   -2189.16487702354
         4022  1.72282E+00  1.54670E+00  7.26484E-01  2.28908E+00  6.32097E-02  1.78678E-01  4.13215E-02  1.89934E-01 -2.50398E-02 -4.41513E-02  8.96319E-02 -2.28841E-02  4.18876E-02 -1.45263E-02  1.59697E-01   -2157.37735427773
         4023  1.65070E+00  1.52196E+00  7.08993E-01  2.40580E+00  7.56120E-02  1.65323E-01 -2.10393E-02  1.78151E-01 -7.00459E-03 -4.33589E-02  9.34144E-02 -6.23851E-02  1.79874E-02  1.60588E-02  2.42453E-01   -2194.24245473411
         4024  1.62624E+00  1.53951E+00  7.78382E-01  2.37206E+00  6.20647E-02  1.18171E-01 -1.97201E-02  1.68650E-01 -7.66919E-03 -4.74770E-02  9.22330E-02 -4.83164E-03 -1.26524E-02 -8.04130E-03  2.37341E-01   -2152.33942989865
         4025  1.62132E+00  1.59367E+00  7.24677E-01  2.37361E+00  7.61429E-02  1.86639E-01 -1.31900E-02  1.52568E-01 -1.78735E-02 -6.51979E-02  9.80100E-02 -3.49505E-02 -3.29829E-02  2.58148E-02  2.25901E-01   -2176.81456769774
         4026  1.55872E+00  1.54058E+00  7.35501E-01  2.40261E+00  6.96382E-02  1.33482E-01 -1.76775E-02  1.41604E-01  2.81392E-03 -4.48405E-02  8.86225E-02  1.02037E-02 -1.05439E-03  1.61627E-02  2.34751E-01   -2161.14725376870
         4027  1.63202E+00  1.52787E+00  8.17415E-01  2.39166E+00  7.20322E-02  1.81537E-01  1.30819E-02  1.45724E-01 -7.99834E-03 -5.17041E-02  7.39633E-02 -1.65728E-02  3.82337E-02  1.04419E-02  2.20830E-01   -2193.47526101234
         4028  1.66658E+00  1.55625E+00  7.65734E-01  2.40011E+00  7.42979E-02  2.02878E-01 -1.15897E-02  1.26047E-01 -1.18362E-02 -4.04971E-02  7.15301E-02 -2.55334E-02  5.61296E-02  8.50120E-03  2.53736E-01   -2139.04741632804
         4029  1.56520E+00  1.55260E+00  7.80643E-01  2.32345E+00  7.73364E-02  1.95754E-01 -4.03998E-02  2.37209E-01 -6.57702E-03 -4.16700E-02  6.81255E-02 -5.50369E-02  5.65492E-02  9.42453E-03  1.74255E-01   -2147.14215502486
         4030  1.68092E+00  1.55858E+00  7.43601E-01  2.38851E+00  7.85084E-02  1.77470E-01 -4.14981E-02  1.49681E-01 -3.49501E-03 -4.83507E-02  6.78739E-02 -1.75886E-02  3.49953E-02  1.20783E-03  1.71304E-01   -2138.85942964991
         4031  1.65447E+00  1.60902E+00  7.28774E-01  2.32920E+00  7.29709E-02  1.76957E-01 -1.84083E-02  1.51310E-01  1.26255E-02 -6.01714E-02  1.05693E-01 -1.03593E-02  6.26033E-02  7.57878E-03  1.93990E-01   -2149.11702618889
         4032  1.63387E+00  1.54376E+00  7.05817E-01  2.34419E+00  8.28937E-02  2.17780E-01 -3.86971E-02  1.75089E-01 -9.80905E-03 -3.73459E-02  6.90374E-02 -4.88885E-02  5.58273E-02  1.17935E-02  1.57979E-01   -2106.55784607695
         4033  1.72634E+00  1.51551E+00  6.64831E-01  2.32664E+00  8.30437E-02  1.90451E-01 -2.73377E-02  1.20374E-01  2.69001E-02 -5.31136E-02  1.03341E-01 -1.18850E-02  1.94390E-02  3.13338E-02  1.69652E-01   -2156.65067353565
         4034  1.58577E+00  1.49592E+00  6.99109E-01  2.36486E+00  8.70388E-02  1.66711E-01 -2.85184E-02  1.65011E-01  1.09296E-02 -7.57250E-02  1.20262E-01 -4.12465E-02  2.29636E-02  2.42967E-02  1.65528E-01   -2151.54729238519
         4035  1.61800E+00  1.50345E+00  6.30984E-01  2.35919E+00  8.36554E-02  1.62355E-01 -1.19328E-03  2.04731E-01  1.33206E-02 -7.68664E-02  1.00966E-01 -1.14922E-02  4.69913E-02 -9.36922E-03  1.72136E-01   -2106.12060552499
         4036  1.60602E+00  1.48504E+00  6.41612E-01  2.38504E+00  7.74265E-02  1.49351E-01  5.29843E-03  2.07932E-01  1.69092E-02 -6.28529E-02  9.90906E-02 -1.83627E-02  4.31530E-02 -1.52488E-02  1.78303E-01   -2095.96133767211
         4037  1.62446E+00  1.55760E+00  6.89587E-01  2.38023E+00  8.47366E-02  1.46529E-01  2.16152E-02  1.87415E-01  1.48665E-02 -4.62280E-02  9.90577E-02 -8.70133E-05  3.27795E-02  1.99965E-02  1.61435E-01   -2120.06376925055
         4038  1.62265E+00  1.41550E+00  6.97118E-01  2.35892E+00  8.16812E-02  1.88058E-01  1.46645E-02  1.59266E-01  1.15110E-02 -3.87418E-02  1.06386E-01  1.41853E-02  2.41840E-02  1.70836E-02  1.90461E-01   -2148.14448704216
         4039  1.66069E+00  1.48132E+00  7.23724E-01  2.37086E+00  6.65361E-02  1.96782E-01  1.03753E-02  1.41628E-01  4.91736E-02 -1.92860E-02  1.03910E-01  2.17665E-02  1.54581E-02  1.47907E-04  1.78116E-01   -2169.78204983519
         4040  1.67128E+00  1.57058E+00  6.69932E-01  2.39556E+00  7.27819E-02  1.65914E-01  8.98375E-03  1.48976E-01 -2.77153E-03 -5.27477E-02  1.19702E-01 -1.68664E-02  3.09097E-02  3.89559E-02  1.86778E-01   -2189.07400724718
         4041  1.61801E+00  1.55218E+00  7.32357E-01  2.38213E+00  6.56809E-02  1.76177E-01  1.53693E-02  1.19870E-01  2.17434E-03 -1.55730E-02  9.29059E-02 -4.81816E-03  1.31271E-02  1.25030E-02  1.20360E-01   -2169.71848695537
         4042  1.61645E+00  1.58045E+00  6.85525E-01  2.33330E+00  7.17808E-02  1.89096E-01  1.45994E-04  1.50245E-01  3.14691E-02 -4.35232E-02  8.80846E-02  1.84731E-02  2.26880E-02  8.84820E-03  1.79237E-01   -2133.04059437638
         4043  1.58564E+00  1.51844E+00  7.00386E-01  2.32557E+00  7.58325E-02  1.87726E-01  1.17036E-02  1.39744E-01 -3.41557E-04 -4.40461E-02  9.75420E-02 -1.72308E-03  3.81999E-02  1.67848E-02  1.39244E-01   -2146.17227380026
         4044  1.65434E+00  1.55918E+00  7.15976E-01  2.40204E+00  7.13658E-02  1.78448E-01 -2.06733E-02  1.48965E-01  4.62790E-02 -2.51198E-02  1.22790E-01  1.60831E-02  2.58315E-02 -1.63393E-03  1.44704E-01   -2143.05281242524
         4045  1.55137E+00  1.59337E+00  7.19566E-01  2.30586E+00  7.81977E-02  1.79048E-01  2.66664E-02  2.43416E-01  1.44443E-02 -4.64688E-02  1.36031E-01  5.89453E-03  3.63766E-02  4.59731E-02  1.78240E-01   -2197.51284436710
         4046  1.64848E+00  1.50353E+00  6.94908E-01  2.34192E+00  6.31107E-02  1.37645E-01  8.40655E-03  1.58339E-01  5.98377E-03 -6.96210E-02  1.54291E-01 -9.89032E-03 -1.32385E-02  5.31954E-02  1.63325E-01   -2191.53689718588
         4047  1.56197E+00  1.55228E+00  7.15282E-01  2.33871E+00  5.93748E-02  1.74462E-01  1.75941E-02  1.50487E-01 -1.98034E-03 -2.25180E-02  8.89120E-02  4.69975E-03  1.99920E-02  2.03098E-02  1.77640E-01   -2203.83947126466
         4048  1.71562E+00  1.48513E+00  8.08455E-01  2.30804E+00  6.32647E-02  1.96418E-01  2.05772E-02  2.06688E-01 -1.12142E-02 -3.68131E-02  9.80799E-02 -3.29653E-02 -2.15190E-02  4.12038E-02  1.73129E-01   -2144.86242576757
         4049  1.58017E+00  1.56657E+00  6.93014E-01  2.32534E+00  6.00797E-02  1.68978E-01  2.03961E-02  2.03643E-01 -1.28314E-02 -4.05191E-02  1.01012E-01 -4.51816E-03  2.75532E-02  6.46737E-03  1.87211E-01   -2194.37561374493
         4050  1.61687E+00  1.55456E+00  7.20378E-01  2.32255E+00  6.31219E-02  1.62866E-01 -7.97222E-03  2.28877E-01  5.04123E-03 -4.36101E-02  1.01559E-01  1.54922E-02 -1.27636E-02  1.64973E-02  1.37508E-01   -2157.37325998900
         4051  1.62704E+00  1.57523E+00  7.17449E-01  2.34148E+00  6.54960E-02  1.58328E-01 -9.00446E-03  1.88780E-01  8.33932E-03 -5.02696E-02  1.01094E-01 -2.31537E-02  1.97737E-02  6.07313E-03  1.44486E-01   -2176.17279716412
         4052  1.64346E+00  1.50772E+00  7.26621E-01  2.32258E+00  6.08473E-02  2.01367E-01  1.80278E-02  1.64046E-01  1.58822E-02  9.86792E-03  1.06581E-01  2.49248E-03  1.40525E-02  1.94859E-02  1.34483E-01   -2186.88113822895
         4053  1.65712E+00  1.53043E+00  6.86336E-01  2.32308E+00  6.74544E-02  2.17703E-01 -2.25745E-02  2.09232E-01  3.05451E-02  1.45111E-02  7.77888E-02 -2.38299E-02  3.29883E-02  1.77511E-03  1.95610E-01   -2195.81430569786
         4054  1.71461E+00  1.51402E+00  7.51159E-01  2.35056E+00  6.42302E-02  1.69479E-01  5.08567E-03  1.62357E-01  8.67320E-03  1.39416E-03  7.63569E-02 -6.08894E-03  2.32523E-02  1.15365E-02  1.58174E-01   -2193.35082537596
         4055  1.62109E+00  1.55151E+00  7.49534E-01  2.28650E+00  6.10703E-02  1.65569E-01 -7.58973E-03  1.53751E-01  1.94722E-02 -6.12240E-04  8.90928E-02  1.30315E-02  1.32575E-02  2.29303E-02  1.79519E-01   -2230.70883115572
         4056  1.61804E+00  1.57784E+00  7.39884E-01  2.42607E+00  6.07848E-02  1.32492E-01 -1.78182E-02  1.59137E-01  2.66229E-02 -1.98331E-02  8.25284E-02 -1.02773E-02  2.63906E-02  3.59639E-03  1.79994E-01   -2177.26286918175
         4057  1.69439E+00  1.51530E+00  7.61653E-01  2.38480E+00  7.37137E-02  1.52191E-01 -1.11318E-02  1.50358E-01  2.15191E-02 -1.71262E-03  9.15697E-02  2.69621E-02  1.37534E-02  4.35932E-02  2.13232E-01   -2209.83181260287
         4058  1.67363E+00  1.58064E+00  7.49238E-01  2.50390E+00  6.88948E-02  1.65843E-01 -4.43557E-02  2.12282E-01  1.38773E-02 -2.71689E-02  9.70471E-02 -1.66505E-02  4.06472E-02  3.01833E-02  2.11124E-01   -2211.45624294888
         4059  1.68305E+00  1.47859E+00  7.07372E-01  2.33817E+00  6.07827E-02  1.33529E-01 -2.12685E-02  1.43010E-01  2.42921E-02 -3.70160E-02  1.11515E-01  2.06145E-02  1.09194E-02  3.81190E-02  1.66340E-01   -2175.57940401407
         4060  1.62826E+00  1.51259E+00  7.16299E-01  2.37498E+00  6.50801E-02  1.53650E-01 -1.47368E-02  1.37000E-01  1.75244E-02 -3.16292E-02  8.28406E-02 -2.15963E-02 -1.89888E-02  3.14074E-02  1.74244E-01   -2202.06044961266
         4061  1.63622E+00  1.44892E+00  6.96840E-01  2.34179E+00  6.46287E-02  1.29317E-01 -1.88095E-02  1.54904E-01  1.82278E-02 -3.81627E-02  8.18517E-02 -1.54339E-02 -1.26254E-02  3.77651E-02  2.27982E-01   -2176.46330838795
         4062  1.62404E+00  1.50398E+00  6.95781E-01  2.38066E+00  6.55155E-02  1.41289E-01 -3.70723E-02  1.90824E-01  1.74371E-02 -3.82604E-02  1.02594E-01  9.27016E-03  2.19455E-02  4.67763E-03  1.94149E-01   -2196.60110276094
         4063  1.66272E+00  1.59712E+00  7.01103E-01  2.40880E+00  6.62307E-02  1.73620E-01 -3.82827E-02  1.63252E-01  3.04086E-03 -2.54919E-02  1.25451E-01 -5.41592E-03  2.26082E-02  1.00653E-02  1.45784E-01   -2192.70887424486
         4064  1.65505E+00  1.56446E+00  6.89869E-01  2.34040E+00  6.44004E-02  1.53888E-01 -3.93986E-02  1.33132E-01  3.64500E-04 -2.98570E-02  1.27357E-01  3.91931E-03  1.29991E-02  2.22934E-02  1.78219E-01   -2210.62125582375
         4065  1.59759E+00  1.49394E+00  7.63318E-01  2.28339E+00  6.52888E-02  1.46840E-01 -2.87665E-02  1.96948E-01 -8.39863E-03 -4.47925E-02  1.24017E-01 -2.16397E-02 -3.07331E-02  1.76445E-02  1.79794E-01   -2212.12068256144
         4066  1.63282E+00  1.47847E+00  7.01438E-01  2.20555E+00  6.67832E-02  1.83021E-01 -2.56097E-02  2.06558E-01 -2.73700E-02 -5.73564E-02  1.12450E-01 -4.35209E-02 -4.54382E-02  1.53068E-02  1.67723E-01   -2182.70088950795
         4067  1.67996E+00  1.52695E+00  6.64696E-01  2.35686E+00  6.35273E-02  2.19324E-01 -2.97749E-02  1.54171E-01 -1.80646E-02 -5.50572E-03  1.33240E-01 -2.87295E-02 -4.10035E-02  1.37132E-02  1.50159E-01   -2192.11740464985
         4068  1.64456E+00  1.49122E+00  7.11319E-01  2.32792E+00  6.20024E-02  1.52005E-01 -2.21335E-02  1.79636E-01 -1.37329E-02 -3.12520E-02  1.27700E-01 -1.48241E-02 -4.18251E-02  3.53982E-02  1.45966E-01   -2250.08783009671
         4069  1.61224E+00  1.49385E+00  7.69020E-01  2.34674E+00  6.57725E-02  1.30028E-01 -9.77507E-03  1.93827E-01  1.93926E-03 -3.13103E-02  1.33046E-01 -2.31472E-02 -3.69930E-02  3.75659E-02  1.83190E-01   -2207.16525513870
         4070  1.59746E+00  1.51141E+00  7.62419E-01  2.32407E+00  7.09988E-02  1.38291E-01 -4.18130E-02  1.69547E-01  1.05825E-02 -3.81333E-02  1.58932E-01 -1.97352E-02 -1.10595E-02  3.73833E-02  1.62315E-01   -2224.93286662457
         4071  1.63063E+00  1.53583E+00  6.75964E-01  2.30141E+00  5.87875E-02  1.49587E-01 -1.43368E-02  1.43781E-01 -2.55732E-03 -1.35427E-02  1.50141E-01 -3.60454E-02 -3.68048E-02  3.10119E-02  1.46154E-01   -2228.48779637526
         4072  1.64936E+00  1.57561E+00  6.47918E-01  2.29857E+00  6.23325E-02  1.95202E-01 -3.35455E-02  1.56789E-01 -4.30326E-03 -2.66204E-02  1.27909E-01 -5.87524E-02 -3.71451E-02  1.04461E-02  1.87501E-01   -2212.13225140861
         4073  1.54132E+00  1.49457E+00  7.36663E-01  2.36778E+00  5.52414E-02  1.46526E-01 -2.39773E-02  1.88983E-01  1.37127E-03 -2.64026E-02  1.53568E-01 -4.45454E-02 -3.30513E-02  5.53645E-03  1.74735E-01   -2237.74655583327
         4074  1.61515E+00  1.51781E+00  7.02095E-01  2.42828E+00  6.33780E-02  1.85018E-01 -5.90050E-02  2.04806E-01  2.24371E-02 -7.78782E-02  2.04149E-01 -4.53562E-02 -5.13472E-02  3.05820E-02  1.80112E-01   -2250.57627518688
         4075  1.68816E+00  1.55844E+00  6.25107E-01  2.28660E+00  5.62145E-02  1.81447E-01 -5.30820E-02  1.67363E-01  1.62556E-02 -7.04849E-02  1.63028E-01 -5.59737E-02 -2.27941E-03 -8.88169E-04  1.56901E-01   -2188.90282719003
         4076  1.60765E+00  1.51069E+00  7.15177E-01  2.31236E+00  5.92246E-02  1.38152E-01 -2.24216E-02  1.45349E-01  2.77513E-03 -1.90279E-02  1.39258E-01 -4.73610E-02  2.29525E-02  1.00302E-02  1.67264E-01   -2196.13063799448
         4077  1.68516E+00  1.55310E+00  6.39549E-01  2.35126E+00  5.69331E-02  1.64824E-01  2.05928E-02  1.27110E-01  3.33506E-02 -9.23260E-03  1.60221E-01  1.07924E-03  3.02635E-02  2.55224E-02  2.23999E-01   -2198.75302590213
         4078  1.58374E+00  1.49448E+00  6.89603E-01  2.28630E+00  5.52613E-02  1.73755E-01  2.00753E-02  1.51777E-01 -3.85951E-04 -8.61754E-02  2.05760E-01 -1.07748E-02  6.13864E-03  4.90739E-02  1.79998E-01   -2196.50758147237
         4079  1.68458E+00  1.46677E+00  7.31207E-01  2.36929E+00  5.33146E-02  1.72666E-01  1.21010E-02  1.26555E-01 -1.50926E-02 -3.61689E-02  1.11244E-01 -1.64842E-02  4.96794E-02 -1.13469E-02  2.29482E-01   -2189.14373847579
         4080  1.57631E+00  1.47559E+00  6.99920E-01  2.18228E+00  5.70662E-02  2.38219E-01  1.97666E-03  1.52464E-01  2.13384E-02 -4.12275E-02  1.27948E-01 -2.65003E-02  1.33542E-02  5.63078E-02  1.85206E-01   -2209.30415222751
         4081  1.69969E+00  1.54048E+00  6.86306E-01  2.31403E+00  5.83376E-02  1.65837E-01  2.42736E-02  1.22379E-01 -2.91827E-02 -4.32783E-02  1.42729E-01 -4.81818E-02 -1.99166E-02  5.09961E-02  1.69442E-01   -2216.79094749340
         4082  1.63983E+00  1.51011E+00  6.90487E-01  2.32067E+00  5.89797E-02  1.56762E-01  1.63800E-02  1.53488E-01 -2.82160E-02 -2.85399E-02  1.22373E-01 -4.16748E-02 -3.99185E-02  7.00327E-02  2.21064E-01   -2203.31807374068
         4083  1.64144E+00  1.51981E+00  7.78440E-01  2.36264E+00  7.05424E-02  2.05518E-01 -2.17894E-02  1.62706E-01 -2.05129E-02 -3.45162E-02  1.50532E-01 -5.22117E-02 -3.37404E-02  7.82508E-02  1.85293E-01   -2166.13802038266
         4084  1.67559E+00  1.50039E+00  7.96512E-01  2.35364E+00  6.61992E-02  1.92617E-01  1.19937E-02  1.96043E-01 -4.27743E-02 -2.80136E-02  1.26799E-01 -7.07829E-02 -1.44464E-02  6.29342E-02  1.90461E-01   -2200.65322469876
         4085  1.57457E+00  1.62919E+00  7.82394E-01  2.41020E+00  6.07667E-02  1.60779E-01  4.79227E-04  1.45901E-01 -5.52559E-02  2.41125E-03  1.47932E-01 -3.63030E-02  1.50168E-02  5.75187E-02  2.20043E-01   -2195.15617793573
         4086  1.63237E+00  1.59236E+00  8.20377E-01  2.32498E+00  6.22485E-02  1.32714E-01  3.80734E-03  1.68537E-01 -1.04610E-02 -9.04450E-03  1.38965E-01 -3.42314E-02  5.76684E-02  3.35983E-02  1.65900E-01   -2218.20522731413
         4087  1.58800E+00  1.58468E+00  7.36370E-01  2.38993E+00  6.28609E-02  1.63313E-01  2.19382E-02  1.35608E-01 -3.92987E-02  1.02408E-02  2.04050E-01 -2.90953E-02  4.71138E-02  8.68533E-02  1.86590E-01   -2171.75995679796
         4088  1.63318E+00  1.52865E+00  7.33279E-01  2.29193E+00  6.45156E-02  1.43199E-01 -1.96842E-02  1.56670E-01 -2.02098E-03  4.43187E-04  1.46584E-01 -7.37293E-02  5.50816E-02  5.08025E-02  1.91510E-01   -2175.15776779191
         4089  1.70225E+00  1.52049E+00  8.23581E-01  2.37109E+00  5.98931E-02  1.95361E-01  1.89036E-02  1.23435E-01 -2.46476E-02 -1.54205E-02  1.79741E-01 -2.29032E-02  1.02323E-03  4.25862E-02  1.64635E-01   -2212.55842280674
         4090  1.57033E+00  1.46991E+00  6.93952E-01  2.31406E+00  5.74424E-02  1.85024E-01 -4.34091E-04  1.37109E-01 -2.39282E-02  1.65969E-02  1.55384E-01 -4.87117E-02 -1.68590E-02  4.27261E-02  1.85902E-01   -2198.66570647181
         4091  1.61769E+00  1.48419E+00  7.81648E-01  2.45454E+00  6.29712E-02  1.76987E-01 -1.87614E-02  1.83280E-01 -1.06364E-03  2.29924E-02  1.24507E-01 -4.01513E-02  7.64355E-03  8.99283E-03  1.63774E-01   -2211.60905792281
         4092  1.65860E+00  1.49210E+00  7.86465E-01  2.41850E+00  6.04399E-02  1.77031E-01  2.81466E-02  1.52443E-01 -2.26781E-02  2.63765E-02  1.74340E-01 -5.29401E-02  2.05053E-02  4.07726E-02  1.79473E-01   -2186.62931544225
         4093  1.58993E+00  1.49796E+00  7.75609E-01  2.36477E+00  5.93721E-02  1.25009E-01  2.17280E-02  2.00285E-01 -8.36573E-03 -7.60713E-03  1.72806E-01 -3.16502E-02 -4.49464E-03  5.86872E-02  1.69781E-01   -2189.92991558934
         4094  1.62139E+00  1.64286E+00  7.48885E-01  2.28854E+00  6.08086E-02  1.69590E-01  5.30027E-03  1.16877E-01 -3.67418E-03  2.66258E-03  1.39367E-01 -3.62368E-02  2.74772E-03  3.35986E-02  1.56394E-01   -2202.78668237684
         4095  1.68976E+00  1.53070E+00  6.61820E-01  2.29642E+00  6.08785E-02  2.13553E-01  3.48520E-03  1.59989E-01  2.73702E-02 -1.60755E-02  1.62881E-01 -2.27553E-02  3.50357E-02  3.45047E-02  1.55319E-01   -2191.70435148822
         4096  1.73064E+00  1.48104E+00  7.62051E-01  2.24915E+00  6.17304E-02  1.62382E-01  1.19672E-02  1.64933E-01  1.71819E-03 -8.76814E-03  1.50929E-01 -4.00004E-02  5.11828E-02  4.94230E-02  1.92883E-01   -2183.96340421124
         4097  1.65655E+00  1.56296E+00  6.33221E-01  2.33085E+00  5.66513E-02  2.16690E-01 -3.19142E-02  2.01251E-01  2.66813E-02 -4.25941E-02  1.77643E-01 -5.38834E-02  1.21855E-02  1.04431E-02  1.96476E-01   -2230.29350809983
         4098  1.72703E+00  1.54080E+00  7.27533E-01  2.31772E+00  5.84892E-02  2.03686E-01  3.53435E-02  1.80052E-01 -1.98985E-02 -6.27574E-02  1.98207E-01 -2.71153E-02 -1.25616E-02  2.28252E-02  1.66010E-01   -2193.28816564318
         4099  1.63089E+00  1.59846E+00  6.49818E-01  2.30710E+00  5.78967E-02  1.96414E-01  1.35689E-02  1.83932E-01 -1.62941E-02 -2.59314E-02  1.42583E-01 -1.56163E-02  1.90078E-04  2.00738E-02  1.71349E-01   -2201.30662467581
         4100  1.57021E+00  1.56986E+00  6.77650E-01  2.31106E+00  5.54517E-02  2.03930E-01  3.64660E-02  1.61201E-01 -3.57988E-02 -3.21869E-02  1.54510E-01 -8.02201E-02 -3.83917E-02  3.70505E-02  1.95028E-01   -2215.21143169995
         4101  1.55900E+00  1.53736E+00  6.73498E-01  2.30995E+00  5.72359E-02  1.72152E-01  3.54068E-02  1.27415E-01 -3.66753E-02 -2.14575E-02  1.45451E-01 -2.71033E-02 -1.39317E-02  1.31409E-02  1.61048E-01   -2208.29193771969
         4102  1.61873E+00  1.59929E+00  7.19149E-01  2.32916E+00  5.53789E-02  1.26770E-01 -1.48147E-02  1.97974E-01 -8.29423E-03 -1.56838E-02  1.46434E-01 -3.59327E-02  3.18291E-02  2.39900E-02  1.46232E-01   -2232.46025579216
         4103  1.63994E+00  1.55228E+00  6.91199E-01  2.27537E+00  5.56458E-02  1.19125E-01 -1.29121E-02  1.71318E-01  1.43178E-02 -1.75370E-02  1.42833E-01 -1.11730E-02 -4.17577E-03  2.14026E-02  1.50130E-01   -2252.53533836635
         4104  1.65913E+00  1.49667E+00  6.35971E-01  2.24638E+00  5.75025E-02  1.82409E-01 -3.22334E-03  1.67492E-01  1.76926E-02  6.21502E-03  1.62886E-01 -4.41126E-02  2.52474E-02  9.54257E-03  1.96767E-01   -2247.62133880734
         4105  1.64557E+00  1.56530E+00  7.00448E-01  2.25335E+00  5.50942E-02  1.68751E-01 -5.21972E-03  1.58541E-01 -2.21752E-02 -2.28582E-02  1.45244E-01 -4.00654E-02  5.02156E-03  2.04243E-02  1.56280E-01   -2273.72307918582
         4106  1.67720E+00  1.66706E+00  6.89917E-01  2.29142E+00  5.45884E-02  1.56682E-01 -2.29850E-02  1.35908E-01 -1.87636E-02 -9.12047E-03  1.94816E-01 -1.75554E-02 -2.21565E-02  1.66868E-02  1.54528E-01   -2267.67864206252
         4107  1.72648E+00  1.55126E+00  7.20811E-01  2.32780E+00  5.28282E-02  1.43355E-01 -9.46357E-03  1.14263E-01 -8.32974E-03 -2.05286E-02  1.01456E-01 -1.03033E-02 -7.31262E-03  1.40572E-02  1.71738E-01   -2252.70158577642
         4108  1.62544E+00  1.63592E+00  7.18768E-01  2.39823E+00  5.49405E-02  1.79052E-01 -9.03695E-03  1.58803E-01 -2.63872E-02 -2.15291E-02  1.32466E-01 -2.19154E-02 -6.20726E-03  8.31400E-03  1.54116E-01   -2260.74200443752
