TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         6969  1.59730E+00  1.53348E+00  7.90637E-01  2.46579E+00  5.46519E-02  2.22506E-01 -1.29257E-02  1.57455E-01  4.99996E-02 -2.48778E-02  1.83845E-01 -3.58672E-02  5.01596E-03  7.44283E-03  2.03710E-01   -2318.99273443724
         6970  1.62450E+00  1.46689E+00  7.51155E-01  2.35710E+00  5.79291E-02  1.65398E-01 -2.95753E-02  1.39432E-01  3.18932E-03 -1.48422E-02  1.63727E-01  3.42669E-03 -1.22564E-02 -1.11758E-03  1.42936E-01   -2274.39259298012
         6971  1.65380E+00  1.56067E+00  7.40375E-01  2.38114E+00  6.73576E-02  1.95411E-01 -2.17880E-02  1.36344E-01  3.97012E-03 -2.55209E-02  1.49697E-01 -5.72200E-02  8.42754E-03 -4.17423E-03  1.80427E-01   -2297.65192961516
         6972  1.66180E+00  1.53846E+00  7.24279E-01  2.37323E+00  6.17574E-02  2.07476E-01 -4.31528E-02  1.62293E-01  1.63211E-02 -5.44682E-02  1.70058E-01 -5.41084E-02  2.01293E-02  1.29492E-02  1.64849E-01   -2304.04039512432
         6973  1.68828E+00  1.46788E+00  7.78813E-01  2.35423E+00  5.66373E-02  2.11074E-01 -4.37938E-02  1.61480E-01  5.66525E-02 -6.87227E-02  1.89777E-01  4.73129E-03 -6.38064E-04  1.35812E-02  1.35219E-01   -2306.79001628603
         6974  1.56843E+00  1.53492E+00  7.23813E-01  2.35076E+00  5.57836E-02  1.81019E-01 -1.01159E-02  1.55509E-01  5.31856E-02 -7.50693E-02  2.42071E-01  1.20935E-03 -3.37271E-03  3.47716E-02  1.26461E-01   -2344.60214052220
         6975  1.64075E+00  1.56594E+00  6.64151E-01  2.32090E+00  4.81948E-02  1.63368E-01 -3.47062E-02  1.98713E-01  2.99040E-02 -1.26503E-01  2.76970E-01 -1.45991E-02 -1.54946E-02  5.37268E-02  1.71006E-01   -2286.54640207115
         6976  1.65046E+00  1.52616E+00  7.97459E-01  2.35867E+00  5.69628E-02  1.55004E-01 -5.17956E-03  1.96476E-01  1.69117E-02 -4.00212E-02  3.28937E-01 -5.17109E-02  3.11832E-02  9.69948E-02  2.27525E-01   -2266.87650080352
         6977  1.59898E+00  1.58461E+00  7.84593E-01  2.38024E+00  5.64270E-02  1.34469E-01 -2.62766E-02  2.06123E-01  1.19571E-02 -7.20968E-02  2.93939E-01 -4.83422E-02  5.64250E-02  4.37712E-02  2.12202E-01   -2215.50692522814
         6978  1.61192E+00  1.56228E+00  7.50134E-01  2.36758E+00  6.10645E-02  1.40093E-01 -1.27432E-02  1.78424E-01  2.15072E-02 -4.19656E-02  3.57147E-01 -5.45206E-03 -1.11760E-02  9.41432E-02  1.60366E-01   -2237.34089151152
         6979  1.66493E+00  1.56004E+00  7.75970E-01  2.35678E+00  5.78735E-02  1.43347E-01 -6.53812E-03  1.31653E-01 -2.92376E-03 -1.67448E-02  3.45027E-01 -1.92393E-02  1.12223E-02  7.03664E-02  1.22765E-01   -2239.55324436018
         6980  1.63024E+00  1.62041E+00  6.86894E-01  2.35225E+00  6.56290E-02  2.02964E-01 -3.64927E-03  1.36023E-01  3.97639E-02 -2.24761E-03  2.85140E-01 -1.76101E-02 -1.79675E-03  7.29816E-02  1.34525E-01   -2246.92444470530
         6981  1.62361E+00  1.56591E+00  6.88769E-01  2.34251E+00  7.21245E-02  2.10878E-01 -3.47636E-02  1.42049E-01  8.86363E-02 -4.11234E-02  3.33581E-01 -4.47980E-02  4.86955E-03  2.80698E-02  1.55030E-01   -2214.42593987758
         6982  1.71287E+00  1.50396E+00  6.75172E-01  2.37269E+00  6.63459E-02  1.63373E-01 -6.52619E-03  1.73542E-01  1.50188E-02 -1.31945E-02  3.65481E-01 -1.33602E-02  1.11893E-03  2.59038E-02  1.24763E-01   -2288.99764570107
         6983  1.58737E+00  1.51752E+00  8.27142E-01  2.38991E+00  5.81213E-02  1.59436E-01  2.14153E-02  1.30058E-01  8.15544E-03 -1.67043E-03  2.54801E-01 -2.20081E-02 -3.66856E-03  1.15171E-02  1.24297E-01   -2324.68013424347
         6984  1.64349E+00  1.48673E+00  7.58413E-01  2.30776E+00  4.76769E-02  1.41096E-01  2.26047E-02  2.01936E-01  7.01644E-03 -4.76875E-03  1.62943E-01 -3.32758E-04  1.46697E-02  1.97365E-02  1.49670E-01   -2377.70141074357
         6985  1.64614E+00  1.46837E+00  7.38604E-01  2.39683E+00  5.14528E-02  2.01838E-01 -3.99006E-02  1.90103E-01 -5.25313E-02 -2.30427E-02  2.64016E-01 -4.32236E-02 -1.26804E-02  6.22830E-02  1.68770E-01   -2345.66479424189
         6986  1.61356E+00  1.53717E+00  7.13245E-01  2.33879E+00  5.52277E-02  1.60061E-01 -2.15238E-02  1.56352E-01 -3.69051E-02 -1.74862E-02  2.40443E-01 -5.83185E-02 -9.70254E-03  4.59694E-02  1.29639E-01   -2334.26929199882
         6987  1.61920E+00  1.53915E+00  7.36405E-01  2.32745E+00  4.66599E-02  1.55387E-01 -2.48841E-03  1.98549E-01 -1.65800E-02 -1.48552E-02  2.63402E-01 -5.65966E-02 -3.77001E-02  4.43481E-03  1.73308E-01   -2348.17931507035
         6988  1.56027E+00  1.57991E+00  7.81939E-01  2.37314E+00  5.64363E-02  1.89097E-01 -8.04933E-03  1.55897E-01 -2.84425E-02 -2.37765E-02  3.46426E-01 -2.18125E-02 -2.73384E-03  3.96334E-03  1.38908E-01   -2268.52361836921
         6989  1.65288E+00  1.51452E+00  7.57865E-01  2.30279E+00  6.34015E-02  1.72208E-01 -2.49163E-02  1.37303E-01 -3.02555E-02 -1.99595E-02  2.43816E-01 -1.65402E-02  8.74824E-03  3.43199E-02  1.47981E-01   -2300.31762163345
         6990  1.66729E+00  1.59736E+00  6.89693E-01  2.39460E+00  5.33375E-02  1.49670E-01 -2.25187E-02  1.73368E-01 -4.74382E-04 -6.69381E-02  1.76216E-01 -3.04403E-02 -9.05625E-03  6.20435E-02  1.68840E-01   -2259.50433598296
         6991  1.62053E+00  1.58564E+00  6.36337E-01  2.35562E+00  5.37308E-02  1.82605E-01 -3.82880E-02  1.55987E-01 -2.82519E-02 -3.33925E-02  2.35889E-01 -2.86682E-02  3.75436E-02  8.50374E-02  2.71414E-01   -2250.92259360920
         6992  1.56317E+00  1.54103E+00  6.93251E-01  2.27917E+00  5.44267E-02  1.59341E-01 -3.12303E-02  1.58789E-01 -7.57458E-03 -4.06632E-02  2.11389E-01 -1.22636E-02  2.09800E-02  2.94020E-02  2.09138E-01   -2281.95804987028
         6993  1.60097E+00  1.57186E+00  7.06569E-01  2.29976E+00  5.63215E-02  1.66633E-01 -5.05250E-02  1.82196E-01  4.28301E-02 -3.90422E-02  2.61552E-01 -3.62313E-03  4.66534E-03  9.51949E-02  2.26367E-01   -2239.01107581704
         6994  1.61345E+00  1.59107E+00  6.23970E-01  2.24292E+00  6.31740E-02  1.78087E-01 -4.73464E-02  1.56711E-01  6.01530E-02 -7.04938E-02  3.08323E-01 -1.89725E-03  2.25356E-02  8.63535E-02  1.96831E-01   -2258.75159977876
         6995  1.68356E+00  1.61103E+00  6.96787E-01  2.22518E+00  5.73907E-02  1.69539E-01 -5.79901E-02  1.74807E-01  4.08903E-03 -4.23288E-02  2.68859E-01 -2.46002E-02  1.50514E-02  7.60382E-02  1.68072E-01   -2306.71105211313
         6996  1.64419E+00  1.57228E+00  6.62922E-01  2.24854E+00  5.90201E-02  1.87206E-01 -4.62247E-02  1.73066E-01  1.37289E-02 -2.71872E-02  1.86092E-01 -4.29292E-03  2.48664E-02  3.59758E-02  1.37915E-01   -2307.85755576686
         6997  1.65181E+00  1.50089E+00  7.40499E-01  2.34384E+00  6.06225E-02  1.32725E-01  2.34699E-02  1.34132E-01  1.04377E-02  2.72938E-02  1.77164E-01 -7.65804E-03  6.61394E-03  1.63871E-02  1.31699E-01   -2350.83106803606
         6998  1.60862E+00  1.55453E+00  7.58363E-01  2.31029E+00  5.52696E-02  1.61283E-01 -5.19771E-03  1.34728E-01  3.74964E-02  2.80751E-02  2.12195E-01 -3.65687E-02  2.66473E-02 -1.56810E-02  1.52095E-01   -2315.15637779280
         6999  1.66086E+00  1.54833E+00  7.29796E-01  2.34507E+00  6.27430E-02  1.93061E-01 -5.96899E-03  1.31234E-01  3.09076E-02 -2.30543E-03  1.62957E-01 -1.96399E-02  2.87149E-03  1.46642E-02  1.21935E-01   -2346.48002265188
         7000  1.60154E+00  1.53346E+00  7.24717E-01  2.35254E+00  6.07344E-02  1.79061E-01  1.18548E-02  1.16057E-01  4.39015E-02  1.90506E-02  1.66127E-01  3.42813E-04  1.98976E-02  1.99945E-02  1.23676E-01   -2334.30523109682
         7001  1.55994E+00  1.58290E+00  6.75090E-01  2.26511E+00  6.07499E-02  1.81773E-01  1.08898E-02  1.02299E-01  4.22018E-02  2.09810E-02  1.77127E-01 -4.71804E-02  3.27399E-02 -2.97244E-02  1.50944E-01   -2315.28252787061
         7002  1.59680E+00  1.54832E+00  6.00805E-01  2.27477E+00  6.21600E-02  2.18804E-01 -1.80713E-02  1.64302E-01  3.04418E-02  3.08302E-02  1.49160E-01 -1.74560E-02  4.57615E-02 -1.51087E-02  1.17881E-01   -2277.39856411953
         7003  1.64256E+00  1.49434E+00  6.42834E-01  2.33075E+00  6.61721E-02  1.54945E-01 -1.28524E-03  1.42380E-01  3.79037E-02  1.74033E-02  1.65221E-01 -1.36340E-02  1.85274E-02 -2.52408E-02  1.14974E-01   -2353.68451205679
         7004  1.59204E+00  1.56910E+00  6.77856E-01  2.34765E+00  5.87930E-02  1.86655E-01 -1.61156E-03  1.17968E-01  6.64102E-02  1.52003E-02  1.53273E-01 -7.75414E-04  2.47402E-02 -1.24042E-02  1.28931E-01   -2355.23579284475
         7005  1.63338E+00  1.62954E+00  7.32070E-01  2.34075E+00  6.33214E-02  1.68573E-01 -1.39876E-02  1.23853E-01  5.54989E-02  1.57175E-02  2.05250E-01 -4.26284E-03  4.02270E-02  1.27332E-02  1.21098E-01   -2330.75556946165
         7006  1.63115E+00  1.61598E+00  6.11695E-01  2.28883E+00  6.05656E-02  1.66320E-01 -1.29261E-02  1.19224E-01  7.40562E-02  3.40247E-03  1.80511E-01 -1.62802E-02  2.60254E-02  1.99164E-02  1.46065E-01   -2310.27907420125
         7007  1.71491E+00  1.58319E+00  6.87490E-01  2.31341E+00  6.17824E-02  2.08350E-01  1.06366E-02  1.74990E-01  4.28776E-02  1.60189E-02  1.44854E-01  2.83276E-02  3.58630E-02  1.81470E-02  1.74751E-01   -2302.76391272788
         7008  1.58856E+00  1.56963E+00  7.02696E-01  2.29369E+00  6.00080E-02  1.71814E-01 -3.24665E-02  1.67447E-01  3.36697E-02  1.60429E-02  1.44355E-01 -1.40553E-02  2.12632E-02  9.29542E-03  1.34314E-01   -2277.50977177224
         7009  1.54986E+00  1.67323E+00  7.00706E-01  2.33932E+00  5.20912E-02  1.96475E-01 -6.91400E-02  2.15732E-01  2.39272E-02  1.80249E-02  1.51227E-01 -2.93927E-02  3.27127E-02  3.04340E-03  1.69289E-01   -2298.08345424743
         7010  1.62196E+00  1.58762E+00  6.48960E-01  2.29491E+00  5.45133E-02  1.86470E-01 -2.72301E-02  1.44442E-01  4.99963E-02  1.69759E-02  2.15945E-01 -3.73938E-02  4.08668E-02 -1.03832E-02  1.26093E-01   -2287.90720162583
         7011  1.67259E+00  1.57766E+00  6.74435E-01  2.37983E+00  5.55091E-02  1.92252E-01 -2.76975E-02  1.35677E-01  4.46714E-02 -1.48705E-02  1.78753E-01 -1.32629E-02 -1.32429E-03 -5.30215E-03  1.35388E-01   -2297.50157971537
         7012  1.60677E+00  1.55449E+00  7.73272E-01  2.38052E+00  6.68479E-02  1.85875E-01  1.60659E-02  1.20198E-01  2.99918E-02  1.42708E-02  2.13945E-01 -3.17741E-02 -1.74581E-02 -1.69570E-02  9.82161E-02   -2342.03305546869
         7013  1.55752E+00  1.56696E+00  7.07511E-01  2.34939E+00  7.69308E-02  1.94511E-01 -1.85795E-02  1.08973E-01  3.44269E-02 -5.86924E-03  1.46425E-01 -4.45048E-02 -3.52046E-03 -2.29963E-02  1.03607E-01   -2281.38215485541
         7014  1.63891E+00  1.64291E+00  7.31063E-01  2.30858E+00  7.56100E-02  2.01331E-01 -3.89853E-02  1.32939E-01  2.81918E-02 -1.33404E-02  1.23469E-01 -2.26603E-02  8.29454E-03  3.67079E-03  7.94473E-02   -2235.22398862434
         7015  1.64249E+00  1.60925E+00  6.50453E-01  2.29811E+00  7.79665E-02  2.05979E-01 -4.87677E-02  1.73237E-01  4.65249E-02 -3.57241E-02  1.16211E-01 -2.93011E-02  3.26923E-02 -9.03437E-03  9.95954E-02   -2269.29438465100
         7016  1.69574E+00  1.51758E+00  7.23003E-01  2.33350E+00  8.31871E-02  1.63084E-01  2.84089E-02  1.73525E-01  2.19454E-02 -3.66663E-02  1.00235E-01 -1.27558E-02  3.73124E-02 -2.21061E-02  1.27232E-01   -2250.21946302531
         7017  1.65321E+00  1.67105E+00  7.51722E-01  2.33775E+00  6.89193E-02  1.54532E-01 -7.61293E-03  1.23373E-01  3.29653E-02 -2.25530E-02  9.67558E-02 -1.25272E-02  2.07278E-02 -1.07005E-02  1.36908E-01   -2294.94538858261
         7018  1.63136E+00  1.57742E+00  7.87487E-01  2.34795E+00  7.51600E-02  1.93000E-01 -2.46411E-02  1.29113E-01  3.44042E-02 -2.66212E-02  8.66805E-02 -3.60834E-02  4.76748E-03 -4.29426E-03  1.37663E-01   -2235.32297244653
         7019  1.75419E+00  1.58584E+00  8.07573E-01  2.32558E+00  7.61935E-02  1.52284E-01 -2.93322E-02  1.57526E-01  1.69018E-02 -3.79444E-02  1.16922E-01 -2.04872E-02  1.06696E-02 -5.65739E-03  1.52008E-01   -2282.29646605466
         7020  1.60501E+00  1.59877E+00  7.95549E-01  2.37725E+00  6.46287E-02  1.37446E-01 -2.57464E-02  1.59356E-01  1.89127E-02 -4.09162E-02  1.24884E-01  8.36466E-03 -1.60815E-02  1.38974E-02  1.67663E-01   -2273.40545859321
         7021  1.65694E+00  1.66180E+00  7.28017E-01  2.30136E+00  6.89585E-02  1.82313E-01  1.46166E-03  1.10936E-01  2.68214E-02 -3.33102E-02  1.34715E-01 -1.50816E-02 -5.11309E-03  3.43905E-02  1.51184E-01   -2284.71816224722
         7022  1.65250E+00  1.53175E+00  7.71328E-01  2.37221E+00  6.53154E-02  1.76263E-01  1.06796E-02  1.70115E-01  6.73448E-03 -3.33268E-02  1.35328E-01 -3.69144E-02  4.31344E-02  4.39626E-02  1.45979E-01   -2314.76907598400
         7023  1.61689E+00  1.60631E+00  7.21277E-01  2.30421E+00  6.20616E-02  1.42980E-01  1.55127E-02  1.58735E-01 -3.33975E-02 -4.35044E-02  1.88737E-01 -2.14884E-02  2.34068E-02  4.46420E-02  1.63346E-01   -2332.46593992126
         7024  1.66512E+00  1.58660E+00  7.16002E-01  2.37408E+00  5.96468E-02  1.65967E-01 -7.93058E-03  1.53339E-01 -3.13336E-02 -4.04167E-02  1.78458E-01 -4.95319E-02  1.66412E-02  5.14183E-02  1.78910E-01   -2370.89410705908
         7025  1.67426E+00  1.53861E+00  6.80503E-01  2.34878E+00  4.99374E-02  2.24010E-01 -4.00451E-02  1.69568E-01 -8.81395E-04 -4.97491E-02  1.52215E-01 -2.59073E-02  2.24400E-02  5.50398E-02  1.79362E-01   -2286.44440049888
         7026  1.53681E+00  1.49252E+00  7.10346E-01  2.35797E+00  5.93526E-02  1.49557E-01  3.36700E-03  1.30185E-01 -1.18752E-02 -2.56163E-02  2.56632E-01 -2.81363E-02  1.64895E-02  4.87555E-02  1.29003E-01   -2314.41004910394
         7027  1.62617E+00  1.50943E+00  6.30572E-01  2.23951E+00  5.71834E-02  1.48907E-01 -2.30934E-03  1.37918E-01  1.69164E-02  5.46795E-03  2.80774E-01 -4.59219E-02 -4.89267E-03  1.17550E-01  2.40347E-01   -2327.68991170375
         7028  1.67799E+00  1.53972E+00  6.40535E-01  2.31745E+00  5.40228E-02  1.71923E-01 -2.77275E-02  1.15925E-01  3.77316E-02 -4.00341E-02  2.70058E-01 -1.39844E-02  4.90353E-03  7.37013E-02  1.79132E-01   -2375.23694967154
         7029  1.59896E+00  1.54451E+00  5.97893E-01  2.35753E+00  4.93062E-02  1.64630E-01 -1.59620E-02  1.19302E-01  1.38634E-02 -1.19851E-02  2.59976E-01 -1.73018E-02  1.08562E-02  1.06568E-01  2.18084E-01   -2393.29755379365
         7030  1.61924E+00  1.61556E+00  6.59669E-01  2.23072E+00  5.03486E-02  1.23380E-01 -3.73126E-03  1.48486E-01  1.64114E-03 -3.00662E-02  1.64521E-01 -5.27975E-03  2.55482E-02  2.48766E-02  1.17889E-01   -2310.11844672064
         7031  1.61939E+00  1.57206E+00  6.49013E-01  2.33825E+00  5.85491E-02  1.83014E-01 -1.07397E-02  1.41355E-01  3.36806E-02  2.44815E-03  2.18752E-01 -7.68266E-03  1.70008E-02  2.94522E-02  1.23702E-01   -2363.70730409282
         7032  1.63415E+00  1.50007E+00  8.49031E-01  2.41917E+00  5.54910E-02  2.06175E-01  2.17783E-02  1.50632E-01  2.89797E-02 -5.51980E-02  2.66107E-01 -3.20857E-02  9.12869E-04  9.20247E-03  1.72559E-01   -2326.79423383278
         7033  1.64568E+00  1.52766E+00  7.30868E-01  2.47285E+00  5.52056E-02  2.25737E-01  2.85830E-02  1.43105E-01  2.77148E-02  4.44056E-02  2.68317E-01 -1.46121E-02  2.81090E-02  3.17888E-02  1.86437E-01   -2266.89734341316
         7034  1.67795E+00  1.64896E+00  8.65879E-01  2.39638E+00  5.92562E-02  2.14870E-01 -9.73986E-03  1.76301E-01  1.85415E-02  4.80709E-02  3.08820E-01 -6.00077E-02  6.28185E-02  7.91224E-02  2.66193E-01   -2232.29910526286
         7035  1.57866E+00  1.56241E+00  8.56968E-01  2.49740E+00  6.35416E-02  2.46951E-01 -8.58213E-04  2.39094E-01 -1.93992E-02  4.33908E-02  2.31516E-01 -3.79359E-02  1.12612E-01  8.70608E-02  2.44261E-01   -2250.85376188821
         7036  1.66711E+00  1.60377E+00  8.67795E-01  2.43097E+00  5.95575E-02  1.53474E-01  8.00012E-03  1.27031E-01  3.45461E-02  2.54858E-03  2.37295E-01 -4.37625E-03  4.21295E-02  5.13960E-02  1.37239E-01   -2301.03083465856
         7037  1.61507E+00  1.58896E+00  7.17424E-01  2.39685E+00  6.21500E-02  1.38394E-01 -2.34590E-02  1.21276E-01  5.47190E-02 -2.43552E-02  3.41055E-01 -7.19861E-03  4.26339E-03  6.21010E-02  1.47634E-01   -2322.18638376014
         7038  1.68931E+00  1.54761E+00  7.93895E-01  2.32533E+00  5.02090E-02  1.25263E-01 -2.00134E-02  1.51776E-01  2.14083E-02  1.83334E-02  2.30351E-01 -3.22167E-02  5.08557E-03  3.84366E-02  1.94267E-01   -2334.34845525389
         7039  1.59402E+00  1.57194E+00  7.56771E-01  2.39475E+00  4.88293E-02  1.46029E-01 -1.88222E-02  1.53019E-01 -5.49938E-03  1.45084E-03  2.24348E-01 -4.52401E-02  8.58863E-03  6.22052E-02  2.15070E-01   -2319.02422595198
         7040  1.63832E+00  1.56979E+00  7.43225E-01  2.39926E+00  4.86235E-02  1.36683E-01 -1.35830E-02  1.41378E-01 -1.94745E-02 -5.89341E-03  3.34421E-01 -3.57187E-02  6.92713E-03  4.87748E-02  2.09048E-01   -2376.94623063207
         7041  1.72076E+00  1.54617E+00  6.39845E-01  2.34238E+00  4.66475E-02  1.51157E-01  6.10977E-03  1.51955E-01 -1.65856E-02 -1.39374E-02  3.59591E-01 -4.06352E-02 -1.67540E-02  7.67704E-02  1.46885E-01   -2321.55289729502
         7042  1.61083E+00  1.51879E+00  7.88246E-01  2.34572E+00  5.43631E-02  1.89254E-01 -1.61000E-02  1.11023E-01  3.68864E-02  6.81934E-03  2.84764E-01 -4.30855E-02 -1.38019E-02  5.94045E-02  1.79220E-01   -2296.53716076903
         7043  1.57388E+00  1.54702E+00  6.60171E-01  2.29764E+00  5.59977E-02  1.82411E-01 -1.01604E-02  1.30564E-01  1.64863E-02  2.88586E-02  3.81385E-01 -4.53631E-02 -8.53592E-03  9.72805E-02  1.71477E-01   -2343.87840960914
         7044  1.63068E+00  1.53109E+00  5.16101E-01  2.29782E+00  4.80710E-02  2.22783E-01 -3.08876E-02  1.36372E-01  1.79464E-02  2.49079E-02  2.71893E-01 -4.94057E-02  6.61210E-03  1.13264E-01  1.67322E-01   -2286.59021275347
         7045  1.67566E+00  1.61374E+00  7.45605E-01  2.33267E+00  6.25660E-02  1.42473E-01 -2.94423E-02  1.49404E-01  1.13626E-02  2.11515E-02  2.84634E-01 -2.09846E-02  1.19603E-02  3.52176E-02  1.60872E-01   -2328.35630649420
         7046  1.64015E+00  1.59426E+00  7.42687E-01  2.37834E+00  6.12923E-02  1.34345E-01 -7.91638E-03  1.23680E-01 -2.39006E-02 -6.18564E-03  3.02801E-01 -3.08216E-02  5.32305E-03  4.75090E-02  1.38708E-01   -2295.10826838850
         7047  1.64572E+00  1.66525E+00  6.65352E-01  2.31123E+00  6.85207E-02  1.74994E-01 -3.30999E-02  1.30466E-01  3.51536E-02 -2.97793E-02  2.21273E-01 -7.69797E-02  2.43625E-02  5.93413E-02  2.13269E-01   -2231.76177043783
         7048  1.61582E+00  1.69763E+00  6.70256E-01  2.37190E+00  7.24568E-02  1.43870E-01 -2.49758E-02  1.38415E-01  1.32855E-02 -1.37811E-02  2.15967E-01 -1.23115E-02 -2.69026E-03  2.61132E-02  1.74585E-01   -2203.50537319544
         7049  1.64099E+00  1.61523E+00  6.76181E-01  2.40418E+00  7.59171E-02  1.53542E-01 -6.65896E-02  1.55880E-01  5.01137E-02 -5.79237E-02  3.31537E-01 -2.53542E-02  3.51378E-02  5.96563E-02  1.50462E-01   -2232.53166970242
         7050  1.61766E+00  1.56657E+00  6.95950E-01  2.31289E+00  6.17252E-02  1.78847E-01 -1.45804E-02  1.38804E-01  3.12396E-02 -3.75294E-02  2.35058E-01 -3.17617E-02  7.09069E-03  4.89102E-02  1.32399E-01   -2259.35182973683
         7051  1.57977E+00  1.61478E+00  6.28200E-01  2.29992E+00  6.28231E-02  1.36783E-01  8.14144E-04  1.21610E-01  1.05784E-02 -2.19578E-03  1.83740E-01 -3.30654E-02 -1.75315E-03  2.73393E-02  1.86395E-01   -2376.00680349582
         7052  1.63604E+00  1.61090E+00  6.71249E-01  2.38589E+00  5.70558E-02  1.26281E-01  5.21088E-03  1.07554E-01  1.96428E-02 -7.10286E-03  1.85635E-01 -2.55910E-02  3.14538E-02  6.10744E-02  1.94103E-01   -2304.66878443715
         7053  1.63544E+00  1.63956E+00  6.21701E-01  2.33960E+00  5.31468E-02  1.55865E-01 -1.25867E-02  1.12197E-01 -1.04454E-02 -3.29959E-02  2.81589E-01 -9.22927E-03 -4.59454E-03  6.89386E-02  2.01416E-01   -2329.49887882108
         7054  1.60860E+00  1.60566E+00  7.32120E-01  2.32280E+00  5.46326E-02  1.81733E-01 -5.35744E-03  1.27374E-01 -7.90946E-03  4.45042E-03  2.38288E-01 -3.21612E-02 -1.41825E-03  6.51665E-02  1.63495E-01   -2317.71632808237
         7055  1.64648E+00  1.59918E+00  6.20664E-01  2.26408E+00  5.76417E-02  1.43031E-01 -2.22896E-02  1.32210E-01 -1.17005E-02  1.42465E-02  2.43803E-01 -2.32057E-02  3.24634E-02  6.77018E-02  1.68693E-01   -2313.31051531960
         7056  1.64955E+00  1.54960E+00  7.51939E-01  2.23131E+00  4.84513E-02  1.83604E-01 -5.39813E-02  1.36042E-01  1.17483E-03 -1.57377E-03  1.88097E-01 -7.29335E-02  6.16711E-02  3.80535E-02  1.72517E-01   -2272.16493664049
         7057  1.66309E+00  1.51287E+00  6.39432E-01  2.24316E+00  5.98248E-02  1.70603E-01 -2.84617E-02  1.23334E-01  1.70275E-02 -6.34504E-03  1.70880E-01 -1.46678E-02  4.83501E-02  4.08774E-02  1.47178E-01   -2299.54653974198
         7058  1.59465E+00  1.50902E+00  6.38634E-01  2.19941E+00  6.30929E-02  2.12414E-01 -2.76507E-02  1.64532E-01  1.53754E-02 -3.20540E-02  1.78079E-01 -4.99562E-02  3.10053E-02  4.41080E-02  1.98331E-01   -2298.31257355829
         7059  1.60299E+00  1.50961E+00  6.05887E-01  2.24860E+00  5.36822E-02  1.74685E-01 -7.97441E-03  2.00158E-01  1.97659E-02 -2.07198E-02  1.24072E-01 -5.84002E-03  3.54255E-02  3.48336E-02  1.98124E-01   -2310.02191189155
         7060  1.60379E+00  1.53261E+00  6.83058E-01  2.32272E+00  5.08409E-02  1.90676E-01  2.98580E-02  2.19291E-01  1.27479E-02 -5.90672E-03  1.25582E-01 -5.60351E-03 -1.38034E-02  9.40354E-03  2.05382E-01   -2298.39989145640
         7061  1.68550E+00  1.58650E+00  7.25273E-01  2.34771E+00  6.22181E-02  1.98028E-01  4.54254E-02  1.95943E-01  3.67602E-02  6.43876E-03  2.01876E-01  2.74026E-02  5.25160E-02  4.14908E-02  1.81051E-01   -2281.65482250075
         7062  1.60365E+00  1.48110E+00  7.28203E-01  2.31115E+00  6.43241E-02  1.48787E-01 -3.99091E-02  1.84007E-01  2.56559E-02 -2.02173E-02  1.98712E-01  3.57688E-02 -1.91137E-03  2.23511E-02  1.81585E-01   -2264.79468101878
         7063  1.55335E+00  1.56951E+00  7.53540E-01  2.33182E+00  6.33891E-02  1.30873E-01 -6.57268E-03  2.21643E-01  3.29829E-02  6.84884E-02  2.30516E-01  1.22371E-02  1.05734E-02  2.97875E-02  1.54213E-01   -2257.35265632308
         7064  1.65669E+00  1.53998E+00  8.12706E-01  2.36364E+00  5.97766E-02  1.52472E-01  2.82931E-02  1.98970E-01  1.64998E-02  2.41783E-02  1.69958E-01 -6.70781E-03  1.63914E-02  9.85132E-03  1.21940E-01   -2286.56806801720
         7065  1.62211E+00  1.57739E+00  7.90769E-01  2.36413E+00  6.77520E-02  2.35382E-01  2.21834E-02  1.71365E-01  1.36750E-02 -8.43774E-03  1.32112E-01 -1.37770E-03  1.50262E-02 -8.19383E-04  1.30936E-01   -2273.14911535921
         7066  1.61366E+00  1.63664E+00  8.14582E-01  2.35995E+00  6.96203E-02  1.90044E-01  3.72598E-02  1.76402E-01  1.57651E-02 -1.43462E-02  1.18332E-01 -3.16462E-02 -7.40327E-03  1.23389E-04  1.21857E-01   -2271.98936699068
         7067  1.71868E+00  1.63026E+00  6.98822E-01  2.38591E+00  6.45391E-02  1.70471E-01  2.94967E-02  2.14435E-01  4.12302E-02 -2.30530E-02  1.58660E-01  2.19935E-02 -3.22413E-02 -2.94139E-03  1.78509E-01   -2268.43549752380
         7068  1.65926E+00  1.61824E+00  7.08815E-01  2.34095E+00  5.95965E-02  2.03792E-01 -1.05456E-02  2.12231E-01  3.81661E-02 -1.83060E-02  1.76137E-01 -3.70316E-02  1.81708E-02 -1.61764E-02  1.51164E-01   -2300.68116017864
