TABLE NO.     6: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   MCMCOBJ
         1154  3.09838E+00  2.93758E+01  1.13885E+01 -5.03566E-01  8.17126E-02  2.25761E-02  9.12334E-02  3.10542E-03  6.40043E-02  3.42797E-02  2.06336E-02  7.08538E-02    5789.09955673197
         1155  3.10829E+00  2.95316E+01  1.14354E+01 -5.91119E-01  8.08336E-02  2.32334E-02  8.04895E-02 -2.84478E-03  7.31193E-02  3.24363E-02  2.64881E-02  8.40373E-02    5763.22850722296
         1156  3.06074E+00  2.96612E+01  1.13109E+01 -6.02842E-01  7.76893E-02  2.41024E-02  8.31621E-02  3.72476E-03  7.50040E-02  3.66317E-02  3.19833E-02  9.19137E-02    5806.96672393818
         1157  3.05066E+00  3.02604E+01  1.13150E+01 -6.16523E-01  7.82626E-02  2.36859E-02  8.92326E-02  1.26440E-02  7.89790E-02  4.58529E-02  3.50382E-02  1.00494E-01    5780.64493307035
         1158  3.04148E+00  3.01787E+01  1.13052E+01 -6.13673E-01  8.69034E-02  2.27299E-02  9.18171E-02 -2.29734E-03  8.92426E-02  3.88126E-02  3.12718E-02  8.24250E-02    5829.72667703072
         1159  3.02939E+00  3.01694E+01  1.13164E+01 -6.25274E-01  8.65635E-02  2.28765E-02  8.65841E-02  6.70055E-03  8.07308E-02  3.01898E-02  4.17497E-02  9.68483E-02    5786.62176262865
         1160  3.06486E+00  2.89558E+01  1.12973E+01 -4.52311E-01  7.28893E-02  2.36389E-02  8.40857E-02 -3.46164E-03  7.26941E-02  2.72330E-02  2.89488E-02  8.70250E-02    5836.83073555647
         1161  2.91498E+00  2.90479E+01  1.11360E+01 -4.44252E-01  7.23186E-02  2.34825E-02  8.69339E-02  7.28764E-04  7.00468E-02  3.37296E-02  2.08975E-02  8.77002E-02    5884.98816181469
         1162  3.11470E+00  2.96136E+01  1.13759E+01 -5.95285E-01  7.80167E-02  2.27237E-02  9.22291E-02  7.81010E-03  6.70305E-02  3.99370E-02  2.78402E-02  8.79939E-02    5791.44949395976
         1163  3.10518E+00  2.94997E+01  1.12667E+01 -6.03530E-01  7.82653E-02  2.24795E-02  8.22430E-02  1.28841E-03  7.31291E-02  3.42490E-02  2.33313E-02  8.25765E-02    5748.38634682948
         1164  3.11462E+00  2.86518E+01  1.15201E+01 -6.22305E-01  9.08085E-02  2.23535E-02  9.73667E-02 -3.19226E-03  9.04798E-02  3.33623E-02  2.79772E-02  8.16100E-02    5733.72984487117
         1165  3.09732E+00  2.92674E+01  1.14154E+01 -4.63448E-01  8.68860E-02  2.20506E-02  1.01486E-01  3.75896E-03  7.78917E-02  4.31533E-02  2.67052E-02  8.88498E-02    5810.69302623677
         1166  3.10418E+00  2.93517E+01  1.15066E+01 -4.58892E-01  7.90611E-02  2.35929E-02  1.00602E-01  7.32232E-03  6.95644E-02  3.63403E-02  2.68944E-02  7.77781E-02    5854.88046824699
         1167  3.01894E+00  2.92181E+01  1.12793E+01 -6.46042E-01  8.51939E-02  2.32863E-02  9.29568E-02  1.11638E-02  8.15301E-02  5.03565E-02  3.40619E-02  1.00778E-01    5834.50939991681
         1168  3.02849E+00  2.92000E+01  1.12813E+01 -7.09075E-01  8.51249E-02  2.27949E-02  8.27343E-02  8.08717E-03  7.21834E-02  2.87307E-02  2.83420E-02  7.65412E-02    5857.39522485797
         1169  3.07892E+00  2.84843E+01  1.11653E+01 -6.60312E-01  8.70217E-02  2.41981E-02  9.71111E-02  1.19932E-02  7.83563E-02  3.83714E-02  2.47370E-02  8.41089E-02    5906.40359985748
         1170  3.09560E+00  2.93946E+01  1.11792E+01 -6.85652E-01  8.75407E-02  2.40334E-02  9.43612E-02  1.31620E-02  8.34711E-02  3.77894E-02  2.66935E-02  7.37935E-02    5847.05419967882
         1171  3.04857E+00  2.86886E+01  1.12472E+01 -4.98134E-01  8.47925E-02  2.39839E-02  8.78465E-02  9.77758E-03  7.48260E-02  2.86465E-02  2.25203E-02  6.88391E-02    5864.63175440512
         1172  3.07789E+00  3.00998E+01  1.15284E+01 -4.02103E-01  8.27499E-02  2.36842E-02  8.30629E-02  9.74111E-03  6.66744E-02  3.53271E-02  2.32852E-02  8.95837E-02    5863.22959006087
         1173  3.08199E+00  3.01469E+01  1.17058E+01 -5.33851E-01  8.28830E-02  2.36909E-02  9.28248E-02  3.87295E-03  7.25737E-02  3.90176E-02  2.75134E-02  9.40559E-02    5786.35615348780
         1174  3.01971E+00  2.94951E+01  1.13121E+01 -6.46091E-01  8.33051E-02  2.30379E-02  9.47356E-02  6.21090E-04  7.25129E-02  3.67526E-02  2.58965E-02  8.64748E-02    5752.49023942694
         1175  2.97203E+00  2.92123E+01  1.12608E+01 -6.30004E-01  8.29229E-02  2.23619E-02  9.41687E-02  1.79071E-02  7.31813E-02  3.62726E-02  3.02185E-02  8.40033E-02    5754.57323997363
         1176  3.11376E+00  2.88833E+01  1.15404E+01 -6.89967E-01  7.67163E-02  2.33303E-02  9.86220E-02  1.50240E-02  7.64346E-02  4.64157E-02  3.45938E-02  8.18453E-02    5865.02680562800
         1177  3.12920E+00  2.94737E+01  1.14460E+01 -4.72630E-01  6.72973E-02  2.32001E-02  9.19707E-02  1.42614E-03  7.38716E-02  4.00018E-02  3.33862E-02  9.29294E-02    5802.17908912881
         1178  3.15933E+00  2.94729E+01  1.15033E+01 -6.21953E-01  8.58111E-02  2.33396E-02  9.69102E-02  6.51592E-03  7.81867E-02  4.29974E-02  3.25538E-02  9.00062E-02    5805.81372438509
         1179  3.13226E+00  2.94268E+01  1.13942E+01 -6.28295E-01  8.56766E-02  2.34228E-02  8.18547E-02  5.33664E-03  7.69995E-02  3.79647E-02  2.92538E-02  8.94965E-02    5795.44487122456
         1180  3.12374E+00  2.94959E+01  1.14454E+01 -6.91871E-01  8.12879E-02  2.22603E-02  9.47868E-02  5.97661E-03  6.93967E-02  3.47902E-02  2.99022E-02  7.34937E-02    5822.72060493072
         1181  3.04026E+00  2.89339E+01  1.10370E+01 -7.84337E-01  8.11311E-02  2.31962E-02  9.78655E-02 -3.76468E-04  7.20241E-02  4.89635E-02  2.53482E-02  9.61876E-02    5864.72678914451
         1182  3.05242E+00  2.89171E+01  1.09074E+01 -7.74872E-01  7.99634E-02  2.32608E-02  8.42516E-02  5.30991E-03  7.08596E-02  4.02358E-02  3.02506E-02  9.14657E-02    5840.83694552735
         1183  3.03913E+00  2.89089E+01  1.08758E+01 -7.79757E-01  9.15956E-02  2.36313E-02  1.01538E-01 -7.47099E-03  9.58188E-02  4.59559E-02  3.77028E-02  1.00767E-01    5872.78806180039
         1184  3.17673E+00  2.96079E+01  1.15604E+01 -9.02005E-01  9.11535E-02  2.40888E-02  7.97809E-02 -2.44079E-04  7.91429E-02  3.49697E-02  3.40374E-02  8.90896E-02    5864.23772317947
         1185  3.16426E+00  2.96792E+01  1.17505E+01 -8.98584E-01  9.07546E-02  2.38265E-02  8.92964E-02  1.77158E-03  6.60881E-02  2.88942E-02  1.68441E-02  7.56062E-02    5823.22653462200
         1186  3.02779E+00  2.94178E+01  1.11789E+01 -6.87267E-01  8.41315E-02  2.34821E-02  8.61232E-02  7.24379E-03  8.27021E-02  3.76331E-02  3.82303E-02  8.96871E-02    5762.29904256173
         1187  3.08653E+00  3.01643E+01  1.13103E+01 -6.70151E-01  7.50604E-02  2.13464E-02  1.09100E-01  1.46754E-03  8.58239E-02  4.26600E-02  3.87374E-02  9.97185E-02    5744.19764718444
         1188  3.08553E+00  2.99354E+01  1.14403E+01 -6.64514E-01  7.52769E-02  2.36334E-02  1.04456E-01  7.80346E-03  6.91374E-02  3.75269E-02  2.86820E-02  9.03431E-02    5807.72436199899
         1189  3.11356E+00  2.96212E+01  1.15745E+01 -5.41354E-01  8.33053E-02  2.30287E-02  8.33239E-02  1.37256E-02  6.90794E-02  3.48754E-02  2.88574E-02  7.81565E-02    5836.69382850032
         1190  3.16436E+00  2.89966E+01  1.13947E+01 -7.43950E-01  7.68112E-02  2.30447E-02  9.89547E-02  2.51840E-03  6.87619E-02  4.78497E-02  2.67412E-02  8.67778E-02    5799.00499373123
         1191  3.14468E+00  2.91474E+01  1.13742E+01 -7.57175E-01  7.68951E-02  2.23201E-02  8.28875E-02  3.21143E-03  7.53770E-02  3.95580E-02  2.35668E-02  8.98418E-02    5763.27475815193
         1192  3.10685E+00  2.95367E+01  1.15308E+01 -4.79579E-01  7.70000E-02  2.26760E-02  9.19037E-02  5.53559E-03  7.38083E-02  4.00971E-02  3.37519E-02  9.88246E-02    5819.17934837569
         1193  3.17017E+00  2.95481E+01  1.15460E+01 -5.50204E-01  7.71877E-02  2.24240E-02  1.01524E-01  8.97343E-03  6.91161E-02  4.14566E-02  2.76321E-02  8.78485E-02    5813.69368914656
         1194  3.17385E+00  2.96840E+01  1.14458E+01 -5.65454E-01  7.85385E-02  2.19496E-02  1.12499E-01  1.04769E-02  9.04865E-02  4.70612E-02  3.69572E-02  1.02472E-01    5816.27046200899
         1195  3.03834E+00  2.94828E+01  1.10540E+01 -7.44700E-01  8.25787E-02  2.11461E-02  9.34302E-02  5.22934E-03  8.77086E-02  3.74026E-02  3.74333E-02  9.66477E-02    5784.10799575043
         1196  3.03555E+00  2.93168E+01  1.09885E+01 -7.40168E-01  8.60506E-02  2.18772E-02  8.55968E-02  3.55512E-03  8.13849E-02  3.64270E-02  2.78413E-02  9.03285E-02    5792.55995612211
         1197  3.11056E+00  2.90178E+01  1.12965E+01 -6.85632E-01  8.38943E-02  2.28905E-02  9.35261E-02 -3.39218E-03  7.98414E-02  2.88814E-02  2.47619E-02  7.76269E-02    5780.50120830480
         1198  3.10324E+00  2.86512E+01  1.15301E+01 -6.16385E-01  8.29923E-02  2.28879E-02  9.24685E-02  1.04805E-02  6.61239E-02  4.15417E-02  2.08657E-02  9.03550E-02    5765.61669292245
         1199  3.09078E+00  2.90864E+01  1.14499E+01 -7.58060E-01  7.91300E-02  2.25064E-02  9.31072E-02  4.67648E-03  6.79512E-02  3.24606E-02  3.01778E-02  9.49631E-02    5796.71965296151
         1200  3.18572E+00  3.05778E+01  1.14611E+01 -5.57028E-01  7.45011E-02  2.31801E-02  7.73265E-02  5.94176E-03  8.05616E-02  3.11537E-02  2.20428E-02  7.31637E-02    5744.19928726248
         1201  3.08204E+00  2.99203E+01  1.14100E+01 -5.05626E-01  7.62411E-02  2.18937E-02  8.33161E-02  1.48402E-02  8.22304E-02  3.70195E-02  3.03100E-02  8.77286E-02    5721.40767339936
         1202  3.07232E+00  2.96093E+01  1.11919E+01 -6.58489E-01  8.15500E-02  2.35375E-02  8.45186E-02  7.18804E-03  8.68684E-02  3.07368E-02  3.66431E-02  8.76042E-02    5812.32037754815
         1203  3.13007E+00  2.97516E+01  1.13328E+01 -6.50715E-01  8.17363E-02  2.22388E-02  9.13769E-02  2.00327E-03  7.49831E-02  4.61161E-02  2.80023E-02  9.65146E-02    5746.73811491118
         1204  3.13457E+00  2.98198E+01  1.13822E+01 -6.62540E-01  8.27583E-02  2.41415E-02  9.05592E-02 -4.48947E-03  7.16493E-02  3.75472E-02  2.53274E-02  8.47791E-02    5775.84907181504
         1205  3.08457E+00  2.93710E+01  1.13401E+01 -5.88147E-01  7.46570E-02  2.36931E-02  8.94891E-02 -4.03802E-03  6.84097E-02  3.17105E-02  2.62681E-02  8.00627E-02    5858.00999775941
         1206  3.10063E+00  2.94491E+01  1.11801E+01 -6.72948E-01  8.22550E-02  2.32803E-02  1.05754E-01  3.83231E-03  7.51497E-02  4.51653E-02  3.48251E-02  9.62468E-02    5837.60059567157
         1207  3.09837E+00  2.96927E+01  1.16439E+01 -6.05102E-01  7.81610E-02  2.29088E-02  9.03571E-02  5.99111E-03  7.80115E-02  4.12834E-02  2.27976E-02  8.77744E-02    5724.42731790939
         1208  3.10120E+00  2.97876E+01  1.13223E+01 -6.27104E-01  7.89896E-02  2.32735E-02  1.16226E-01  2.20190E-02  6.93282E-02  5.50603E-02  3.08261E-02  8.60912E-02    5881.72112158495
         1209  3.00568E+00  2.92719E+01  1.14659E+01 -5.20145E-01  7.26182E-02  2.37743E-02  1.10853E-01  7.01466E-03  7.43547E-02  4.53160E-02  2.57549E-02  8.66793E-02    5887.55691937001
         1210  3.00472E+00  2.94869E+01  1.15727E+01 -7.43177E-01  8.59304E-02  2.35987E-02  9.56043E-02  3.71902E-03  7.38397E-02  3.40943E-02  2.61869E-02  7.95538E-02    5836.36953656317
         1211  2.97034E+00  2.94845E+01  1.15822E+01 -7.59339E-01  8.65033E-02  2.29260E-02  7.91456E-02  8.82343E-03  7.54287E-02  2.50046E-02  3.40994E-02  9.23140E-02    5810.51722540783
         1212  2.97002E+00  2.98683E+01  1.13454E+01 -7.89284E-01  8.79790E-02  2.33214E-02  8.25641E-02 -6.30041E-03  7.65568E-02  1.93481E-02  4.09413E-02  1.03095E-01    5781.83285903640
         1213  2.95210E+00  2.97582E+01  1.15107E+01 -7.56180E-01  8.27845E-02  2.26396E-02  8.16892E-02  2.81035E-04  7.08198E-02  2.67620E-02  2.94247E-02  8.22367E-02    5760.02414421215
         1214  2.95595E+00  2.93782E+01  1.16426E+01 -7.81431E-01  8.17062E-02  2.26787E-02  8.52975E-02  3.02745E-03  6.82692E-02  3.46448E-02  3.17763E-02  9.10947E-02    5751.54021507045
         1215  3.05028E+00  2.94682E+01  1.16401E+01 -7.12773E-01  8.10272E-02  2.32357E-02  9.08986E-02 -4.08998E-03  8.28065E-02  3.07524E-02  3.37654E-02  8.84414E-02    5775.38786557272
         1216  3.05741E+00  2.92320E+01  1.14284E+01 -7.29242E-01  8.58497E-02  2.23550E-02  8.64307E-02 -1.47146E-02  9.13243E-02  3.12325E-02  2.59971E-02  8.67615E-02    5786.97909293946
         1217  2.96093E+00  2.90062E+01  1.10034E+01 -7.73510E-01  8.36131E-02  2.21409E-02  8.09847E-02 -8.04146E-03  6.77187E-02  2.69225E-02  2.53110E-02  8.15837E-02    5776.59753240300
         1218  2.96042E+00  2.86243E+01  1.09693E+01 -7.78606E-01  8.23636E-02  2.35785E-02  8.22004E-02  1.12372E-03  6.98053E-02  3.09431E-02  3.12925E-02  9.24833E-02    5808.50217175792
         1219  3.05236E+00  2.97629E+01  1.13244E+01 -6.48721E-01  8.04879E-02  2.27234E-02  9.13668E-02  4.56537E-03  7.07553E-02  4.11076E-02  2.22228E-02  9.37654E-02    5761.77090463527
         1220  3.01682E+00  2.94626E+01  1.14937E+01 -5.67389E-01  7.95921E-02  2.30710E-02  8.81058E-02  9.82938E-04  9.34050E-02  3.22722E-02  3.20803E-02  7.56999E-02    5768.16851580459
         1221  3.04069E+00  2.95555E+01  1.12322E+01 -7.02166E-01  8.99395E-02  2.30869E-02  9.09186E-02  2.97469E-03  8.33468E-02  4.20565E-02  2.40442E-02  9.47821E-02    5788.86368676132
         1222  3.01226E+00  2.99589E+01  1.13136E+01 -6.03566E-01  7.64206E-02  2.33202E-02  8.48011E-02 -7.45795E-03  7.17126E-02  3.37365E-02  2.85770E-02  8.46871E-02    5717.56093621031
         1223  2.94872E+00  2.91490E+01  1.10864E+01 -4.36101E-01  8.10502E-02  2.31595E-02  8.05631E-02 -1.57368E-03  8.20460E-02  3.45376E-02  2.79000E-02  8.59825E-02    5783.60359308018
         1224  3.04568E+00  2.91691E+01  1.14283E+01 -5.72350E-01  7.99432E-02  2.22491E-02  8.08328E-02  6.38845E-03  7.82082E-02  3.41905E-02  3.43015E-02  9.22982E-02    5865.56571034503
         1225  3.04212E+00  2.84263E+01  1.11622E+01 -5.08574E-01  7.57021E-02  2.34211E-02  1.00586E-01  4.44856E-04  7.79349E-02  3.70680E-02  2.63938E-02  9.02272E-02    5847.85814928086
         1226  3.03407E+00  2.96564E+01  1.12603E+01 -5.96012E-01  7.67244E-02  2.32315E-02  1.20926E-01 -4.00969E-03  7.34367E-02  4.26685E-02  2.57204E-02  8.71309E-02    5839.96375738871
         1227  3.01493E+00  2.94501E+01  1.12312E+01 -6.19094E-01  7.85960E-02  2.25915E-02  1.10287E-01 -7.73188E-04  7.27348E-02  4.58348E-02  3.08973E-02  9.96621E-02    5847.31928839350
         1228  2.93585E+00  2.99722E+01  1.12546E+01 -5.99991E-01  7.75140E-02  2.36198E-02  1.16477E-01 -1.90384E-03  8.03569E-02  3.22407E-02  2.98460E-02  8.20799E-02    5833.45359671176
         1229  3.08148E+00  2.93931E+01  1.13633E+01 -6.87468E-01  9.29724E-02  2.20228E-02  1.15414E-01  4.32064E-03  8.41757E-02  3.06100E-02  3.11143E-02  8.24720E-02    5792.99786622155
         1230  3.15503E+00  2.96084E+01  1.14181E+01 -7.19424E-01  8.72811E-02  2.20616E-02  1.05136E-01  4.41918E-03  7.27835E-02  3.20012E-02  3.25599E-02  8.92877E-02    5832.86563396117
         1231  3.06333E+00  3.03858E+01  1.15693E+01 -7.10432E-01  7.89724E-02  2.23396E-02  1.03673E-01  2.79361E-03  7.06660E-02  3.65887E-02  2.55155E-02  7.65603E-02    5736.85023804203
         1232  3.11787E+00  2.99564E+01  1.14808E+01 -5.90426E-01  7.09049E-02  2.19078E-02  1.03891E-01  6.30970E-03  6.84186E-02  3.88612E-02  3.23448E-02  8.91689E-02    5784.25458202272
         1233  3.11786E+00  2.98643E+01  1.14344E+01 -5.81456E-01  6.84627E-02  2.23013E-02  1.27147E-01  1.75449E-03  6.52989E-02  4.78549E-02  2.10487E-02  9.25064E-02    5739.98573779786
         1234  3.07647E+00  2.96166E+01  1.12762E+01 -6.84862E-01  8.50711E-02  2.30781E-02  1.00223E-01 -3.28920E-04  7.58413E-02  3.83891E-02  3.12688E-02  8.82670E-02    5820.71850667432
         1235  3.01147E+00  2.98163E+01  1.13825E+01 -6.40907E-01  7.31584E-02  2.35763E-02  1.06293E-01  2.05156E-03  5.86904E-02  4.12049E-02  2.68411E-02  8.30261E-02    5900.83522455595
         1236  3.08770E+00  3.00071E+01  1.14021E+01 -7.12732E-01  7.87235E-02  2.37067E-02  9.44272E-02  5.39909E-03  7.80782E-02  4.19731E-02  3.44258E-02  9.32289E-02    5792.01873474940
         1237  2.95720E+00  2.88855E+01  1.11183E+01 -6.20494E-01  8.37855E-02  2.32406E-02  9.14557E-02  9.87716E-03  6.91310E-02  3.31363E-02  3.07569E-02  8.49290E-02    5817.16480146791
         1238  3.04509E+00  2.87987E+01  1.10573E+01 -6.08552E-01  8.27237E-02  2.30095E-02  8.28077E-02  1.11699E-02  7.53841E-02  3.26201E-02  2.97478E-02  8.53066E-02    5872.85967608897
         1239  3.11407E+00  2.88069E+01  1.12642E+01 -6.90159E-01  8.26872E-02  2.31932E-02  8.58353E-02 -1.67879E-04  7.64667E-02  2.89325E-02  1.90032E-02  7.00439E-02    5861.93844794362
         1240  3.04008E+00  2.96925E+01  1.13246E+01 -5.43956E-01  8.06251E-02  2.27768E-02  9.86612E-02  4.53482E-03  6.76350E-02  3.85515E-02  2.52344E-02  7.59414E-02    5797.53314893537
         1241  3.03484E+00  2.94680E+01  1.13918E+01 -5.90976E-01  8.34104E-02  2.27822E-02  1.08714E-01  1.11096E-02  7.28988E-02  4.75466E-02  3.05480E-02  8.44337E-02    5778.65699934590
         1242  3.05065E+00  2.90152E+01  1.17527E+01 -6.01348E-01  8.66644E-02  2.18578E-02  1.20790E-01  5.18545E-03  7.64190E-02  4.94651E-02  2.96386E-02  8.38155E-02    5763.43767399396
         1243  3.01593E+00  2.95909E+01  1.12032E+01 -5.60039E-01  8.37961E-02  2.19292E-02  1.02462E-01 -5.36547E-03  8.35907E-02  4.03172E-02  2.57024E-02  9.38143E-02    5827.23141928389
         1244  3.00527E+00  2.95742E+01  1.12528E+01 -6.31268E-01  8.43817E-02  2.31248E-02  1.04235E-01 -2.11922E-03  9.32982E-02  4.07390E-02  3.70543E-02  9.13855E-02    5824.21161755730
         1245  3.13965E+00  2.84062E+01  1.15455E+01 -5.95067E-01  7.42198E-02  2.32034E-02  1.09663E-01  1.09476E-02  6.84842E-02  4.91925E-02  3.07699E-02  9.63972E-02    5891.10036813968
         1246  3.12356E+00  3.03957E+01  1.17145E+01 -6.12851E-01  7.61008E-02  2.20845E-02  1.18701E-01  2.71949E-03  7.23651E-02  4.88547E-02  2.68278E-02  9.00912E-02    5791.03332019438
         1247  3.14488E+00  3.04681E+01  1.16520E+01 -5.87288E-01  7.57779E-02  2.25644E-02  1.08859E-01 -1.43974E-03  6.60123E-02  4.85499E-02  1.70299E-02  8.38530E-02    5784.66660037080
         1248  3.10788E+00  3.04143E+01  1.16173E+01 -6.69957E-01  7.80132E-02  2.30990E-02  1.05413E-01 -3.67724E-03  7.09152E-02  3.53103E-02  2.88752E-02  9.38572E-02    5757.40533847170
         1249  3.00007E+00  2.87287E+01  1.12385E+01 -5.60908E-01  9.19526E-02  2.24928E-02  8.36120E-02  7.87561E-03  7.33779E-02  3.61825E-02  3.29190E-02  8.64412E-02    5843.91127773202
         1250  2.99901E+00  2.88720E+01  1.12168E+01 -5.42968E-01  9.19091E-02  2.30092E-02  8.32614E-02  6.37565E-03  7.51567E-02  4.37387E-02  3.24164E-02  9.23818E-02    5873.75739601694
         1251  3.10753E+00  2.92949E+01  1.16522E+01 -5.86125E-01  8.02416E-02  2.35131E-02  9.93884E-02 -7.00184E-03  7.45581E-02  4.56858E-02  2.92745E-02  8.17038E-02    5780.39879524302
         1252  3.04019E+00  3.04316E+01  1.19258E+01 -6.06429E-01  8.12725E-02  2.31876E-02  8.50490E-02  6.66503E-03  8.06305E-02  4.28435E-02  2.83311E-02  8.78239E-02    5762.59753112543
         1253  3.03035E+00  3.01874E+01  1.19267E+01 -6.21709E-01  7.89202E-02  2.24995E-02  7.67748E-02  4.68833E-03  7.19259E-02  3.07260E-02  2.65593E-02  7.84803E-02    5727.85049075642
         1254  3.04366E+00  3.00639E+01  1.15274E+01 -5.46653E-01  7.68171E-02  2.18874E-02  8.19322E-02  2.73690E-03  8.43318E-02  3.59181E-02  2.33258E-02  8.12820E-02    5715.96326134454
         1255  3.06232E+00  2.88985E+01  1.12747E+01 -7.90898E-01  8.07702E-02  2.24975E-02  8.24490E-02  1.35171E-02  8.60349E-02  4.31139E-02  3.42009E-02  8.61472E-02    5767.86991109474
         1256  3.08201E+00  2.92403E+01  1.10151E+01 -4.56944E-01  7.38772E-02  2.30674E-02  8.78966E-02  8.12807E-03  6.87285E-02  5.35353E-02  3.30562E-02  1.02490E-01    5812.88570644333
         1257  3.03731E+00  3.00844E+01  1.12976E+01 -7.68015E-01  8.73682E-02  2.28754E-02  7.19575E-02  1.26089E-03  6.91534E-02  3.90066E-02  2.50802E-02  8.30290E-02    5827.42825171863
         1258  3.02598E+00  2.97149E+01  1.13302E+01 -8.35952E-01  9.24169E-02  2.47843E-02  9.13195E-02  1.08749E-02  7.61647E-02  4.86816E-02  3.43817E-02  9.23954E-02    5838.24055310427
         1259  3.01017E+00  2.98659E+01  1.13735E+01 -8.31814E-01  8.79818E-02  2.26984E-02  1.04202E-01  1.38992E-02  8.03247E-02  4.60393E-02  3.21551E-02  8.01022E-02    5826.66967669640
         1260  3.08986E+00  2.97488E+01  1.15526E+01 -7.56247E-01  7.40934E-02  2.21489E-02  8.91373E-02  5.82556E-03  7.31845E-02  2.86352E-02  2.09883E-02  7.34438E-02    5761.40467509601
         1261  3.08764E+00  2.98777E+01  1.15873E+01 -7.50550E-01  7.37330E-02  2.29114E-02  9.58712E-02  2.38414E-03  8.08016E-02  3.98606E-02  2.81550E-02  8.38363E-02    5858.65273827749
         1262  3.21372E+00  2.87472E+01  1.12038E+01 -6.83488E-01  8.24816E-02  2.41169E-02  1.00986E-01 -3.95167E-03  6.95587E-02  3.54669E-02  2.22823E-02  7.21270E-02    5895.26030344774
         1263  3.20853E+00  2.87990E+01  1.12252E+01 -6.61863E-01  8.13916E-02  2.33590E-02  8.54854E-02 -2.21607E-04  8.21235E-02  3.30036E-02  2.48010E-02  7.48488E-02    5835.88655501565
         1264  3.13079E+00  3.02361E+01  1.16060E+01 -5.09246E-01  8.49927E-02  2.36109E-02  1.01005E-01  6.57360E-03  7.95452E-02  4.79272E-02  2.25566E-02  8.69356E-02    5838.74600932718
         1265  3.15428E+00  3.04210E+01  1.16711E+01 -6.31153E-01  7.77922E-02  2.36409E-02  9.29650E-02  2.39083E-03  7.71991E-02  3.57604E-02  2.64383E-02  8.00645E-02    5820.58372156412
         1266  3.11061E+00  3.04316E+01  1.15219E+01 -6.54189E-01  8.55121E-02  2.29658E-02  1.03046E-01 -2.31299E-04  7.36498E-02  3.75637E-02  1.96890E-02  8.62338E-02    5790.28805004630
         1267  2.98120E+00  2.96659E+01  1.13582E+01 -6.48847E-01  8.75884E-02  2.23618E-02  9.42292E-02  5.62695E-03  6.53561E-02  2.78599E-02  2.82485E-02  8.83323E-02    5816.47894986957
         1268  2.98189E+00  2.97688E+01  1.14282E+01 -6.63015E-01  8.14726E-02  2.22401E-02  9.28405E-02 -5.98542E-03  9.53146E-02  3.25980E-02  2.90143E-02  8.55929E-02    5723.45798588300
         1269  2.98236E+00  2.98298E+01  1.15573E+01 -6.71634E-01  8.34189E-02  2.42184E-02  1.05715E-01  7.24301E-05  7.67111E-02  4.91394E-02  2.83782E-02  9.36824E-02    5822.28807124167
         1270  2.99513E+00  2.93359E+01  1.15675E+01 -6.64108E-01  8.33523E-02  2.29669E-02  1.04633E-01  1.12191E-02  7.58306E-02  4.67760E-02  3.53559E-02  8.98531E-02    5763.66156466588
         1271  2.99243E+00  2.92931E+01  1.15463E+01 -6.84028E-01  8.35821E-02  2.20845E-02  9.20784E-02  9.43208E-03  7.31505E-02  3.72305E-02  2.29298E-02  8.65180E-02    5786.48726451313
         1272  3.05537E+00  3.04202E+01  1.17299E+01 -4.91209E-01  6.50032E-02  2.28897E-02  1.01916E-01  7.12287E-03  8.79568E-02  4.57811E-02  2.91710E-02  9.46219E-02    5744.54708158576
         1273  3.04327E+00  3.07190E+01  1.16936E+01 -5.20825E-01  6.57556E-02  2.22857E-02  8.56804E-02 -8.09503E-04  6.75580E-02  3.20288E-02  2.56147E-02  8.60265E-02    5766.76828172503
         1274  3.09550E+00  2.96463E+01  1.16343E+01 -6.63987E-01  8.40698E-02  2.21481E-02  8.97612E-02  7.93610E-04  8.11788E-02  3.88020E-02  3.20544E-02  9.77073E-02    5732.27786494768
         1275  3.00079E+00  2.90467E+01  1.11825E+01 -6.62341E-01  8.59831E-02  2.19430E-02  9.21485E-02  1.07058E-02  8.09051E-02  4.88294E-02  3.53847E-02  9.89941E-02    5800.04203611361
         1276  2.97973E+00  2.91433E+01  1.12134E+01 -7.03083E-01  8.88926E-02  2.33235E-02  8.04561E-02 -2.09669E-03  7.91333E-02  3.35468E-02  2.12164E-02  8.62019E-02    5789.57160564304
         1277  3.07004E+00  2.88343E+01  1.12594E+01 -5.37091E-01  7.81580E-02  2.39492E-02  8.74611E-02  7.62456E-03  7.86103E-02  3.07841E-02  2.68973E-02  8.06915E-02    5890.34001160836
         1278  2.89735E+00  2.90824E+01  1.10542E+01 -6.55663E-01  8.25020E-02  2.31779E-02  1.01522E-01  8.47743E-03  7.44066E-02  4.82969E-02  3.81388E-02  9.61060E-02    5849.13545039415
         1279  3.08063E+00  2.99214E+01  1.14900E+01 -6.80182E-01  8.53239E-02  2.12054E-02  1.13283E-01  8.73282E-03  8.88615E-02  5.29237E-02  4.44212E-02  1.00368E-01    5717.05502203284
