TABLE NO.     6: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   MCMCOBJ
           50  3.06563E+00  3.08947E+01  1.17131E+01 -6.19821E-01  7.39247E-02  2.32388E-02  9.97412E-02  4.85080E-03  6.23788E-02  4.64602E-02  3.03556E-02  9.47637E-02    5857.19115558974
           51  3.06596E+00  3.08190E+01  1.13718E+01 -7.15679E-01  7.41847E-02  2.41556E-02  9.56390E-02 -3.67806E-03  8.26786E-02  3.78322E-02  3.10787E-02  9.35066E-02    5779.21292444301
           52  3.05653E+00  3.04269E+01  1.11618E+01 -6.79472E-01  7.48027E-02  2.30708E-02  9.56421E-02 -4.09640E-03  8.01275E-02  3.41388E-02  3.35088E-02  9.07004E-02    5766.71060011960
           53  3.11536E+00  2.90416E+01  1.09575E+01 -6.71691E-01  8.52869E-02  2.24393E-02  1.07955E-01  9.13565E-03  7.75971E-02  3.86799E-02  2.55248E-02  8.71700E-02    5789.40972644439
           54  3.05365E+00  2.98004E+01  1.14259E+01 -6.39596E-01  8.23532E-02  2.31559E-02  9.62859E-02  3.56232E-03  7.45235E-02  3.33388E-02  2.56766E-02  8.77687E-02    5789.28703145853
           55  3.08999E+00  3.00429E+01  1.14269E+01 -4.55523E-01  7.22541E-02  2.22900E-02  8.49701E-02  2.63408E-03  7.26057E-02  2.92840E-02  2.09667E-02  7.78067E-02    5729.37735611496
           56  3.14641E+00  2.93597E+01  1.14383E+01 -6.67876E-01  8.42868E-02  2.27675E-02  7.42488E-02 -1.63908E-03  7.64170E-02  3.64311E-02  3.17397E-02  9.01640E-02    5827.27385197200
           57  3.16231E+00  2.91084E+01  1.14830E+01 -7.66054E-01  8.54003E-02  2.31817E-02  8.11582E-02 -1.20169E-02  7.59074E-02  3.73674E-02  1.98735E-02  1.00816E-01    5768.43550083889
           58  3.18045E+00  2.97357E+01  1.13905E+01 -6.16746E-01  7.77828E-02  2.27252E-02  8.35970E-02 -3.92661E-03  6.94439E-02  2.61955E-02  2.63136E-02  8.40642E-02    5823.26831948075
           59  3.15341E+00  2.92614E+01  1.14197E+01 -7.90438E-01  8.87467E-02  2.25134E-02  8.25673E-02 -2.43160E-03  6.98601E-02  3.06907E-02  2.49002E-02  8.39901E-02    5821.41955555784
           60  3.04589E+00  2.95359E+01  1.14265E+01 -7.86588E-01  8.88914E-02  2.28315E-02  9.25995E-02  5.16223E-03  7.29993E-02  4.01956E-02  3.06320E-02  8.60902E-02    5776.16862174013
           61  3.10945E+00  2.99927E+01  1.15041E+01 -6.89353E-01  8.70032E-02  2.27843E-02  9.11668E-02 -6.94543E-03  7.79316E-02  4.12514E-02  2.88989E-02  9.24341E-02    5789.49970954590
           62  3.09937E+00  3.00179E+01  1.15189E+01 -7.02157E-01  7.88235E-02  2.38414E-02  7.93629E-02 -3.24709E-03  7.65976E-02  3.43595E-02  2.31150E-02  6.86832E-02    5842.24736477749
           63  3.12904E+00  2.90182E+01  1.15369E+01 -5.51851E-01  6.92734E-02  2.36185E-02  7.37635E-02  1.20512E-03  7.04876E-02  3.05932E-02  2.79944E-02  8.91125E-02    5785.89707983026
           64  3.12783E+00  2.91159E+01  1.15699E+01 -5.38041E-01  7.25484E-02  2.30999E-02  6.79945E-02 -3.52437E-03  6.62497E-02  2.87220E-02  2.23090E-02  8.15110E-02    5778.09974234811
           65  3.05890E+00  2.97980E+01  1.15291E+01 -7.48556E-01  8.28987E-02  2.30889E-02  5.98091E-02 -3.66224E-03  7.15741E-02  1.85490E-02  2.84162E-02  8.45861E-02    5747.38127968191
           66  3.04242E+00  3.01420E+01  1.12608E+01 -6.70718E-01  8.53350E-02  2.31592E-02  7.09991E-02 -1.51675E-03  8.04178E-02  3.07874E-02  3.04007E-02  1.00387E-01    5810.21226946209
           67  3.06511E+00  3.03713E+01  1.13819E+01 -7.81940E-01  8.37966E-02  2.18199E-02  8.71873E-02 -7.30666E-04  7.24796E-02  3.43636E-02  3.49333E-02  9.97704E-02    5767.41291916386
           68  3.13837E+00  2.91953E+01  1.15492E+01 -7.96439E-01  7.97495E-02  2.14037E-02  9.48831E-02  7.15579E-03  7.79005E-02  3.38927E-02  3.69126E-02  8.81422E-02    5790.96680722634
           69  3.13839E+00  2.92094E+01  1.13497E+01 -8.24575E-01  9.48688E-02  2.13071E-02  8.72376E-02  1.12180E-02  7.80809E-02  3.45750E-02  3.07110E-02  9.49204E-02    5746.46347205770
           70  3.10290E+00  2.98760E+01  1.14819E+01 -6.85046E-01  8.53634E-02  2.20453E-02  1.30064E-01  1.12769E-02  6.85226E-02  6.59289E-02  3.68637E-02  1.10317E-01    5771.11779848347
           71  3.15164E+00  2.91881E+01  1.13229E+01 -7.83859E-01  8.33816E-02  2.25035E-02  1.08848E-01  1.29697E-02  7.79285E-02  4.10237E-02  2.97178E-02  8.32000E-02    5842.49159500817
           72  3.17314E+00  2.92106E+01  1.15238E+01 -7.41823E-01  8.40420E-02  2.30115E-02  1.03829E-01  1.66139E-02  7.23937E-02  3.57230E-02  3.36397E-02  8.84399E-02    5837.16501531689
           73  3.10308E+00  3.01013E+01  1.15323E+01 -7.01710E-01  8.42174E-02  2.37164E-02  1.00053E-01 -1.75780E-03  8.58472E-02  2.81726E-02  3.83179E-02  8.66274E-02    5826.31210084594
           74  3.12732E+00  3.01013E+01  1.15329E+01 -6.89712E-01  8.34918E-02  2.28596E-02  9.32166E-02  1.13665E-02  8.10526E-02  3.83754E-02  4.15149E-02  9.54168E-02    5789.10920075787
           75  3.06158E+00  2.96503E+01  1.15136E+01 -6.50805E-01  8.13492E-02  2.39394E-02  8.77037E-02  1.35729E-02  8.18891E-02  2.79095E-02  3.65155E-02  9.27256E-02    5831.81767787558
           76  3.05711E+00  2.97295E+01  1.15634E+01 -6.46359E-01  8.19054E-02  2.37053E-02  8.86028E-02  2.83184E-03  8.08172E-02  2.15491E-02  3.18853E-02  7.78958E-02    5813.42193834348
           77  2.97060E+00  2.93140E+01  1.12475E+01 -8.87348E-01  8.58127E-02  2.24887E-02  7.83448E-02  4.02018E-03  6.82210E-02  2.57690E-02  2.55112E-02  8.52623E-02    5766.58992822647
           78  2.96373E+00  2.93583E+01  1.12527E+01 -8.80129E-01  8.62928E-02  2.28692E-02  8.66791E-02  6.32796E-03  7.73251E-02  3.97867E-02  2.99808E-02  8.67150E-02    5755.67263303895
           79  3.05259E+00  2.90618E+01  1.13433E+01 -4.83959E-01  7.69052E-02  2.26986E-02  8.90487E-02  4.19601E-03  8.07468E-02  3.69672E-02  3.07287E-02  8.20219E-02    5799.98591817841
           80  3.05499E+00  2.89121E+01  1.14187E+01 -4.05652E-01  7.54017E-02  2.33972E-02  9.16961E-02 -6.17648E-03  8.03643E-02  3.44639E-02  3.02500E-02  8.47332E-02    5817.63590875533
           81  3.09923E+00  2.99526E+01  1.15308E+01 -6.07242E-01  7.04313E-02  2.22133E-02  8.16431E-02 -6.82590E-03  6.75096E-02  2.79251E-02  2.73918E-02  8.09531E-02    5805.48693302480
           82  3.10046E+00  2.99099E+01  1.14956E+01 -5.62454E-01  6.77943E-02  2.33582E-02  9.89839E-02 -4.44191E-03  7.94163E-02  2.74770E-02  2.91285E-02  7.97342E-02    5781.57164935956
           83  3.12672E+00  2.95310E+01  1.13420E+01 -5.67028E-01  8.02882E-02  2.06180E-02  1.09330E-01 -6.47823E-03  7.25862E-02  2.97996E-02  2.37147E-02  7.71488E-02    5694.21298332526
           84  3.10271E+00  2.95270E+01  1.11125E+01 -7.05757E-01  8.08625E-02  2.23033E-02  9.62586E-02  2.96177E-03  6.96684E-02  3.27783E-02  2.47156E-02  8.08029E-02    5781.08485174187
           85  3.06845E+00  3.03641E+01  1.11309E+01 -7.10775E-01  8.89160E-02  2.27060E-02  9.44067E-02  7.06043E-03  7.86148E-02  2.62909E-02  3.82629E-02  7.68157E-02    5846.92570164335
           86  3.12531E+00  2.96267E+01  1.12298E+01 -7.79035E-01  9.09715E-02  2.31165E-02  8.61295E-02  4.39390E-03  7.47971E-02  3.50826E-02  3.33008E-02  8.88164E-02    5742.63611072521
           87  3.12253E+00  2.95920E+01  1.12250E+01 -6.65287E-01  9.16807E-02  2.23895E-02  8.24543E-02  1.21496E-02  8.13496E-02  3.99563E-02  3.70387E-02  9.34638E-02    5772.10532006340
           88  3.10141E+00  2.95314E+01  1.13665E+01 -5.09550E-01  7.63663E-02  2.22771E-02  9.10595E-02 -2.18192E-03  7.76796E-02  2.86607E-02  4.08915E-02  8.71633E-02    5765.62173131663
           89  3.05054E+00  3.02373E+01  1.17114E+01 -5.58750E-01  8.59110E-02  2.27473E-02  9.56701E-02 -2.40790E-03  6.93552E-02  3.69934E-02  2.63909E-02  8.58585E-02    5749.32484496942
           90  3.03526E+00  2.92551E+01  1.12258E+01 -7.52129E-01  7.99113E-02  2.32266E-02  1.09279E-01 -1.06594E-04  7.86984E-02  4.50972E-02  2.26669E-02  7.92545E-02    5847.25343704626
           91  3.01312E+00  2.97099E+01  1.17665E+01 -7.21132E-01  7.70990E-02  2.38507E-02  9.52362E-02  2.88096E-03  8.10531E-02  4.03272E-02  2.15412E-02  8.26836E-02    5837.97108743665
           92  3.03120E+00  2.96418E+01  1.11828E+01 -6.44538E-01  7.69440E-02  2.26213E-02  8.98270E-02  1.19970E-02  8.31422E-02  3.77044E-02  3.66851E-02  8.87223E-02    5745.90128131219
           93  3.02974E+00  2.98085E+01  1.12028E+01 -6.74451E-01  7.64795E-02  2.18636E-02  8.77573E-02  7.68680E-03  9.77617E-02  3.83680E-02  3.91895E-02  8.39364E-02    5762.19082970069
           94  3.02279E+00  2.99086E+01  1.12272E+01 -7.83993E-01  7.89055E-02  2.28616E-02  8.92758E-02 -1.28184E-03  8.10346E-02  3.20627E-02  2.40397E-02  6.61614E-02    5810.32815168328
           95  3.03037E+00  2.94072E+01  1.13219E+01 -6.68221E-01  7.86829E-02  2.28282E-02  9.79906E-02  1.05158E-02  7.81877E-02  4.42191E-02  3.45597E-02  8.72629E-02    5763.30868837549
           96  3.06406E+00  2.89527E+01  1.13710E+01 -5.59099E-01  8.18228E-02  2.28911E-02  9.15464E-02  3.37403E-03  8.83551E-02  3.81900E-02  3.93182E-02  9.26793E-02    5761.46502033392
           97  2.97474E+00  2.92802E+01  1.14674E+01 -5.82288E-01  6.70926E-02  2.13295E-02  8.77783E-02  5.14879E-03  7.15034E-02  3.07677E-02  2.44136E-02  7.44074E-02    5807.71565181628
           98  3.05049E+00  2.96768E+01  1.13662E+01 -7.67637E-01  8.70226E-02  2.17342E-02  1.03680E-01  2.09675E-05  7.02906E-02  3.41784E-02  1.97515E-02  8.45251E-02    5763.15050182360
           99  3.07299E+00  2.96236E+01  1.15394E+01 -7.65574E-01  8.05875E-02  2.18863E-02  1.00799E-01  4.28958E-03  7.05662E-02  3.24649E-02  2.46991E-02  8.62614E-02    5780.99217148829
          100  3.03129E+00  2.96915E+01  1.15726E+01 -7.50597E-01  8.19702E-02  2.20611E-02  9.57783E-02 -3.96224E-03  8.16355E-02  3.58859E-02  2.41820E-02  8.59468E-02    5742.64278740334
          101  3.07312E+00  2.95991E+01  1.15213E+01 -7.36262E-01  8.62055E-02  2.24826E-02  9.22617E-02  5.17438E-03  8.00261E-02  3.74472E-02  3.95353E-02  9.01625E-02    5685.92060890964
          102  3.07874E+00  2.96061E+01  1.14793E+01 -7.58134E-01  8.74943E-02  2.31434E-02  8.58330E-02  4.31492E-03  8.17426E-02  4.07162E-02  3.01764E-02  8.42692E-02    5730.74068209649
          103  3.09056E+00  2.95669E+01  1.14827E+01 -7.39464E-01  8.86152E-02  2.40480E-02  8.33038E-02  9.20963E-03  7.68972E-02  3.87937E-02  3.85295E-02  9.64051E-02    5795.52907373694
          104  3.03541E+00  2.87074E+01  1.11851E+01 -7.79532E-01  8.93681E-02  2.37146E-02  7.43757E-02 -1.51056E-03  7.40233E-02  2.33540E-02  2.78983E-02  8.20776E-02    5866.95253672647
          105  3.03469E+00  2.88229E+01  1.10775E+01 -7.71485E-01  7.72886E-02  2.33103E-02  9.28221E-02  2.36483E-03  8.55420E-02  3.72649E-02  2.55801E-02  8.06809E-02    5827.53326823178
          106  3.09004E+00  2.98376E+01  1.12983E+01 -7.58293E-01  8.07520E-02  2.28055E-02  8.45420E-02  2.59335E-03  7.83387E-02  2.84239E-02  2.85194E-02  7.68753E-02    5811.72342931377
          107  3.05800E+00  2.95204E+01  1.13560E+01 -6.84108E-01  8.56671E-02  2.29515E-02  8.71179E-02 -1.51176E-03  7.89859E-02  3.38747E-02  2.59673E-02  7.85721E-02    5831.48064238657
          108  3.12359E+00  2.86041E+01  1.12775E+01 -6.95729E-01  8.20440E-02  2.23435E-02  9.03198E-02  1.61233E-02  7.14842E-02  4.53243E-02  3.01028E-02  8.69011E-02    5717.84346860869
          109  3.12742E+00  2.89917E+01  1.12589E+01 -6.92230E-01  8.33013E-02  2.28546E-02  7.86496E-02  7.88966E-03  8.38584E-02  3.11746E-02  3.24167E-02  8.04138E-02    5742.08917735282
          110  3.08277E+00  2.98717E+01  1.13351E+01 -6.71757E-01  8.10852E-02  2.14167E-02  9.42247E-02  6.19882E-03  6.55495E-02  5.24988E-02  2.16253E-02  9.76725E-02    5686.73730020303
          111  3.09658E+00  2.94366E+01  1.16343E+01 -5.66155E-01  7.83600E-02  2.15417E-02  9.35853E-02  1.26356E-02  6.99044E-02  4.47222E-02  2.71343E-02  1.05947E-01    5787.36741797928
          112  3.02428E+00  2.94253E+01  1.13787E+01 -6.11608E-01  7.29811E-02  2.26234E-02  9.58066E-02  5.35350E-03  7.79638E-02  4.44810E-02  3.20068E-02  9.77562E-02    5803.96212249176
          113  2.99960E+00  2.94302E+01  1.14118E+01 -5.94106E-01  6.50744E-02  2.35097E-02  1.02013E-01 -1.26246E-05  8.29941E-02  3.27058E-02  3.27865E-02  9.35411E-02    5849.22239287156
          114  2.99413E+00  2.92361E+01  1.11730E+01 -5.97656E-01  7.02975E-02  2.30709E-02  1.04379E-01  5.57904E-03  7.65372E-02  3.66325E-02  3.17076E-02  8.42819E-02    5842.48725756469
          115  3.02016E+00  2.88409E+01  1.12090E+01 -7.56568E-01  9.37972E-02  2.34955E-02  9.90154E-02  7.50226E-04  6.92670E-02  3.60369E-02  2.35574E-02  8.63911E-02    5871.82139861624
          116  3.09510E+00  2.95367E+01  1.14612E+01 -6.90556E-01  8.33799E-02  2.29558E-02  1.06902E-01  1.82507E-02  8.65453E-02  5.41378E-02  4.47329E-02  9.64746E-02    5750.21536557091
          117  3.04217E+00  2.94140E+01  1.16200E+01 -7.09650E-01  8.73431E-02  2.32597E-02  8.57724E-02  1.56160E-02  7.40351E-02  3.52172E-02  2.35145E-02  7.50808E-02    5886.33243901327
          118  3.13119E+00  2.96729E+01  1.17793E+01 -8.15693E-01  8.40052E-02  2.27326E-02  7.95981E-02  1.50671E-02  7.01981E-02  3.45502E-02  2.43474E-02  7.57668E-02    5782.27346546977
          119  3.05730E+00  2.97700E+01  1.13039E+01 -7.64384E-01  8.39642E-02  2.32390E-02  8.72252E-02  1.84595E-02  7.66853E-02  4.60491E-02  4.37244E-02  1.02837E-01    5838.83985643388
          120  3.15822E+00  2.92529E+01  1.13376E+01 -6.26351E-01  8.66483E-02  2.28014E-02  9.12605E-02  7.20268E-04  7.71653E-02  3.24936E-02  2.89435E-02  8.89186E-02    5810.53818141681
          121  3.15099E+00  2.97764E+01  1.15810E+01 -6.73580E-01  8.03935E-02  2.27362E-02  9.57602E-02  1.71914E-03  8.75324E-02  3.93969E-02  2.96864E-02  8.33623E-02    5842.04310736075
          122  3.15879E+00  2.98405E+01  1.15474E+01 -6.52073E-01  8.89104E-02  2.21494E-02  9.30545E-02 -1.80925E-03  6.87570E-02  3.54742E-02  3.14731E-02  9.61114E-02    5790.34637413793
          123  3.17262E+00  2.98857E+01  1.15560E+01 -6.39182E-01  8.58114E-02  2.25610E-02  9.81028E-02  1.18590E-03  7.61347E-02  3.45805E-02  2.63322E-02  8.05119E-02    5864.46269142658
          124  3.14534E+00  3.08213E+01  1.16225E+01 -7.13002E-01  8.91161E-02  2.25771E-02  9.81235E-02  6.34613E-03  9.82065E-02  3.31708E-02  4.04380E-02  8.06114E-02    5833.90642015261
          125  3.10955E+00  2.99986E+01  1.18514E+01 -5.20228E-01  7.52811E-02  2.12815E-02  9.61861E-02  5.32896E-04  7.57190E-02  3.27828E-02  2.53145E-02  8.76654E-02    5676.80312369818
          126  3.08472E+00  2.91843E+01  1.14671E+01 -5.24615E-01  6.92692E-02  2.21229E-02  9.57976E-02  2.48354E-04  8.84771E-02  2.86679E-02  3.94978E-02  8.43753E-02    5729.72411555635
          127  3.11896E+00  2.96642E+01  1.16239E+01 -6.16276E-01  7.58187E-02  2.22124E-02  9.38696E-02  8.29117E-03  7.84221E-02  3.39304E-02  3.50244E-02  9.57058E-02    5718.33047529122
          128  3.08043E+00  2.96380E+01  1.15933E+01 -6.34106E-01  8.19529E-02  2.35030E-02  9.33534E-02  8.81352E-03  7.19617E-02  3.82825E-02  2.98436E-02  8.65665E-02    5870.44652528885
          129  3.09287E+00  2.94437E+01  1.15683E+01 -5.39134E-01  7.93683E-02  2.35497E-02  1.11290E-01  5.84069E-03  9.92417E-02  4.22868E-02  3.33963E-02  8.86486E-02    5763.07157335785
          130  3.14772E+00  2.94396E+01  1.15525E+01 -6.64832E-01  8.04533E-02  2.27801E-02  1.02083E-01  1.75004E-02  8.28106E-02  4.71125E-02  3.43110E-02  9.94637E-02    5774.20873902640
          131  3.13664E+00  2.93175E+01  1.15659E+01 -6.67700E-01  7.90605E-02  2.24959E-02  8.35904E-02  5.07790E-03  7.59033E-02  3.46805E-02  2.91396E-02  8.37142E-02    5759.75809155788
          132  3.14618E+00  2.94483E+01  1.15342E+01 -7.55590E-01  8.03946E-02  2.24064E-02  1.02811E-01 -9.77430E-05  7.85599E-02  3.82628E-02  3.11559E-02  8.36752E-02    5828.14432989215
          133  3.13638E+00  2.94514E+01  1.14765E+01 -5.89560E-01  7.89355E-02  2.22701E-02  1.11897E-01  5.72357E-04  7.10929E-02  4.51904E-02  3.37740E-02  9.24827E-02    5711.53557789998
          134  3.11006E+00  2.90896E+01  1.14770E+01 -5.95478E-01  7.85622E-02  2.15199E-02  9.39607E-02  3.24581E-03  7.45449E-02  4.14694E-02  2.86903E-02  8.40656E-02    5674.82102894502
          135  3.14400E+00  3.03563E+01  1.17643E+01 -6.86219E-01  7.66873E-02  2.17425E-02  9.34451E-02  9.46439E-03  6.71407E-02  5.43552E-02  3.03717E-02  1.07696E-01    5824.45985980565
          136  3.03073E+00  2.98755E+01  1.15624E+01 -5.04957E-01  7.81209E-02  2.20836E-02  8.91878E-02  1.27751E-02  8.32484E-02  3.74447E-02  3.35599E-02  9.47497E-02    5707.88789115732
          137  3.14704E+00  2.93191E+01  1.15522E+01 -6.41967E-01  8.32383E-02  2.25114E-02  7.82519E-02  4.91621E-03  7.63671E-02  3.22739E-02  3.43784E-02  9.13896E-02    5775.56005565394
          138  3.14013E+00  2.95372E+01  1.16115E+01 -6.29537E-01  8.11263E-02  2.22457E-02  8.33702E-02  5.10245E-03  7.65950E-02  3.27002E-02  3.46085E-02  1.06552E-01    5806.87086417930
          139  3.11706E+00  2.96267E+01  1.15980E+01 -6.33587E-01  7.62154E-02  2.42503E-02  8.07454E-02  3.48686E-04  7.17102E-02  2.75689E-02  3.69682E-02  9.89999E-02    5808.67680105768
          140  3.06680E+00  2.96400E+01  1.16110E+01 -6.42677E-01  7.39277E-02  2.29617E-02  9.31551E-02  5.20288E-03  6.94240E-02  3.95116E-02  3.16232E-02  8.59734E-02    5794.68010169349
          141  3.08574E+00  2.95600E+01  1.16772E+01 -6.48947E-01  7.65028E-02  2.38095E-02  8.48046E-02 -1.68937E-03  7.34025E-02  3.45361E-02  2.02964E-02  7.83178E-02    5835.27313382665
          142  3.06930E+00  2.94860E+01  1.15804E+01 -6.67567E-01  7.60038E-02  2.23176E-02  9.32215E-02  8.29421E-03  6.65137E-02  4.35509E-02  2.31785E-02  8.12046E-02    5810.56997375815
          143  3.06381E+00  2.94507E+01  1.15647E+01 -6.70649E-01  7.55208E-02  2.34035E-02  8.21997E-02  2.30721E-03  8.43899E-02  4.11038E-02  3.03488E-02  8.71934E-02    5781.11122234584
          144  3.04262E+00  2.94808E+01  1.12551E+01 -6.58251E-01  8.35012E-02  2.33686E-02  8.45511E-02  1.03713E-02  8.25474E-02  4.35680E-02  4.01025E-02  9.91288E-02    5813.80057482586
          145  3.00642E+00  3.00931E+01  1.14362E+01 -6.39896E-01  7.71901E-02  2.24768E-02  8.36184E-02  9.40597E-03  8.58417E-02  3.71959E-02  4.11240E-02  9.72421E-02    5800.12058563667
          146  3.01199E+00  3.00925E+01  1.14556E+01 -6.21411E-01  7.65056E-02  2.30297E-02  8.00127E-02  8.65102E-04  7.67543E-02  3.23224E-02  2.81133E-02  7.57479E-02    5844.12433957098
          147  3.04891E+00  3.03022E+01  1.13418E+01 -6.38306E-01  7.66421E-02  2.31469E-02  8.56987E-02 -5.05371E-03  7.90054E-02  3.07743E-02  3.43777E-02  9.53704E-02    5753.10426568888
          148  3.11941E+00  2.89366E+01  1.16851E+01 -4.77031E-01  8.13920E-02  2.33013E-02  1.03540E-01  2.46778E-03  8.86949E-02  4.10723E-02  3.04208E-02  9.68773E-02    5894.04708198045
          149  3.00983E+00  3.00513E+01  1.15629E+01 -7.10336E-01  8.32564E-02  2.35729E-02  9.48285E-02  8.05146E-03  8.44119E-02  3.23410E-02  2.95331E-02  8.64273E-02    5797.95528762186
          150  3.04406E+00  3.02695E+01  1.14568E+01 -5.13248E-01  6.55777E-02  2.26204E-02  1.04338E-01  8.59162E-03  6.82858E-02  3.88181E-02  2.48678E-02  7.80590E-02    5725.04899174888
          151  3.04592E+00  3.03392E+01  1.15599E+01 -5.34924E-01  6.58232E-02  2.20220E-02  8.76336E-02 -3.27345E-03  6.99022E-02  2.92955E-02  2.17739E-02  7.38534E-02    5753.89989170398
          152  3.02672E+00  3.04535E+01  1.16271E+01 -5.49111E-01  6.48158E-02  2.21877E-02  8.90451E-02 -8.13972E-03  6.70367E-02  3.35060E-02  2.37725E-02  8.86194E-02    5849.99798588050
          153  3.02770E+00  3.03903E+01  1.15502E+01 -5.03033E-01  6.45264E-02  2.24663E-02  9.49617E-02 -2.87389E-03  7.12507E-02  3.39434E-02  3.44816E-02  9.56464E-02    5831.26525721734
          154  3.06731E+00  3.04393E+01  1.14321E+01 -5.55543E-01  6.36445E-02  2.19814E-02  1.10389E-01  8.96962E-03  8.63242E-02  3.59390E-02  3.82016E-02  8.56486E-02    5740.47866532700
          155  3.07892E+00  2.97092E+01  1.13876E+01 -8.21715E-01  8.92584E-02  2.26568E-02  1.07070E-01 -1.69947E-03  7.29898E-02  4.50272E-02  3.69014E-02  1.08735E-01    5758.99007578566
          156  3.06319E+00  2.97016E+01  1.13439E+01 -8.11687E-01  9.00845E-02  2.31749E-02  1.10131E-01 -2.66021E-03  5.74101E-02  4.96451E-02  1.93491E-02  7.62931E-02    5830.20522612674
          157  3.06160E+00  2.97703E+01  1.13386E+01 -7.86403E-01  8.87255E-02  2.28995E-02  9.99921E-02  9.04250E-04  6.67686E-02  4.49521E-02  2.80716E-02  8.28789E-02    5912.74285078928
          158  3.06622E+00  2.97358E+01  1.13591E+01 -7.82271E-01  8.85983E-02  2.29789E-02  1.15374E-01  6.73670E-03  7.47430E-02  5.60277E-02  3.41860E-02  9.02385E-02    5825.30548063283
          159  3.11717E+00  2.96363E+01  1.16146E+01 -5.83889E-01  7.20176E-02  2.27113E-02  9.80327E-02  7.27446E-03  7.78781E-02  4.04470E-02  3.06771E-02  8.97168E-02    5830.98325657435
          160  3.15732E+00  2.92459E+01  1.13924E+01 -6.64381E-01  9.20391E-02  2.31905E-02  9.84186E-02  7.23659E-03  8.77380E-02  3.65838E-02  3.87414E-02  9.24820E-02    5850.58610720932
          161  3.17166E+00  2.92715E+01  1.13872E+01 -6.65241E-01  9.29380E-02  2.37432E-02  1.01852E-01 -4.93537E-04  6.61971E-02  3.59807E-02  2.00613E-02  7.97657E-02    5827.89616781765
          162  3.15791E+00  2.93646E+01  1.12981E+01 -8.06023E-01  8.05681E-02  2.22971E-02  8.62104E-02  1.25961E-03  6.80510E-02  3.25850E-02  2.49260E-02  8.87146E-02    5762.20226951027
          163  3.06070E+00  2.97654E+01  1.14711E+01 -7.19764E-01  8.13832E-02  2.27145E-02  9.60626E-02  9.04897E-03  7.43669E-02  4.99675E-02  3.46498E-02  9.86577E-02    5803.98812022021
          164  3.17920E+00  3.01410E+01  1.12456E+01 -4.83223E-01  7.60772E-02  2.31266E-02  1.06952E-01  3.44487E-04  7.82804E-02  4.72214E-02  4.09437E-02  1.12366E-01    5810.00718761894
          165  3.09619E+00  3.03136E+01  1.15560E+01 -6.75511E-01  8.17065E-02  2.27548E-02  8.63686E-02 -3.45719E-04  7.68161E-02  3.92651E-02  2.63825E-02  8.84673E-02    5769.75432291415
          166  3.02066E+00  2.96685E+01  1.13534E+01 -7.08372E-01  8.29020E-02  2.28713E-02  9.66621E-02  1.49569E-03  8.50636E-02  3.68617E-02  3.90597E-02  9.22387E-02    5797.13254628034
          167  3.04183E+00  2.94390E+01  1.13538E+01 -6.84370E-01  8.48422E-02  2.33802E-02  1.02909E-01  3.87660E-03  7.17579E-02  4.19769E-02  3.60531E-02  9.45206E-02    5868.90812947982
          168  3.10529E+00  2.91126E+01  1.15105E+01 -5.89261E-01  7.08965E-02  2.30789E-02  1.09897E-01 -2.00142E-03  8.21167E-02  3.11559E-02  3.61311E-02  9.13823E-02    5851.54841181598
          169  3.09075E+00  2.94905E+01  1.13802E+01 -5.30002E-01  7.69861E-02  2.30245E-02  1.07639E-01  3.54735E-03  7.57552E-02  3.71862E-02  2.57213E-02  8.70744E-02    5915.09619953638
          170  3.11468E+00  2.94224E+01  1.14130E+01 -5.26467E-01  7.54527E-02  2.29388E-02  1.20890E-01  6.16260E-03  7.00403E-02  4.19068E-02  3.05465E-02  8.11394E-02    5878.69727659991
          171  3.23214E+00  3.01544E+01  1.16490E+01 -6.80949E-01  7.49582E-02  2.38385E-02  1.05616E-01 -1.96655E-03  1.00815E-01  3.57189E-02  3.70465E-02  9.10792E-02    5914.96238644283
          172  3.17431E+00  3.00376E+01  1.16855E+01 -6.81805E-01  7.60605E-02  2.26674E-02  8.78656E-02  5.47778E-03  8.34723E-02  2.98441E-02  3.21276E-02  8.18960E-02    5796.96609880959
          173  3.17368E+00  3.01082E+01  1.16891E+01 -6.50330E-01  7.86513E-02  2.21749E-02  8.77667E-02  3.27734E-03  6.94524E-02  2.22619E-02  2.71030E-02  7.59470E-02    5796.84632697293
          174  3.21063E+00  3.01241E+01  1.16814E+01 -6.41238E-01  7.80916E-02  2.32970E-02  1.09647E-01 -4.86232E-03  6.73778E-02  4.72950E-02  2.73394E-02  9.50945E-02    5872.62869265092
          175  3.14221E+00  2.96065E+01  1.13830E+01 -6.87878E-01  7.88116E-02  2.41992E-02  1.00189E-01  3.44759E-04  6.73605E-02  3.53792E-02  2.19484E-02  8.43703E-02    5796.62389912652
          176  3.04815E+00  2.98564E+01  1.12978E+01 -6.49807E-01  9.14597E-02  2.28578E-02  8.70267E-02  6.66414E-03  7.41814E-02  3.52047E-02  2.85299E-02  8.10941E-02    5812.14924368396
