TABLE NO.     6: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   MCMCOBJ
           77  1.11571E+00  3.39426E+00  2.42298E+00 -6.44404E-01  8.64207E-02  2.18971E-02  8.95924E-02  6.46874E-03  7.62323E-02  3.60726E-02  3.57672E-02  8.60407E-02    5787.83292648999
           78  1.13224E+00  3.37352E+00  2.41223E+00 -6.06914E-01  8.18376E-02  2.27469E-02  9.46229E-02  3.05211E-03  6.84429E-02  4.28347E-02  3.61661E-02  1.01939E-01    5800.89585624177
           79  1.08157E+00  3.41017E+00  2.45830E+00 -6.72484E-01  7.57243E-02  2.31389E-02  1.02720E-01 -7.04756E-03  6.72242E-02  3.60030E-02  2.34266E-02  8.47596E-02    5827.90511647999
           80  1.13837E+00  3.38729E+00  2.42892E+00 -5.61802E-01  8.04049E-02  2.31238E-02  8.95252E-02 -2.38775E-03  6.91537E-02  3.69941E-02  2.45717E-02  8.03645E-02    5775.63914103507
           81  1.11790E+00  3.36977E+00  2.41048E+00 -7.41486E-01  8.47563E-02  2.25522E-02  9.99012E-02 -7.39463E-03  7.39016E-02  3.27960E-02  2.78605E-02  8.26615E-02    5792.75895911878
           82  1.10870E+00  3.40270E+00  2.44189E+00 -4.95660E-01  7.39470E-02  2.29121E-02  1.09732E-01 -4.26629E-03  8.55579E-02  3.39576E-02  4.52371E-02  9.92187E-02    5748.53505017867
           83  1.06721E+00  3.37377E+00  2.41055E+00 -5.80894E-01  7.59349E-02  2.33413E-02  9.24627E-02 -8.26181E-03  6.73365E-02  2.50510E-02  2.23560E-02  8.56273E-02    5803.70696046482
           84  1.11864E+00  3.39740E+00  2.45548E+00 -6.64430E-01  7.62803E-02  2.22283E-02  8.13363E-02 -2.42109E-03  8.74060E-02  2.43351E-02  3.53388E-02  8.44641E-02    5776.06173684190
           85  1.14013E+00  3.36074E+00  2.42313E+00 -9.53577E-01  9.81072E-02  2.31114E-02  9.58186E-02  5.15960E-03  7.24287E-02  3.08322E-02  2.26404E-02  7.98748E-02    5872.40768199166
           86  1.12086E+00  3.36572E+00  2.41931E+00 -5.69839E-01  7.44049E-02  2.23428E-02  8.02578E-02 -4.34093E-03  8.14282E-02  2.65170E-02  3.18664E-02  7.61866E-02    5768.46175043778
           87  1.16983E+00  3.37412E+00  2.47123E+00 -7.48387E-01  8.39544E-02  2.34926E-02  8.52006E-02 -6.25452E-04  8.06400E-02  3.08025E-02  2.77608E-02  7.60540E-02    5816.60345058436
           88  1.15442E+00  3.37464E+00  2.43826E+00 -5.04490E-01  6.99328E-02  2.36523E-02  9.57090E-02  1.25932E-04  6.90399E-02  4.63753E-02  2.90353E-02  9.65375E-02    5839.14740435090
           89  1.14787E+00  3.37370E+00  2.46309E+00 -6.57819E-01  8.63776E-02  2.35063E-02  1.08755E-01  1.05539E-02  6.54071E-02  4.00107E-02  2.02051E-02  8.06587E-02    5773.30237683713
           90  1.17754E+00  3.36495E+00  2.43706E+00 -6.57193E-01  7.98828E-02  2.28519E-02  7.51672E-02  6.61835E-03  8.25875E-02  2.90983E-02  3.31375E-02  8.24127E-02    5835.33020335056
           91  1.18577E+00  3.40757E+00  2.45594E+00 -6.02123E-01  8.01413E-02  2.29873E-02  9.02507E-02  2.72666E-03  7.78883E-02  4.34489E-02  3.66992E-02  1.03572E-01    5842.04747097615
           92  1.15305E+00  3.35107E+00  2.40195E+00 -5.63108E-01  7.78471E-02  2.21102E-02  9.17504E-02 -7.47834E-03  7.17199E-02  2.67862E-02  2.46605E-02  8.44591E-02    5769.90449285316
           93  1.11334E+00  3.36641E+00  2.42142E+00 -6.53729E-01  7.77427E-02  2.19806E-02  9.86503E-02 -4.26404E-03  7.79046E-02  2.69377E-02  3.17185E-02  8.26546E-02    5775.67935412430
           94  1.12614E+00  3.37620E+00  2.43693E+00 -7.06280E-01  8.88246E-02  2.29296E-02  9.78587E-02 -5.53625E-03  7.21592E-02  3.45347E-02  2.90491E-02  9.44703E-02    5826.92655716370
           95  1.11681E+00  3.36372E+00  2.42598E+00 -6.55177E-01  7.94820E-02  2.24634E-02  1.10300E-01  4.35232E-03  6.71484E-02  4.86981E-02  2.36832E-02  8.80166E-02    5804.02552581803
           96  1.11278E+00  3.40001E+00  2.42321E+00 -6.95568E-01  8.18154E-02  2.30562E-02  1.02552E-01  1.03915E-02  6.65655E-02  4.43774E-02  3.21366E-02  8.47508E-02    5769.01308743979
           97  1.13974E+00  3.37686E+00  2.44507E+00 -5.47177E-01  7.49170E-02  2.24748E-02  9.52931E-02 -6.71010E-03  7.24840E-02  3.12201E-02  2.18300E-02  7.96379E-02    5795.46172834661
           98  1.14564E+00  3.41991E+00  2.46888E+00 -4.39573E-01  7.54248E-02  2.34575E-02  1.04424E-01 -1.74362E-03  8.21479E-02  3.33894E-02  3.22383E-02  9.17590E-02    5812.54944740587
           99  1.11853E+00  3.38088E+00  2.41840E+00 -7.16094E-01  9.00059E-02  2.29303E-02  9.81564E-02  3.00647E-03  6.83445E-02  4.10670E-02  2.71427E-02  8.97707E-02    5721.32619753261
          100  1.11849E+00  3.37753E+00  2.42920E+00 -7.56339E-01  8.69590E-02  2.19552E-02  1.15447E-01  8.69345E-03  8.57552E-02  4.58191E-02  3.69918E-02  8.54162E-02    5692.15778518363
          101  1.16496E+00  3.40018E+00  2.43375E+00 -7.49255E-01  8.55385E-02  2.22856E-02  1.01459E-01  9.45147E-03  7.53150E-02  4.01058E-02  2.99295E-02  8.37361E-02    5797.60604769436
          102  1.11994E+00  3.41353E+00  2.43494E+00 -5.43856E-01  8.34559E-02  2.23341E-02  9.69152E-02  8.36971E-03  8.41435E-02  4.36554E-02  3.63606E-02  9.48762E-02    5855.77388243031
          103  1.15287E+00  3.38882E+00  2.44236E+00 -7.37773E-01  8.17777E-02  2.41567E-02  9.06186E-02  1.94446E-03  8.04747E-02  3.51270E-02  3.93118E-02  9.13331E-02    5833.36136400049
          104  1.17377E+00  3.38060E+00  2.44552E+00 -6.58730E-01  8.19061E-02  2.31024E-02  9.41179E-02 -8.32060E-03  7.53975E-02  3.25187E-02  3.12907E-02  9.08334E-02    5840.86983994816
          105  1.15696E+00  3.38431E+00  2.43451E+00 -7.34266E-01  8.70924E-02  2.24672E-02  1.03445E-01 -3.54341E-03  7.86956E-02  3.90364E-02  2.76041E-02  9.21129E-02    5779.19338703978
          106  1.13934E+00  3.40783E+00  2.42466E+00 -6.92186E-01  8.28821E-02  2.27549E-02  9.08903E-02  4.14817E-04  6.07671E-02  3.85247E-02  2.43022E-02  8.64959E-02    5799.65632666732
          107  1.10697E+00  3.39710E+00  2.43813E+00 -6.87547E-01  8.26292E-02  2.20728E-02  1.02724E-01  6.35929E-03  6.45581E-02  4.12871E-02  2.39737E-02  9.22612E-02    5760.46065727949
          108  1.14799E+00  3.36421E+00  2.42175E+00 -7.90263E-01  8.52391E-02  2.20110E-02  8.94064E-02  4.23078E-03  7.90285E-02  2.97359E-02  3.10009E-02  7.69495E-02    5736.92179252332
          109  1.13000E+00  3.36536E+00  2.44740E+00 -6.30219E-01  8.61086E-02  2.14981E-02  1.05995E-01  1.21642E-02  6.49757E-02  4.30241E-02  2.61998E-02  8.50621E-02    5773.60924695624
          110  1.15543E+00  3.37785E+00  2.46177E+00 -8.48092E-01  9.28079E-02  2.24480E-02  9.83269E-02  1.24159E-02  8.09678E-02  3.91603E-02  2.99200E-02  8.89459E-02    5784.31110939991
          111  1.11716E+00  3.39566E+00  2.43729E+00 -5.44068E-01  7.31613E-02  2.34895E-02  9.58864E-02  1.73703E-03  7.62636E-02  3.96181E-02  2.69608E-02  9.57382E-02    5814.35017228626
          112  1.13529E+00  3.39895E+00  2.44515E+00 -6.98808E-01  8.04971E-02  2.28033E-02  9.79712E-02  1.47848E-02  7.67327E-02  4.80650E-02  2.56489E-02  8.27177E-02    5819.09935035974
          113  1.13404E+00  3.36657E+00  2.42328E+00 -6.80511E-01  8.03756E-02  2.19104E-02  9.22589E-02  4.53638E-03  7.30531E-02  4.01159E-02  1.81179E-02  7.68074E-02    5809.50196478795
          114  1.14615E+00  3.37286E+00  2.42206E+00 -5.90368E-01  8.04215E-02  2.32158E-02  8.26508E-02 -6.80912E-03  8.31726E-02  3.00095E-02  2.87577E-02  8.54378E-02    5779.84860805147
          115  1.11184E+00  3.38912E+00  2.47303E+00 -6.61709E-01  8.05121E-02  2.21813E-02  8.66833E-02 -2.95186E-04  9.11849E-02  2.54001E-02  3.79470E-02  8.34950E-02    5795.20979631807
          116  1.14878E+00  3.37227E+00  2.44160E+00 -5.89641E-01  7.43574E-02  2.36799E-02  8.09363E-02  2.31797E-03  8.12752E-02  3.25037E-02  3.54675E-02  9.86331E-02    5809.51272981340
          117  1.13432E+00  3.37054E+00  2.43300E+00 -5.57798E-01  8.16389E-02  2.29826E-02  9.40520E-02 -1.67884E-04  7.38294E-02  3.25261E-02  3.32410E-02  8.71402E-02    5845.16874032392
          118  1.13987E+00  3.40054E+00  2.46943E+00 -5.51405E-01  8.18964E-02  2.19631E-02  1.02228E-01 -6.23436E-03  7.44583E-02  3.79309E-02  2.96115E-02  8.80857E-02    5788.93367282599
          119  1.10952E+00  3.38837E+00  2.43425E+00 -6.76171E-01  8.41281E-02  2.36410E-02  9.73673E-02  5.64690E-03  7.86824E-02  3.36641E-02  4.07509E-02  9.38253E-02    5816.76227197110
          120  1.11746E+00  3.40447E+00  2.41874E+00 -7.24859E-01  8.71303E-02  2.36792E-02  1.01772E-01  1.11048E-02  7.58776E-02  4.27715E-02  2.57356E-02  7.94788E-02    5833.65431989589
          121  1.12778E+00  3.34793E+00  2.42009E+00 -5.27300E-01  7.76608E-02  2.22591E-02  9.36439E-02  1.02124E-03  7.42021E-02  4.31140E-02  1.52641E-02  7.85119E-02    5786.27405826716
          122  1.13299E+00  3.35629E+00  2.40895E+00 -5.76086E-01  8.12217E-02  2.24711E-02  1.01465E-01 -1.17286E-03  7.05153E-02  3.22445E-02  2.63600E-02  7.99411E-02    5744.56067797947
          123  1.10119E+00  3.40893E+00  2.45454E+00 -7.24054E-01  9.29267E-02  2.22928E-02  1.10994E-01  1.08810E-02  6.66238E-02  4.00257E-02  2.64880E-02  8.22004E-02    5847.52144638069
          124  1.10308E+00  3.39318E+00  2.45151E+00 -6.87809E-01  8.48083E-02  2.34246E-02  8.43285E-02  6.09756E-03  7.43477E-02  2.56977E-02  3.14227E-02  7.64395E-02    5843.15618373785
          125  1.13003E+00  3.38809E+00  2.43836E+00 -4.53629E-01  7.39162E-02  2.30297E-02  1.08422E-01  1.04851E-02  8.26972E-02  3.45531E-02  2.90994E-02  8.53837E-02    5820.13686147766
          126  1.16273E+00  3.40206E+00  2.44374E+00 -5.89199E-01  7.48472E-02  2.22862E-02  8.80482E-02  8.89453E-03  7.62444E-02  3.44167E-02  2.89501E-02  9.23556E-02    5761.53331140596
          127  1.13867E+00  3.38960E+00  2.45377E+00 -4.56662E-01  7.17794E-02  2.18579E-02  9.95837E-02  7.68799E-03  7.94491E-02  3.62937E-02  3.50215E-02  8.48310E-02    5867.17734438018
          128  1.13975E+00  3.38021E+00  2.44800E+00 -7.87290E-01  9.57402E-02  2.35227E-02  1.12959E-01  1.06475E-02  7.81270E-02  4.34091E-02  2.96006E-02  8.43277E-02    5879.91980391367
          129  1.10773E+00  3.36629E+00  2.40594E+00 -6.85167E-01  8.98522E-02  2.29784E-02  1.12378E-01  6.21658E-03  7.73766E-02  4.21393E-02  2.77473E-02  7.93095E-02    5829.21571806831
          130  1.10297E+00  3.41077E+00  2.42972E+00 -5.60673E-01  7.99867E-02  2.30188E-02  9.95589E-02 -1.84449E-03  6.68673E-02  3.80581E-02  2.31254E-02  9.00304E-02    5901.47196589339
          131  1.09011E+00  3.37259E+00  2.40542E+00 -6.60736E-01  8.02820E-02  2.34328E-02  1.19270E-01  1.04233E-02  7.53641E-02  5.03296E-02  2.94784E-02  9.45760E-02    5872.47982932268
          132  1.13913E+00  3.38203E+00  2.43565E+00 -6.89568E-01  7.63160E-02  2.29890E-02  1.08022E-01  1.05575E-02  6.88616E-02  3.27616E-02  2.36114E-02  7.13548E-02    5875.23996586699
          133  1.16441E+00  3.41081E+00  2.43959E+00 -5.46427E-01  7.23961E-02  2.31629E-02  1.05959E-01  1.28545E-02  7.62046E-02  4.46549E-02  2.07541E-02  8.47049E-02    5898.58135765789
          134  1.12728E+00  3.41264E+00  2.45315E+00 -5.21223E-01  7.32880E-02  2.40608E-02  1.17721E-01  3.06415E-03  7.76250E-02  4.65487E-02  2.06850E-02  8.94609E-02    5858.88600903583
          135  1.17733E+00  3.38339E+00  2.41868E+00 -8.20297E-01  9.21676E-02  2.29854E-02  9.95305E-02  1.12686E-02  7.72163E-02  3.59919E-02  3.00424E-02  7.34847E-02    5827.07690102398
          136  1.16359E+00  3.39673E+00  2.45125E+00 -6.96531E-01  7.99377E-02  2.16640E-02  1.01283E-01  2.97146E-03  6.58933E-02  3.99750E-02  2.12841E-02  8.10612E-02    5822.40857064836
          137  1.15094E+00  3.39497E+00  2.46425E+00 -9.24004E-01  9.29198E-02  2.33086E-02  8.76957E-02  1.66249E-03  7.78227E-02  3.16592E-02  1.92032E-02  7.77141E-02    5778.49569716417
          138  1.13831E+00  3.41125E+00  2.45912E+00 -6.00331E-01  8.69076E-02  2.29046E-02  7.56735E-02  1.84966E-03  7.42773E-02  3.43732E-02  3.33330E-02  9.48757E-02    5755.28883739497
          139  1.15382E+00  3.39386E+00  2.44728E+00 -4.70952E-01  6.76271E-02  2.28402E-02  7.39450E-02 -1.31761E-04  9.73526E-02  3.99022E-02  3.16758E-02  8.93292E-02    5850.02901640834
          140  1.12928E+00  3.39343E+00  2.44126E+00 -6.70201E-01  9.10723E-02  2.34554E-02  7.97693E-02  5.57893E-03  7.81185E-02  3.68463E-02  3.53724E-02  8.81166E-02    5776.12960517312
          141  1.13237E+00  3.38356E+00  2.46300E+00 -6.28560E-01  8.60516E-02  2.36297E-02  8.71113E-02  6.54579E-03  8.25731E-02  4.08361E-02  3.17965E-02  8.17666E-02    5923.97438411303
          142  1.10960E+00  3.36448E+00  2.43986E+00 -7.74539E-01  8.32520E-02  2.47334E-02  8.38065E-02  6.12202E-03  6.96888E-02  3.74519E-02  2.54986E-02  8.75505E-02    5910.32389280313
          143  1.14906E+00  3.40862E+00  2.43953E+00 -6.55815E-01  7.41656E-02  2.46639E-02  7.78595E-02 -5.99264E-04  8.23153E-02  2.94010E-02  3.64886E-02  9.97854E-02    5926.36986156015
          144  1.14088E+00  3.38708E+00  2.40879E+00 -6.32550E-01  7.80496E-02  2.39510E-02  8.43673E-02  5.98358E-03  6.36732E-02  3.70070E-02  2.73348E-02  7.69934E-02    5837.16489085968
          145  1.11571E+00  3.39942E+00  2.43523E+00 -3.97918E-01  6.91168E-02  2.32055E-02  1.03118E-01  7.78075E-03  7.54201E-02  5.52335E-02  2.85753E-02  9.57138E-02    5839.87557331844
          146  1.12616E+00  3.38620E+00  2.42421E+00 -6.02792E-01  8.52636E-02  2.27538E-02  1.16159E-01  9.83080E-03  6.89041E-02  5.25067E-02  2.74520E-02  8.61254E-02    5801.01598196096
          147  1.11013E+00  3.37450E+00  2.40864E+00 -5.45433E-01  7.41145E-02  2.27182E-02  1.06237E-01  2.57138E-03  7.47936E-02  4.76847E-02  2.81721E-02  9.03026E-02    5797.81855741474
          148  1.10534E+00  3.39157E+00  2.44322E+00 -5.04957E-01  7.46955E-02  2.34206E-02  9.63728E-02  2.81882E-03  7.42793E-02  4.93255E-02  3.48492E-02  9.20166E-02    5799.07182894094
          149  1.12547E+00  3.39493E+00  2.44690E+00 -5.69369E-01  7.33995E-02  2.29890E-02  7.75264E-02  8.29637E-03  7.39039E-02  3.73317E-02  2.81296E-02  7.79433E-02    5809.87712889629
          150  1.09276E+00  3.40412E+00  2.43486E+00 -7.02525E-01  8.48278E-02  2.29843E-02  8.36380E-02 -1.90648E-04  6.50118E-02  3.24304E-02  1.55022E-02  7.01086E-02    5820.13315104878
          151  1.11992E+00  3.38349E+00  2.41531E+00 -7.11082E-01  8.45209E-02  2.25031E-02  9.97793E-02  5.83388E-04  7.64135E-02  3.37829E-02  2.70892E-02  8.81148E-02    5873.38731948151
          152  1.14467E+00  3.36826E+00  2.43539E+00 -6.49058E-01  8.41134E-02  2.33605E-02  1.12170E-01  7.37361E-03  7.26463E-02  4.13417E-02  3.37871E-02  9.97135E-02    5818.24431493293
          153  1.14255E+00  3.41225E+00  2.46216E+00 -6.49972E-01  9.16489E-02  2.27643E-02  1.17289E-01  6.80531E-03  8.51797E-02  3.71409E-02  3.48999E-02  8.93086E-02    5823.70025929091
          154  1.11877E+00  3.41390E+00  2.41310E+00 -5.83385E-01  7.29522E-02  2.20619E-02  1.21277E-01  1.42151E-05  7.62132E-02  3.58746E-02  3.19339E-02  8.25919E-02    5826.11162549778
          155  1.13849E+00  3.38126E+00  2.42471E+00 -5.70931E-01  7.76207E-02  2.19167E-02  1.15972E-01 -1.31723E-03  7.01447E-02  4.44700E-02  2.46107E-02  8.72866E-02    5862.56721974267
          156  1.12653E+00  3.38882E+00  2.43590E+00 -6.34196E-01  7.62151E-02  2.30851E-02  1.13005E-01  5.21740E-03  7.09327E-02  4.10827E-02  2.59197E-02  8.70793E-02    5856.37183521929
          157  1.12173E+00  3.36094E+00  2.41447E+00 -5.90550E-01  8.04740E-02  2.40479E-02  1.21970E-01  1.35004E-02  7.70469E-02  4.82738E-02  3.16604E-02  9.39688E-02    5858.45359290784
          158  1.14290E+00  3.40585E+00  2.44975E+00 -6.37267E-01  7.13135E-02  2.24028E-02  1.10371E-01  1.32698E-02  7.24956E-02  3.38295E-02  2.63121E-02  7.88904E-02    5744.21218802304
          159  1.15910E+00  3.39362E+00  2.42830E+00 -8.98123E-01  9.85511E-02  2.21391E-02  1.11835E-01  4.74376E-03  7.08556E-02  3.69600E-02  3.10909E-02  8.63905E-02    5785.27165848554
          160  1.12869E+00  3.39309E+00  2.42342E+00 -9.33476E-01  9.87922E-02  2.32518E-02  1.00076E-01  3.64843E-03  7.78379E-02  3.62402E-02  1.94207E-02  7.52044E-02    5816.66395020385
          161  1.13262E+00  3.42412E+00  2.42943E+00 -8.75639E-01  8.41644E-02  2.31882E-02  9.16220E-02  6.86193E-03  7.72358E-02  3.77510E-02  2.53863E-02  8.31273E-02    5828.88934235463
          162  1.15558E+00  3.39094E+00  2.44698E+00 -7.69490E-01  7.92542E-02  2.34653E-02  8.24302E-02  1.90822E-02  7.78279E-02  4.30764E-02  3.04411E-02  7.96339E-02    5774.17868633527
          163  1.11006E+00  3.37134E+00  2.41554E+00 -6.61153E-01  8.22648E-02  2.33975E-02  7.55920E-02  1.21258E-02  7.12141E-02  4.01115E-02  3.12103E-02  8.06607E-02    5753.32989375278
          164  1.12716E+00  3.37892E+00  2.45385E+00 -5.35284E-01  7.33480E-02  2.24677E-02  8.34811E-02 -9.53326E-04  7.27803E-02  4.03076E-02  2.66574E-02  7.49136E-02    5798.91892095976
          165  1.16071E+00  3.40690E+00  2.46251E+00 -7.10663E-01  8.73052E-02  2.36384E-02  8.57293E-02  3.02876E-03  6.55370E-02  3.35727E-02  2.91595E-02  8.62128E-02    5733.06391063084
          166  1.11772E+00  3.38689E+00  2.45365E+00 -6.35867E-01  8.66177E-02  2.20189E-02  1.02306E-01  7.36015E-03  7.23537E-02  3.19168E-02  2.87836E-02  7.78317E-02    5771.13753629018
          167  1.10747E+00  3.39011E+00  2.42991E+00 -6.50933E-01  8.72718E-02  2.19014E-02  1.00643E-01  7.86489E-03  7.41084E-02  3.10328E-02  2.20041E-02  7.09358E-02    5774.59361121802
          168  1.14709E+00  3.43293E+00  2.44668E+00 -6.34746E-01  8.35472E-02  2.21352E-02  1.00379E-01  1.47469E-03  7.78622E-02  3.77098E-02  2.26943E-02  8.22466E-02    5731.18505023019
          169  1.17368E+00  3.36608E+00  2.44408E+00 -5.87977E-01  8.29505E-02  2.16488E-02  8.51809E-02  6.08051E-03  7.71753E-02  3.17456E-02  2.11893E-02  7.87880E-02    5767.91882398717
          170  1.14631E+00  3.40763E+00  2.41355E+00 -5.91187E-01  7.18808E-02  2.26631E-02  7.67371E-02  4.00456E-03  7.50303E-02  3.04612E-02  2.55925E-02  8.19309E-02    5778.35879556989
          171  1.10839E+00  3.36539E+00  2.44794E+00 -6.54468E-01  7.62114E-02  2.34147E-02  9.80267E-02  6.74237E-03  8.58788E-02  4.75216E-02  3.42501E-02  9.48605E-02    5801.74455964893
          172  1.11184E+00  3.35650E+00  2.43595E+00 -6.35291E-01  7.76582E-02  2.28521E-02  7.62743E-02  3.44934E-03  7.25799E-02  3.83966E-02  3.11779E-02  8.55066E-02    5757.21070088168
          173  1.11249E+00  3.34737E+00  2.41149E+00 -5.01993E-01  7.33884E-02  2.26640E-02  8.07669E-02  8.42883E-03  7.11009E-02  4.04885E-02  3.23319E-02  9.63333E-02    5760.13551811954
          174  1.11235E+00  3.40178E+00  2.44196E+00 -5.95246E-01  7.90544E-02  2.21947E-02  9.01921E-02 -1.20904E-03  7.96366E-02  3.08878E-02  2.74857E-02  7.77254E-02    5796.46116899908
          175  1.13541E+00  3.37412E+00  2.45674E+00 -6.55392E-01  7.81947E-02  2.26325E-02  8.93160E-02  7.92102E-03  7.74378E-02  4.05899E-02  2.71566E-02  8.62365E-02    5763.05008717738
          176  1.09490E+00  3.38862E+00  2.44459E+00 -6.55834E-01  8.23295E-02  2.36514E-02  8.09484E-02  2.49311E-04  7.78561E-02  3.71666E-02  3.07715E-02  8.00989E-02    5822.96513958000
          177  1.11685E+00  3.38311E+00  2.43177E+00 -6.58154E-01  6.79711E-02  2.30917E-02  8.47843E-02 -2.05262E-03  7.45304E-02  3.42372E-02  2.22392E-02  7.91071E-02    5849.73543439620
          178  1.16050E+00  3.39903E+00  2.43887E+00 -6.23793E-01  8.37799E-02  2.30616E-02  7.34217E-02  3.40647E-03  7.30652E-02  3.12441E-02  2.82297E-02  8.12005E-02    5797.18741961794
          179  1.17102E+00  3.39282E+00  2.44522E+00 -6.27221E-01  8.31369E-02  2.29312E-02  8.10223E-02 -2.04919E-03  8.33425E-02  3.21361E-02  2.44719E-02  7.93885E-02    5765.68483602963
          180  1.17640E+00  3.39810E+00  2.44692E+00 -6.62971E-01  8.43801E-02  2.28065E-02  9.43142E-02  3.37708E-03  8.33687E-02  3.57474E-02  3.63766E-02  8.97045E-02    5787.27536950908
          181  1.14512E+00  3.39949E+00  2.41581E+00 -5.57007E-01  7.57441E-02  2.25945E-02  8.40165E-02  7.94212E-04  8.47384E-02  2.99138E-02  3.50781E-02  7.85864E-02    5787.46176245612
          182  1.13840E+00  3.38582E+00  2.43926E+00 -5.17000E-01  7.63929E-02  2.17741E-02  1.07152E-01 -6.63127E-03  6.69905E-02  3.60404E-02  1.76913E-02  7.85964E-02    5780.59764428848
          183  1.11632E+00  3.38140E+00  2.42929E+00 -8.25261E-01  8.56843E-02  2.19677E-02  9.90601E-02  1.17234E-02  7.32107E-02  4.41561E-02  3.46486E-02  9.77881E-02    5798.63220414176
          184  1.11254E+00  3.39964E+00  2.41668E+00 -6.55051E-01  8.28512E-02  2.23810E-02  1.00027E-01 -2.69458E-03  7.38727E-02  3.69329E-02  2.21310E-02  8.30958E-02    5798.14736123156
          185  1.12945E+00  3.40003E+00  2.45326E+00 -6.42282E-01  7.63210E-02  2.17116E-02  8.78490E-02  5.88821E-03  8.56165E-02  3.94176E-02  3.71719E-02  8.97963E-02    5714.51220500215
          186  1.11822E+00  3.40437E+00  2.44135E+00 -5.99880E-01  7.96921E-02  2.20522E-02  9.29753E-02  7.41781E-03  8.64118E-02  4.34350E-02  2.92014E-02  7.90979E-02    5817.17467100325
          187  1.10071E+00  3.40270E+00  2.42042E+00 -6.71383E-01  8.78594E-02  2.30243E-02  9.18914E-02  3.95433E-04  8.02526E-02  3.00532E-02  3.72728E-02  9.33030E-02    5816.21043669899
          188  1.07592E+00  3.42188E+00  2.44420E+00 -6.52102E-01  7.80033E-02  2.26837E-02  9.33931E-02  1.07283E-02  8.46959E-02  3.15057E-02  3.38982E-02  8.11260E-02    5803.89987078907
          189  1.15196E+00  3.36078E+00  2.46795E+00 -6.79332E-01  9.16538E-02  2.26775E-02  9.89491E-02 -4.49432E-03  7.49278E-02  3.25507E-02  2.15204E-02  7.99347E-02    5801.48243513333
          190  1.11685E+00  3.39532E+00  2.44316E+00 -6.71020E-01  9.22108E-02  2.24695E-02  1.05876E-01 -6.51331E-03  7.59422E-02  2.27381E-02  1.78483E-02  7.84866E-02    5811.84387115630
          191  1.14852E+00  3.39424E+00  2.44534E+00 -6.07339E-01  7.92509E-02  2.27125E-02  1.05337E-01  4.35507E-03  7.39720E-02  3.19518E-02  2.97082E-02  7.94725E-02    5852.14529959894
          192  1.09977E+00  3.39014E+00  2.42299E+00 -4.77857E-01  6.95781E-02  2.17831E-02  8.58307E-02  1.02290E-02  6.73148E-02  3.42547E-02  2.65148E-02  8.10357E-02    5745.87615183392
          193  1.11102E+00  3.40699E+00  2.44893E+00 -7.34619E-01  8.73470E-02  2.23653E-02  7.90306E-02  5.83264E-03  7.21250E-02  3.41395E-02  2.93225E-02  8.39246E-02    5735.00216880762
          194  1.12262E+00  3.38462E+00  2.43746E+00 -6.31764E-01  8.55208E-02  2.23575E-02  9.04340E-02 -7.88960E-04  7.23225E-02  3.74679E-02  2.79651E-02  8.81300E-02    5691.68745994795
          195  1.12459E+00  3.38148E+00  2.42032E+00 -7.56252E-01  8.52924E-02  2.24937E-02  9.14748E-02 -3.09205E-03  7.04622E-02  3.04459E-02  3.03378E-02  8.70943E-02    5750.12120555920
          196  1.10181E+00  3.37277E+00  2.43874E+00 -7.79226E-01  1.00154E-01  2.28503E-02  9.01284E-02  2.90531E-04  7.33507E-02  3.88869E-02  2.79755E-02  7.63884E-02    5719.09559962315
          197  1.11421E+00  3.38124E+00  2.44245E+00 -6.08522E-01  7.51977E-02  2.19597E-02  9.09422E-02  4.45792E-03  7.96623E-02  4.77795E-02  3.06789E-02  9.43557E-02    5767.39595347320
          198  1.13126E+00  3.37836E+00  2.42115E+00 -6.36023E-01  7.78837E-02  2.36946E-02  8.80901E-02  1.04915E-02  7.96953E-02  4.09215E-02  3.12695E-02  9.73218E-02    5832.35068362597
          199  1.11687E+00  3.40665E+00  2.41082E+00 -7.35720E-01  8.36225E-02  2.27741E-02  1.01530E-01  2.71052E-03  7.74721E-02  4.07588E-02  2.63290E-02  8.26405E-02    5806.20759761691
          200  1.15083E+00  3.39768E+00  2.47011E+00 -6.01573E-01  7.67077E-02  2.43645E-02  9.37672E-02  2.16287E-04  7.42587E-02  3.74689E-02  2.73263E-02  8.67924E-02    5867.10157502097
          201  1.11919E+00  3.41412E+00  2.44488E+00 -4.86797E-01  7.54558E-02  2.42167E-02  7.47631E-02  2.09014E-03  6.53701E-02  2.55769E-02  2.05550E-02  7.97584E-02    5814.59493466889
          202  1.11775E+00  3.39965E+00  2.45470E+00 -5.62485E-01  6.98203E-02  2.39128E-02  7.79711E-02 -9.13850E-04  6.78378E-02  2.59595E-02  2.94212E-02  7.81917E-02    5872.25962771227
          203  1.08113E+00  3.37629E+00  2.40916E+00 -7.06680E-01  8.72285E-02  2.41453E-02  7.69166E-02 -1.69069E-03  7.96678E-02  2.63752E-02  2.96695E-02  8.05888E-02    5889.08688214615
